#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_183	4269	2	N	Y	1	right	*	183
contig_189	1113	179	N	Y	4	none	*	189
contig_190	1119	67	N	Y	2	none	*	190
contig_195	822	162464	N	Y	4062	none	578	195
contig_196	501	104	N	Y	3	none	*	196
contig_197	837	8	N	Y	1	none	*	197
contig_198	612	85533	N	Y	2138	none	*	198
contig_199	1329	36	N	Y	1	none	*	199
contig_201	1054	1	N	Y	1	none	*	201
contig_202	528	1503	N	Y	38	none	*	202
contig_203	2666	28	N	Y	1	none	*	203
contig_204	935	1	N	Y	1	none	*	204
contig_205	607	118	N	Y	3	none	*	205
contig_206	5749	1	N	Y	1	none	*	206
contig_207	752	223	N	Y	6	none	*	207
contig_208	506	45	N	Y	1	none	*	208
contig_209	1091	246	N	Y	6	none	*	209
contig_210	723	5	N	Y	1	none	*	210
contig_211	598	39447	N	Y	986	none	*	211
contig_212	2622	1	N	Y	1	none	*	212
contig_213	572	63	N	Y	2	none	*	213
contig_214	637	13	N	Y	1	none	*	214
contig_215	961	268	N	Y	7	none	*	215
contig_216	718	72	N	Y	2	none	*	216
contig_217	2557	1	N	Y	1	none	*	217
contig_218	1734	1	N	Y	1	none	*	218
contig_219	639	123	N	Y	3	none	*	219
contig_220	689	615	N	Y	15	none	*	220
contig_221	514	49	N	Y	1	none	*	221
contig_222	510	2	N	Y	1	none	*	222
contig_223	2307	2	N	Y	1	none	*	223
contig_224	597	109	N	Y	3	none	*	224
contig_225	3526	40	N	Y	1	none	*	225
contig_226	8550	1	N	Y	1	none	*	226
contig_227	2586	26	N	Y	1	none	*	227
contig_228	660	2	N	Y	1	none	*	228
contig_229	726	13	N	Y	1	none	*	229
contig_230	2473	1	N	Y	1	none	*	230
contig_231	2745	2	N	Y	1	none	*	231
contig_234	11311	2	N	Y	1	none	*	234
contig_235	5360	2	N	Y	1	none	*	235
contig_236	654	1658	N	Y	41	both	526	236
contig_239	7067	136	Y	Y	3	none	*	239
contig_241	48149	33	N	Y	1	none	*	241
contig_242	4329	0	N	Y	1	both	586	242
contig_243	619	288	N	Y	7	none	540	243
contig_255	1111	38	N	Y	1	none	*	255
contig_272	844	1	N	Y	1	none	*	272
contig_274	655	1	N	Y	1	none	*	274
contig_279	15777	14	N	Y	1	both	914	279
contig_280	13063	32	N	Y	1	both	914	280
contig_286	45385	11	N	Y	1	both	1214	286
contig_287	46173	29	N	Y	1	both	1214	287
contig_289	547	2552	N	Y	64	none	*	289
contig_290	2343	1323	N	Y	33	none	*	290
contig_292	2067	10	N	Y	1	both	1216	292
contig_293	2070	37	N	Y	1	both	1216	293
contig_296	43228	19	N	Y	1	both	916	296
contig_297	38534	30	N	Y	1	both	916	297
contig_304	530	6	N	Y	1	none	*	304
contig_305	573	2	N	Y	1	none	*	305
contig_306	723	32	N	Y	1	none	*	306
contig_307	530	59	N	Y	1	none	*	307
contig_310	7644	1	N	Y	1	right	*	310
contig_312	687	39403	N	Y	985	none	601	312
contig_314	3049	79	N	Y	2	none	*	314
contig_315	1313	48	N	Y	1	none	*	315
contig_317	4879	24	N	Y	1	none	*	317
contig_318	1902	56	N	Y	1	none	*	318
contig_328	19151	0	N	Y	1	right	*	328
contig_334	1530	52	N	Y	1	none	*	334
contig_336	2806	91	N	Y	2	none	*	336
contig_364	677	498	N	Y	12	none	*	364
contig_375	24219	130	N	Y	3	none	*	375
contig_377	3153	43	N	Y	1	both	922	377
contig_378	4379	92	N	Y	2	both	*	378
contig_379	3376	38	N	Y	1	both	924	379
contig_380	2467	85	N	Y	2	both	924	380
contig_383	774	1715	Y	Y	43	none	616	383
contig_384	8376	5	N	Y	1	both	1220	384
contig_385	8002	7	N	Y	1	both	1220	385
contig_393	2475	40	N	Y	1	none	*	393
contig_398	3699	1	N	Y	1	none	*	398
contig_404	24954	15	N	Y	1	both	926	404
contig_405	31316	30	N	Y	1	both	926	405
contig_406	30816	45	N	Y	1	none	*	406
contig_407	6328	17	N	Y	1	both	928	407
contig_408	5987	34	N	Y	1	both	928	408
contig_410	4714	12	N	Y	1	both	930	410
contig_411	3463	27	N	Y	1	both	930	411
contig_416	28583	13	N	Y	1	both	1230	416
contig_417	26945	33	N	Y	1	both	1230	417
contig_418	48178	44	N	Y	1	none	*	418
contig_419	24513	38	N	Y	1	both	932	419
contig_420	22879	20	N	Y	1	both	932	420
contig_423	8408	12	N	Y	1	both	1234	423
contig_424	9643	25	N	Y	1	both	1234	424
contig_425	2074	11	N	Y	1	both	1236	425
contig_426	2454	28	N	Y	1	both	1236	426
contig_427	723	45	N	Y	1	none	572	427
contig_428	723	71	N	Y	2	none	572	428
contig_429	1306	10	N	Y	1	right	624	429
contig_430	3391	26	N	Y	1	right	624	430
contig_431	5076	143	N	Y	4	none	624	431
contig_433	29862	40	N	Y	1	none	*	433
contig_437	30949	40	N	Y	1	none	*	437
contig_448	10310	30	N	Y	1	both	936	448
contig_449	5644	16	N	Y	1	both	936	449
contig_456	37225	27	N	Y	1	none	*	456
contig_459	2902	10	N	Y	1	both	938	459
contig_460	611	33	N	Y	1	both	938	460
contig_465	20419	28	N	Y	1	both	1242	465
contig_466	18349	11	N	Y	1	both	1242	466
contig_478	43237	11	N	Y	1	both	1246	478
contig_479	43354	31	N	Y	1	both	1246	479
contig_481	7163	31	N	Y	1	both	940	481
contig_482	9280	13	N	Y	1	both	940	482
contig_483	15973	34	N	Y	1	both	942	483
contig_484	17002	8	N	Y	1	both	942	484
contig_489	2450	28	N	Y	1	both	1248	489
contig_490	7156	19	N	Y	1	both	1248	490
contig_494	13320	36	N	Y	1	both	944	494
contig_495	12622	15	N	Y	1	both	944	495
contig_500	26074	30	N	Y	1	both	1250	500
contig_501	24083	8	N	Y	1	both	1250	501
contig_502	8132	13	N	Y	1	both	1252	502
contig_503	11435	27	N	Y	1	both	1252	503
contig_508	41726	12	N	Y	1	both	1254	508
contig_509	47106	33	N	Y	1	both	1254	509
contig_516	20387	32	N	Y	1	both	946	516
contig_517	15728	10	N	Y	1	both	946	517
contig_518	17740	14	N	Y	1	both	1256	518
contig_519	15388	35	N	Y	1	both	1256	519
contig_526	5288	11	Y	Y	1	none	638	526
contig_532	42253	25	N	Y	1	both	948	532
contig_533	40527	8	N	Y	1	both	948	533
contig_538	25646	50	N	Y	1	none	*	538
contig_539	12657	35	N	Y	1	both	950	539
contig_540	15076	17	N	Y	1	both	950	540
contig_543	2048	22	Y	Y	1	none	640	543
contig_544	45426	49	N	Y	1	none	*	544
contig_545	38280	41	N	Y	1	both	952	545
contig_546	33436	11	N	Y	1	both	952	546
contig_549	8077	31	Y	Y	1	none	12	549
contig_555	24755	46	N	Y	1	none	*	555
contig_561	1913	44	N	Y	1	none	*	561
contig_563	4246	44	N	Y	1	none	646	563
contig_564	8718	21	N	Y	1	left	646	564
contig_565	10469	38	N	Y	1	none	644	565
contig_567	12479	12	N	Y	1	left	646	567
contig_573	28621	34	N	Y	1	both	1258	573
contig_574	34481	14	N	Y	1	both	1258	574
contig_575	8798	30	N	Y	1	both	956	575
contig_576	7788	12	N	Y	1	both	956	576
contig_581	1349	14	N	Y	1	both	910	581
contig_582	3128	16	N	Y	1	both	910	582
contig_583	3116	9	N	Y	1	both	1210	583
contig_584	1761	29	N	Y	1	both	1210	584
contig_585	13157	36	N	Y	1	both	1260	585
contig_586	16774	12	N	Y	1	both	1260	586
contig_587	10347	35	N	Y	1	both	1262	587
contig_590	631	4686	N	Y	117	none	536	590
contig_591	777	7581	N	Y	190	none	536	591
contig_597	42485	31	N	Y	1	both	960	597
contig_598	37411	12	N	Y	1	both	960	598
contig_600	17775	29	N	Y	1	both	958	600
contig_601	17470	16	N	Y	1	both	958	601
contig_602	4515	13	Y	Y	1	none	652	602
contig_603	5440	25	N	Y	1	both	962	603
contig_604	6727	9	N	Y	1	both	962	604
contig_611	23595	28	N	Y	1	both	964	611
contig_612	12220	15	N	Y	1	both	964	612
contig_615	17845	34	N	Y	1	both	1264	615
contig_616	3208	6	N	Y	1	both	1264	616
contig_619	44936	28	N	Y	1	both	1266	619
contig_620	44106	10	N	Y	1	both	1266	620
contig_622	4486	10	Y	Y	1	none	658	622
contig_625	1998	10	N	Y	1	both	966	625
contig_631	33013	37	N	Y	1	both	970	631
contig_632	37871	13	N	Y	1	both	970	632
contig_633	26753	13	N	Y	1	both	972	633
contig_634	24399	22	N	Y	1	both	972	634
contig_643	1025	21	N	Y	1	both	974	643
contig_644	559	16	N	Y	1	both	974	644
contig_646	2097	34	N	Y	1	both	1268	646
contig_647	2585	11	N	Y	1	both	1268	647
contig_649	4466	26	Y	Y	1	none	668	649
contig_650	10142	25	N	Y	1	both	976	650
contig_651	3855	21	N	Y	1	both	976	651
contig_652	7787	29	N	Y	1	both	1270	652
contig_653	9362	15	N	Y	1	both	1270	653
contig_654	42319	30	N	Y	1	both	1272	654
contig_655	17072	8	N	Y	1	both	1272	655
contig_656	36627	29	N	Y	1	both	978	656
contig_657	19311	13	N	Y	1	both	978	657
contig_658	633	646	N	Y	16	none	650	658
contig_659	1999	1	N	Y	1	none	*	659
contig_666	1471	1	N	Y	1	none	*	666
contig_671	4093	12	N	Y	1	both	980	671
contig_672	4115	15	N	Y	1	both	980	672
contig_675	8601	8	N	Y	1	both	1276	675
contig_676	9152	39	N	Y	1	both	1276	676
contig_678	553	32	N	Y	1	none	588	678
contig_679	554	40	N	Y	1	none	588	679
contig_680	551	46	N	Y	1	none	588	680
contig_681	678	210	N	Y	5	both	*	681
contig_682	859	2323	N	Y	58	both	*	682
contig_684	49165	48	N	Y	1	none	*	684
contig_685	12643	18	N	Y	1	both	982	685
contig_688	30478	35	N	Y	1	both	1068	688
contig_689	27657	10	N	Y	1	both	1068	689
contig_692	43310	11	N	Y	1	both	984	692
contig_693	49758	31	N	Y	1	both	984	693
contig_694	1977	18	N	Y	1	both	1232	694
contig_695	4235	14	N	Y	1	both	1232	695
contig_698	510	21608	N	Y	540	none	544	698
contig_700	663	5	N	Y	1	none	*	700
contig_709	42956	13	N	Y	1	both	1000	709
contig_710	43393	7	N	Y	1	both	1282	710
contig_711	4564	9	N	Y	1	both	1284	711
contig_712	2984	35	N	Y	1	both	1284	712
contig_721	16146	5	N	Y	1	both	1286	721
contig_722	14028	25	N	Y	1	both	1286	722
contig_723	1367	11	N	Y	1	both	990	723
contig_724	812	28	N	Y	1	both	990	724
contig_726	6869	12	N	Y	1	both	988	726
contig_727	520	24	N	Y	1	both	988	727
contig_730	5024	72	Y	Y	2	none	592	730
contig_745	2089	93	N	Y	2	none	*	745
contig_746	565	7	N	Y	1	none	*	746
contig_754	42454	45	N	Y	1	none	*	754
contig_758	9602	343	N	Y	9	none	*	758
contig_760	4703	40	N	Y	1	both	992	760
contig_761	4960	13	N	Y	1	both	992	761
contig_764	14203	16	N	Y	1	both	1296	764
contig_765	16733	33	N	Y	1	both	1296	765
contig_768	5649	268	Y	Y	7	none	840	768
contig_770	13064	12	N	Y	1	both	1300	770
contig_774	2474	27	N	Y	1	both	994	774
contig_775	1786	13	N	Y	1	both	994	775
contig_778	1245	6	Y	Y	1	none	694	778
contig_779	27609	53	N	Y	1	none	*	779
contig_795	1343	90	N	Y	2	none	*	795
contig_798	2001	124	N	Y	3	none	*	798
contig_799	3238	69	N	Y	2	none	*	799
contig_800	519	85	Y	Y	2	none	22	800
contig_803	39236	32	N	Y	1	both	996	803
contig_804	43515	13	N	Y	1	both	996	804
contig_808	8065	0	N	Y	1	both	998	808
contig_810	29545	38	N	Y	1	none	*	810
contig_813	8707	12	N	Y	1	both	1290	813
contig_816	40006	29	N	Y	1	both	1000	816
contig_823	932	60	N	Y	2	none	878	823
contig_828	1522	12	N	Y	1	none	878	828
contig_830	689	160	N	Y	4	none	878	830
contig_831	2955	0	N	Y	1	none	878	831
contig_838	555	84	N	Y	2	none	*	838
contig_841	4234	45	N	Y	1	none	704	841
contig_842	6494	25	N	Y	1	none	704	842
contig_846	4185	124	Y	Y	3	none	*	846
contig_850	10886	19	N	Y	1	both	1004	850
contig_851	4153	26	N	Y	1	both	1004	851
contig_855	16537	97	N	Y	2	none	*	855
contig_856	6914	43	Y	Y	1	none	922	856
contig_858	40190	15	N	Y	1	both	1344	858
contig_859	14238	44	N	Y	1	both	920	859
contig_860	4160	0	N	Y	1	both	920	860
contig_862	39868	34	N	Y	1	both	912	862
contig_864	17862	14	N	Y	1	both	912	864
contig_866	11256	24	N	Y	1	both	1358	866
contig_868	37751	45	N	Y	1	none	*	868
contig_873	4565	136	Y	Y	3	none	*	873
contig_874	23652	41	N	Y	1	none	*	874
contig_875	19156	16	N	Y	1	both	1308	875
contig_876	25752	23	N	Y	1	both	1308	876
contig_877	41161	14	N	Y	1	both	1312	877
contig_878	37209	24	N	Y	1	both	1312	878
contig_879	34207	36	N	Y	1	both	1314	879
contig_880	34929	11	N	Y	1	both	1314	880
contig_882	5010	6	Y	Y	1	none	712	882
contig_889	4052	59	N	Y	1	none	*	889
contig_891	1398	23	N	Y	1	both	1010	891
contig_892	1430	39	N	Y	1	both	1010	892
contig_894	14028	13	N	Y	1	both	1014	894
contig_895	12596	33	N	Y	1	both	1014	895
contig_897	37548	14	N	Y	1	both	1012	897
contig_898	39057	35	N	Y	1	both	1012	898
contig_899	28098	16	N	Y	1	both	1016	899
contig_900	31558	35	N	Y	1	both	1016	900
contig_908	10379	38	Y	Y	1	none	678	908
contig_915	32882	46	N	Y	1	none	*	915
contig_917	20585	44	N	Y	1	none	*	917
contig_919	2652	24	N	Y	1	both	1318	919
contig_920	6679	11	N	Y	1	both	1318	920
contig_921	36543	34	N	Y	1	none	*	921
contig_924	2713	64	N	Y	2	none	*	924
contig_925	933	58	N	Y	1	none	*	925
contig_927	958	265	N	Y	7	none	696	927
contig_928	3468	148	N	Y	4	none	696	928
contig_930	638	44	N	Y	1	none	*	930
contig_931	975	65	N	Y	2	none	*	931
contig_932	1273	124	N	Y	3	none	*	932
contig_935	800	25558	N	Y	639	none	574	935
contig_937	3780	35	N	Y	1	none	*	937
contig_938	515	33899	N	Y	847	none	550	938
contig_939	768	25	N	Y	1	none	*	939
contig_940	527	32	N	Y	1	none	*	940
contig_944	25493	34	N	Y	1	both	1018	944
contig_945	20991	16	N	Y	1	both	1018	945
contig_953	16694	27	N	Y	1	both	1022	953
contig_954	18650	14	N	Y	1	both	1022	954
contig_955	48979	30	N	Y	1	both	1020	955
contig_956	45667	14	N	Y	1	both	1020	956
contig_960	31264	13	N	Y	1	both	1162	960
contig_961	39303	29	N	Y	1	both	1162	961
contig_966	39312	19	N	Y	1	both	1024	966
contig_967	43231	31	N	Y	1	both	1024	967
contig_972	26055	30	N	Y	1	both	1026	972
contig_973	25405	18	N	Y	1	both	1026	973
contig_974	48230	11	N	Y	1	both	1028	974
contig_975	46390	28	N	Y	1	both	1028	975
contig_977	48973	46	N	Y	1	none	*	977
contig_979	8811	14	N	Y	1	both	1030	979
contig_980	10770	34	N	Y	1	both	1030	980
contig_983	1660	31	N	Y	1	both	1032	983
contig_984	5362	13	N	Y	1	both	1032	984
contig_986	2105	28	N	Y	1	both	1322	986
contig_987	1010	11	N	Y	1	both	1322	987
contig_990	22230	24	N	Y	1	both	1212	990
contig_991	19128	25	N	Y	1	both	1212	991
contig_998	45177	41	N	Y	1	none	*	998
contig_1000	45467	39	N	Y	1	both	1034	1000
contig_1001	49434	13	N	Y	1	both	1034	1001
contig_1004	28819	25	N	Y	1	both	1036	1004
contig_1005	29226	24	N	Y	1	both	1036	1005
contig_1016	29653	16	N	Y	1	both	1328	1016
contig_1017	29547	24	N	Y	1	both	1328	1017
contig_1018	40766	28	N	Y	1	both	1330	1018
contig_1019	35442	15	N	Y	1	both	1330	1019
contig_1020	6550	29	N	Y	1	both	1332	1020
contig_1021	5108	8	N	Y	1	both	1332	1021
contig_1022	3917	11	N	Y	1	both	1334	1022
contig_1023	4180	27	N	Y	1	both	1334	1023
contig_1027	37156	31	N	Y	1	both	1336	1027
contig_1028	33154	12	N	Y	1	both	1336	1028
contig_1029	3804	33	N	Y	1	both	1338	1029
contig_1030	2785	19	N	Y	1	both	1338	1030
contig_1035	10168	38	Y	Y	1	none	720	1035
contig_1038	717	958	Y	Y	24	none	724	1038
contig_1041	4653	16	Y	Y	1	none	726	1041
contig_1045	27526	54	N	Y	1	none	*	1045
contig_1046	13789	41	N	Y	1	both	1038	1046
contig_1047	13510	15	N	Y	1	both	1038	1047
contig_1050	23172	28	N	Y	1	both	1340	1050
contig_1051	21213	10	N	Y	1	both	1340	1051
contig_1052	32779	15	N	Y	1	both	1040	1052
contig_1053	36711	30	N	Y	1	both	1040	1053
contig_1054	6729	10	N	Y	1	both	918	1054
contig_1055	4643	32	N	Y	1	both	918	1055
contig_1059	46316	44	N	Y	1	none	*	1059
contig_1060	35021	13	N	Y	1	both	1042	1060
contig_1061	38355	29	N	Y	1	both	1042	1061
contig_1069	38882	29	N	Y	1	both	1044	1069
contig_1070	35145	11	N	Y	1	both	1044	1070
contig_1090	2647	31	N	Y	1	none	*	1090
contig_1094	1442	17	N	Y	1	none	*	1094
contig_1096	870	585	N	Y	15	none	*	1096
contig_1108	511	6	N	Y	1	both	*	1108
contig_1114	1052	14	N	Y	1	both	1046	1114
contig_1115	519	29	N	Y	1	both	1046	1115
contig_1116	11973	12	N	Y	1	both	1048	1116
contig_1117	12118	32	N	Y	1	both	1048	1117
contig_1118	6673	15	N	Y	1	both	1346	1118
contig_1119	5956	34	N	Y	1	both	1346	1119
contig_1120	27815	57	N	Y	1	none	*	1120
contig_1121	4865	35	N	Y	1	both	1050	1121
contig_1122	4285	27	N	Y	1	both	1050	1122
contig_1125	28024	15	N	Y	1	both	1074	1125
contig_1126	32691	21	N	Y	1	both	1074	1126
contig_1129	2385	75	N	Y	2	none	*	1129
contig_1130	21115	32	N	Y	1	none	*	1130
contig_1139	9439	39	Y	Y	1	none	736	1139
contig_1143	3889	29	N	Y	1	none	*	1143
contig_1145	5911	96	Y	Y	2	none	738	1145
contig_1146	13663	90	N	Y	2	none	*	1146
contig_1148	31494	29	N	Y	1	both	1348	1148
contig_1149	24805	12	N	Y	1	both	1348	1149
contig_1153	6386	12	N	Y	1	both	1052	1153
contig_1154	6303	27	N	Y	1	both	1052	1154
contig_1155	8431	16	N	Y	1	both	1350	1155
contig_1156	9974	32	N	Y	1	both	1350	1156
contig_1160	5691	15	N	Y	1	both	1054	1160
contig_1161	5041	32	N	Y	1	both	1054	1161
contig_1170	16486	14	N	Y	1	both	1056	1170
contig_1171	19526	23	N	Y	1	both	1056	1171
contig_1172	15684	12	N	Y	1	both	1058	1172
contig_1173	10468	38	N	Y	1	both	1058	1173
contig_1174	6678	9	N	Y	1	both	1352	1174
contig_1183	3631	27	N	Y	1	both	1062	1183
contig_1184	5973	10	N	Y	1	both	1062	1184
contig_1186	18405	33	N	Y	1	both	1060	1186
contig_1187	18862	12	N	Y	1	both	1060	1187
contig_1188	6075	10	N	Y	1	both	1066	1188
contig_1189	2061	25	N	Y	1	both	1066	1189
contig_1190	23376	38	N	Y	1	both	1064	1190
contig_1191	24746	13	N	Y	1	both	1064	1191
contig_1193	45276	42	N	Y	1	none	*	1193
contig_1194	22132	11	N	Y	1	both	1070	1194
contig_1195	24097	31	N	Y	1	both	1070	1195
contig_1197	17966	27	N	Y	1	both	1072	1197
contig_1198	12663	12	N	Y	1	both	1072	1198
contig_1219	15872	26	N	Y	1	both	1076	1219
contig_1220	14059	13	N	Y	1	both	1076	1220
contig_1221	17481	41	N	Y	1	both	1078	1221
contig_1222	37976	13	N	Y	1	both	1080	1222
contig_1223	40505	31	N	Y	1	both	1080	1223
contig_1228	32518	15	N	Y	1	both	1082	1228
contig_1229	37022	25	N	Y	1	both	1082	1229
contig_1237	1372	19	N	Y	1	both	1358	1237
contig_1244	1550	27	N	Y	1	both	1008	1244
contig_1245	2345	13	N	Y	1	both	1008	1245
contig_1247	4133	65	Y	Y	2	none	*	1247
contig_1248	10345	48	N	Y	1	none	*	1248
contig_1249	5247	68	Y	Y	2	none	*	1249
contig_1252	1959	30	N	Y	1	both	1088	1252
contig_1253	1683	21	N	Y	1	both	1088	1253
contig_1255	22159	31	N	Y	1	left	1086	1255
contig_1256	13388	16	N	Y	1	left	1086	1256
contig_1257	4149	92	N	Y	2	none	1086	1257
contig_1258	761	110	N	Y	3	none	1086	1258
contig_1259	4199	42	N	Y	1	right	1086	1259
contig_1260	2557	13	N	Y	1	right	1086	1260
contig_1264	25889	39	N	Y	1	both	1090	1264
contig_1265	40012	11	N	Y	1	both	1090	1265
contig_1267	5580	31	Y	Y	1	none	774	1267
contig_1279	2775	10	N	Y	1	both	908	1279
contig_1280	4306	30	N	Y	1	both	908	1280
contig_1286	45231	31	N	Y	1	none	*	1286
contig_1292	30244	32	N	Y	1	both	1092	1292
contig_1293	27281	12	N	Y	1	both	1092	1293
contig_1294	20010	14	N	Y	1	both	1094	1294
contig_1295	9263	24	N	Y	1	both	1094	1295
contig_1296	17669	11	N	Y	1	both	1002	1296
contig_1297	22153	32	N	Y	1	both	1002	1297
contig_1299	30923	44	N	Y	1	none	*	1299
contig_1300	14670	32	N	Y	1	both	1096	1300
contig_1301	13208	12	N	Y	1	both	1096	1301
contig_1302	693	33	N	Y	1	both	1098	1302
contig_1303	508	11	N	Y	1	both	1098	1303
contig_1306	37654	51	N	Y	1	none	*	1306
contig_1307	27161	32	N	Y	1	both	1100	1307
contig_1308	28014	12	N	Y	1	both	1100	1308
contig_1310	32533	33	N	Y	1	both	1222	1310
contig_1311	28984	14	N	Y	1	both	1222	1311
contig_1312	46160	30	N	Y	1	both	1224	1312
contig_1313	41278	14	N	Y	1	both	1224	1313
contig_1314	8895	32	N	Y	1	both	986	1314
contig_1315	7581	18	N	Y	1	both	986	1315
contig_1317	18893	16	N	Y	1	both	1102	1317
contig_1318	15758	34	N	Y	1	both	1102	1318
contig_1320	45071	9	N	Y	1	both	1104	1320
contig_1321	43638	31	N	Y	1	both	1104	1321
contig_1330	964	52	N	Y	1	none	1360	1330
contig_1331	23966	9	N	Y	1	left	1360	1331
contig_1332	10668	25	N	Y	1	none	1360	1332
contig_1333	31341	31	N	Y	1	left	1360	1333
contig_1337	618	2	N	Y	1	none	*	1337
contig_1340	3422	34	N	Y	1	both	1106	1340
contig_1341	4666	8	N	Y	1	both	1106	1341
contig_1342	8700	42	N	Y	1	both	1108	1342
contig_1343	7752	15	N	Y	1	both	1108	1343
contig_1344	25344	37	N	Y	1	both	1110	1344
contig_1345	25150	9	N	Y	1	both	1110	1345
contig_1346	26140	10	N	Y	1	both	1362	1346
contig_1347	28540	32	N	Y	1	both	1362	1347
contig_1348	1834	28	N	Y	1	both	1112	1348
contig_1349	2308	14	N	Y	1	both	1112	1349
contig_1353	21870	33	N	Y	1	both	1364	1353
contig_1354	19674	14	N	Y	1	both	1364	1354
contig_1357	42180	35	N	Y	1	none	*	1357
contig_1360	13803	35	N	Y	1	both	1116	1360
contig_1361	14146	14	N	Y	1	both	1116	1361
contig_1362	606	33	N	Y	1	both	1114	1362
contig_1363	998	9	N	Y	1	both	1114	1363
contig_1364	2069	35	N	Y	1	both	1218	1364
contig_1365	2212	12	N	Y	1	both	1218	1365
contig_1368	26829	33	N	Y	1	both	1294	1368
contig_1369	26272	13	N	Y	1	both	1294	1369
contig_1370	3127	27	N	Y	1	both	1366	1370
contig_1371	4135	11	N	Y	1	both	1366	1371
contig_1373	3880	37	N	Y	1	both	1118	1373
contig_1374	525	9	N	Y	1	both	1118	1374
contig_1376	6182	47	N	Y	1	none	792	1376
contig_1382	18792	27	N	Y	1	both	1120	1382
contig_1383	13019	16	N	Y	1	both	1120	1383
contig_1384	1498	31	N	Y	1	both	1122	1384
contig_1385	556	13	N	Y	1	both	1122	1385
contig_1387	24309	33	N	Y	1	both	1084	1387
contig_1388	21816	12	N	Y	1	both	1084	1388
contig_1389	937	32	N	Y	1	both	1278	1389
contig_1390	564	9	N	Y	1	both	1278	1390
contig_1391	34071	29	N	Y	1	both	1124	1391
contig_1392	33762	10	N	Y	1	both	1124	1392
contig_1394	6056	37	Y	Y	1	none	798	1394
contig_1395	20534	33	N	Y	1	both	1126	1395
contig_1396	24661	14	N	Y	1	both	1126	1396
contig_1399	2631	20	N	Y	1	both	1128	1399
contig_1400	1314	37	N	Y	1	both	1128	1400
contig_1401	24808	30	N	Y	1	both	1132	1401
contig_1402	24590	12	N	Y	1	both	1132	1402
contig_1404	37830	33	N	Y	1	both	1130	1404
contig_1405	28822	8	N	Y	1	both	1130	1405
contig_1408	43593	25	N	Y	1	both	1134	1408
contig_1409	49093	11	N	Y	1	both	1134	1409
contig_1414	2317	33	N	Y	1	both	1136	1414
contig_1415	1424	16	N	Y	1	both	1136	1415
contig_1417	28734	31	N	Y	1	both	1138	1417
contig_1418	21291	10	N	Y	1	both	1138	1418
contig_1422	16415	11	N	Y	1	both	1140	1422
contig_1423	13523	28	N	Y	1	both	1368	1423
contig_1424	13514	13	N	Y	1	both	1368	1424
contig_1425	17677	25	N	Y	1	both	1370	1425
contig_1426	20309	8	N	Y	1	both	1370	1426
contig_1427	512	15	N	Y	1	both	1324	1427
contig_1428	1083	17	N	Y	1	both	1324	1428
contig_1433	44188	41	N	Y	1	none	*	1433
contig_1434	34811	9	N	Y	1	both	1142	1434
contig_1435	30644	24	N	Y	1	both	1142	1435
contig_1438	42916	31	N	Y	1	both	1378	1438
contig_1448	606	449	N	Y	11	none	*	1448
contig_1449	994	79	N	Y	2	none	*	1449
contig_1451	7184	42	Y	Y	1	none	580	1451
contig_1452	3969	132	Y	Y	3	none	*	1452
contig_1458	8135	139	Y	Y	3	none	*	1458
contig_1460	1397	26	N	Y	1	both	1146	1460
contig_1461	812	14	N	Y	1	both	1146	1461
contig_1462	14715	13	N	Y	1	both	1372	1462
contig_1463	13980	26	N	Y	1	both	1372	1463
contig_1467	820	235	N	Y	6	none	*	1467
contig_1468	992	21	N	Y	1	none	*	1468
contig_1469	649	247	N	Y	6	none	*	1469
contig_1470	1946	25	N	Y	1	none	*	1470
contig_1471	2753	36	N	Y	1	none	*	1471
contig_1472	4794	21	N	Y	1	none	*	1472
contig_1473	824	210	N	Y	5	none	*	1473
contig_1475	12562	59	Y	Y	1	none	602	1475
contig_1478	4742	24	N	Y	1	both	1342	1478
contig_1479	4310	13	N	Y	1	both	1342	1479
contig_1486	9679	10	N	Y	1	both	1148	1486
contig_1487	7504	34	N	Y	1	both	1148	1487
contig_1488	4388	25	Y	Y	1	none	806	1488
contig_1489	35032	6	N	Y	1	both	1150	1489
contig_1490	37265	33	N	Y	1	both	1150	1490
contig_1492	4673	25	N	Y	1	both	1310	1492
contig_1493	5850	17	N	Y	1	both	1310	1493
contig_1497	10278	65	Y	Y	2	none	808	1497
contig_1501	10235	68	Y	Y	2	none	598	1501
contig_1503	39294	38	N	Y	1	both	1282	1503
contig_1504	4800	67	Y	Y	2	none	812	1504
contig_1505	9613	48	Y	Y	1	none	622	1505
contig_1509	32324	12	N	Y	1	both	1152	1509
contig_1510	31949	29	N	Y	1	both	1152	1510
contig_1514	46709	9	N	Y	1	both	1302	1514
contig_1515	38376	27	N	Y	1	both	1302	1515
contig_1516	35562	11	N	Y	1	both	1274	1516
contig_1517	42817	35	N	Y	1	both	1274	1517
contig_1522	2127	21	N	Y	1	both	1376	1522
contig_1523	1466	12	N	Y	1	both	1376	1523
contig_1526	21201	27	N	Y	1	both	1344	1526
contig_1529	4546	18	N	Y	1	both	1298	1529
contig_1530	5751	32	N	Y	1	both	1298	1530
contig_1531	9380	22	N	Y	1	both	1304	1531
contig_1532	11315	18	N	Y	1	both	1304	1532
contig_1534	49464	31	N	Y	1	both	1356	1534
