g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
None-gene-414236,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,2237,0.039,0.0047,0.5782,0,0,0.3137,0.0,0.3313,0.0,0.4609,1.8244,2.118,0.9503141669657396,-0.8638656747618568,0.1233840276325818,None-gene-414236-0,None-gene-414236-0,Bradysia odoriphaga,1564500,47.2,1.25e-107,348,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,414236,416472,None-gene-1305204,None-gene-1352338,mRNA
None-gene-420384,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,549,-0.4416,-0.4434,0.5719,0,0,0.044,0.4835,0.0414,0.5096,0.4572,1.7128,2.0106,-1.3770690712909088,0.09025371355696188,0.2997292742466366,None-gene-420384-0,None-gene-420384-0,Clunio marinus,568069,34.4,4.51e-30,120,Clunio marinus,568069,,,Clunio marinus,568069,0,Eumetazoa,6072,420384,420932,None-gene-437931,None-gene-1495541,mRNA
None-gene-433937,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,577,-0.4337,-0.436,0.5581,0,0,0.0863,0.1685,0.071,0.2574,0.4003,-0.0067,0.3568,-1.1238425735795208,-0.0100122765775345,0.27322312251393155,None-gene-433937-0,None-gene-433937-0,,,,,,,,,,,,0,Unassigned,,433937,434513,None-gene-1482350,None-gene-121699,mRNA
None-gene-435361,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,5534,0.9777,0.8801,0.5567,0,0,0.3226,0.0,0.3322,0.0,0.4073,0.2036,0.5591,1.8174527308232107,-1.2188129634660212,-0.0804754631299859,None-gene-435361-0,None-gene-435361-0,,,,,,,,,,,,0,Unassigned,,435361,440894,None-gene-1235672,None-gene-360537,mRNA
None-gene-437931,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,261,-0.5236,-0.5199,0.5541,0,0,0.1237,0.0551,0.1303,0.0432,0.4406,1.2112,1.5282,-0.8792077720381634,-0.11233888078173089,0.27607988818095486,None-gene-437931-0,None-gene-437931-0,Aphis craccivora,307492,54.0,4.76e-25,105,Neoptera,33340,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,437931,438191,None-gene-1484613,None-gene-420384,mRNA
None-gene-438194,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1133,-0.2753,-0.2884,0.5538,0,0,0.1984,0.0014,0.2339,0.0002,0.4607,1.8195,2.1133,-0.05695263701161206,-0.453003218880705,0.20341714768675276,None-gene-438194-0,None-gene-438194-0,Diaphorina citri,121845,58.7,8.08e-94,305,cellular organisms,131567,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,438194,439326,None-gene-544415,None-gene-832284,mRNA
None-gene-447203,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,2699,0.1705,0.1274,0.5446,0,0,0.0135,0.8299,0.065,0.3005,0.3853,-0.461,-0.0801,-0.8694510180205155,-0.1257569251418689,0.16975103204715028,None-gene-447203-0,None-gene-447203-0,Bradysia odoriphaga,1564500,92.6,9.69e-07,60.1,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,447203,449901,None-gene-177319,None-gene-1452375,mRNA
None-gene-454233,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,324,-0.5057,-0.5032,0.5375,0,0,-0.0272,0.6752,-0.0877,0.1755,0.4228,0.6736,1.0112,-2.1062883398473207,0.3990314762444991,0.306737404924246,None-gene-454233-0,None-gene-454233-0,Actinobacteria bacterium OV320,1592329,53.6,1.42e-31,123,Bacteria,2,,,Bacteria,2,0,Bacteria,2,454233,454556,None-gene-1837517,None-gene-1332785,mRNA
None-gene-454562,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,489,-0.4587,-0.4594,0.5371,0,0,0.1314,0.0442,0.1572,0.0159,0.4458,1.3684,1.6794,-0.707947509737597,-0.18419424216028332,0.24769709976243898,None-gene-454562-0,None-gene-454562-0,Streptomyces orinoci,67339,60.2,7.77e-62,202,Bacteria,2,,,Bacteria,2,0,Bacteria,2,454562,455050,None-gene-1575491,None-gene-316416,mRNA
None-gene-460166,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,4925,0.8043,0.7184,0.5314,0,0,0.3288,0.0,0.2733,0.0,0.4617,1.8498,2.1424,1.4951860422922065,-1.0748791476498585,-0.07018767836611144,None-gene-460166-0,None-gene-460166-0,,,,,,,,,,,,0,Unassigned,,460166,465090,None-gene-1395127,None-gene-1715125,mRNA
None-gene-467670,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,252,-0.5262,-0.5223,0.5238,0,0,0.0481,0.4853,0.0766,0.2659,0.4286,0.847,1.1779,-1.3274615729591746,0.06913464420390203,0.27777514980455603,None-gene-467670-0,None-gene-467670-0,Diabrotica virgifera virgifera,50390,72.6,3.88e-31,125,Endopterygota,33392,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,467670,467921,None-gene-1456632,None-gene-552216,mRNA
None-gene-467933,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,147,-0.5561,-0.5502,0.5235,0,0,0.3375,0.0,0.3056,0.0001,0.4422,1.2585,1.5737,0.4225062441509041,-0.6345465904487626,0.18736421019529265,None-gene-467933-0,None-gene-467933-0,Mythimna loreyi,667449,47.9,6.46e-07,53.1,Neoptera,33340,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,467933,468079,None-gene-706815,None-gene-1099443,mRNA
None-gene-470321,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,219,-0.5356,-0.531,0.5211,0,0,-0.0172,0.7909,-0.0135,0.8352,0.4703,2.1098,2.3925,-1.8592380205975538,0.2898015632323795,0.2978366606167095,None-gene-470321-0,None-gene-470321-0,Bradysia odoriphaga,1564500,95.9,6.23e-39,137,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,470321,470539,None-gene-1902625,None-gene-116356,mRNA
None-gene-473250,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,2215,0.0327,-0.0011,0.5181,0,0,0.3025,0.0,0.2524,0.0,0.4388,1.1572,1.4763,0.6483896516797266,-0.7261608054178421,0.07876078763887247,None-gene-473250-0,None-gene-473250-0,Bradysia odoriphaga,1564500,46.2,2.91e-106,358,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,473250,475464,None-gene-964219,None-gene-4048,mRNA
None-gene-475545,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,399,-0.4843,-0.4833,0.5158,0,0,0.0657,0.3019,0.0899,0.157,0.3885,-0.3659,0.0114,-1.1848637620619646,0.01207536805782243,0.2574447762403864,None-gene-475545-0,None-gene-475545-0,,,,,,,,,,,,0,Unassigned,,475545,475943,None-gene-382181,None-gene-1957230,mRNA
None-gene-476932,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,2245,0.0413,0.0069,0.5144,0,0,0.2657,0.0,0.2048,0.001,0.416,0.4678,0.8133,0.3700125400411526,-0.6108019312366368,0.08609390256884912,None-gene-476932-0,None-gene-476932-0,Pseudolycoriella hygida,35572,41.9,9.69e-09,72.0,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,476932,479176,None-gene-1244790,None-gene-1345441,mRNA
None-gene-483545,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,358,-0.496,-0.4941,0.5076,0,0,0.1954,0.0027,0.1689,0.0098,0.4469,1.4022,1.7119,-0.47465002154064434,-0.26897039452889304,0.2093483155215485,None-gene-483545-0,None-gene-483545-0,Bradysia odoriphaga,1564500,100,1.06e-16,82.4,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,483545,483902,None-gene-833363,None-gene-730004,mRNA
None-gene-486915,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,537,-0.445,-0.4466,0.5042,0,0,0.1917,0.0021,0.0982,0.1169,0.4358,1.0643,1.3869,-0.669773386030673,-0.17918287330872454,0.19616671261815802,None-gene-486915-0,None-gene-486915-0,Pararge aegeria aegeria,348720,50.8,6.12e-55,189,Hexapoda,6960,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,486915,487451,None-gene-316416,None-gene-721589,mRNA
None-gene-487093,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,180,-0.5467,-0.5414,0.504,0,0,0.0121,0.8539,-0.0529,0.4216,0.4722,2.1673,2.4478,-1.891683733044496,0.3148796188718389,0.27538149818528124,None-gene-487093-0,None-gene-487093-0,Choristoneura fumiferana,7141,54.7,5.67e-06,51.6,Ditrysia,37567,,,Ditrysia,37567,0,Eumetazoa,6072,487093,487272,None-gene-1464676,None-gene-1477952,mRNA
None-gene-487453,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,402,-0.4835,-0.4825,0.5036,0,0,-0.054,0.3894,-0.0606,0.3338,0.3881,-0.3784,-0.0006,-2.0978993360206912,0.38967010415782083,0.2856544723701268,None-gene-487453-0,None-gene-487453-0,Diaphorina citri,121845,42.5,5.35e-23,105,Neoptera,33340,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,487453,487854,None-gene-785303,None-gene-1957657,mRNA
None-gene-493710,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,7033,1.4045,1.2781,0.4973,0,0,0.3214,0.0,0.3003,0.0,0.4524,1.5689,1.8723,2.086785720236249,-1.3216189977189476,-0.21158952516938648,None-gene-493710-0,None-gene-493710-0,Bradysia odoriphaga,1564500,69.6,1.07e-116,413,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,493710,500742,None-gene-1889247,None-gene-1602431,mRNA
None-gene-517214,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,414,-0.4801,-0.4793,0.4733,0,0,0.139,0.0261,0.1482,0.0177,0.4444,1.3271,1.6397,-0.732285261405904,-0.1670427644101257,0.19855487507616085,None-gene-517214-0,None-gene-517214-0,Bradysia odoriphaga,1564500,84.8,1.73e-81,248,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,517214,517627,None-gene-1230339,None-gene-1550867,mRNA
None-gene-518227,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,2789,0.1962,0.1513,0.4723,0,0,0.2429,0.0001,0.2525,0.0,0.431,0.9198,1.248,0.5770764296241284,-0.7037585501462482,0.03136818112985912,None-gene-518227-0,None-gene-518227-0,Bradysia odoriphaga,1564500,44.5,6.69e-177,537,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,518227,521015,None-gene-1788573,None-gene-1008027,mRNA
None-gene-530463,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1433,-0.1899,-0.2087,0.4598,0,0,0.1382,0.0271,0.0746,0.2342,0.3692,-0.9502,-0.5505,-0.714330718773756,-0.16359474987512096,0.12940838980584227,None-gene-530463-0,None-gene-530463-0,Bradysia odoriphaga,1564500,30.3,1.27e-12,82.0,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,530463,531895,None-gene-1591172,None-gene-1191472,mRNA
None-gene-544415,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1050,-0.299,-0.3104,0.4456,0,0,0.1737,0.0053,0.1697,0.0065,0.4343,1.0198,1.3442,-0.3792776421231596,-0.30771720176481504,0.12955178554627975,None-gene-544415-0,None-gene-544415-0,Bradysia odoriphaga,1564500,80.4,4.25e-184,537,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,544415,545464,None-gene-1674593,None-gene-438194,mRNA
None-gene-548409,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,231,-0.5322,-0.5279,0.4416,0,0,-0.0057,0.9339,0.0003,0.9959,0.4199,0.5851,0.9261,-1.7753498651714799,0.26097064281818805,0.230659037413086,None-gene-548409-0,None-gene-548409-0,Pseudolycoriella hygida,35572,50.0,4.24e-08,57.4,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,548409,548639,None-gene-1445569,None-gene-1335811,mRNA
None-gene-548709,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,631,-0.4183,-0.4217,0.4413,0,0,0.1298,0.038,0.1039,0.0972,0.3994,-0.0364,0.3283,-0.8548488320672902,-0.10968726687296564,0.1633558684157796,None-gene-548709-0,None-gene-548709-0,Bradysia odoriphaga,1564500,74.7,3.30e-66,215,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,548709,549339,None-gene-1029606,None-gene-318727,mRNA
None-gene-552216,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,2526,0.1213,0.0815,0.4377,0,0,0.1678,0.0071,0.1668,0.0075,0.399,-0.0459,0.3191,-0.03704048463779082,-0.44903142985718564,0.04300719441528918,None-gene-552216-0,None-gene-552216-0,Bradysia odoriphaga,1564500,47.5,3.32e-37,151,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,552216,554741,None-gene-467670,None-gene-1627318,mRNA
None-gene-555349,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,384,-0.4886,-0.4872,0.4345,0,0,0.0843,0.1849,0.0421,0.5089,0.4401,1.1958,1.5134,-1.278934339418091,0.0663750550760731,0.18587455253045743,None-gene-555349-0,None-gene-555349-0,Pseudolycoriella hygida,35572,61.0,1.11e-19,90.5,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,555349,555732,None-gene-275860,None-gene-1261409,mRNA
None-gene-562101,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,743,-0.3864,-0.3919,0.4276,0,0,0.0543,0.3868,0.0605,0.3352,0.4374,1.1145,1.4352,-1.237173819590088,0.041932931307691046,0.17131937449734883,None-gene-562101-0,None-gene-562101-0,Bradysia odoriphaga,1564500,86.2,1.53e-76,244,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,562101,562843,None-gene-635392,None-gene-1911413,mRNA
None-gene-566448,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1039,-0.3021,-0.3133,0.4232,0,0,0.1051,0.0933,0.0995,0.1124,0.4427,1.2754,1.5899,-0.855157142828206,-0.11196158265845503,0.13465719309672683,None-gene-566448-0,None-gene-566448-0,Bradysia odoriphaga,1564500,60.7,1.58e-11,77.4,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,566448,567486,None-gene-1265494,None-gene-341176,mRNA
None-gene-572192,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1141,-0.2731,-0.2863,0.4173,0,0,0.2798,0.0,0.3122,0.0,0.3953,-0.1604,0.2091,0.4818241265553493,-0.6623217757854906,0.06818685272339374,None-gene-572192-0,None-gene-572192-0,Bradysia odoriphaga,1564500,54.8,3.23e-20,102,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,572192,573332,None-gene-198309,None-gene-1488343,mRNA
None-gene-575532,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1100,-0.2847,-0.2971,0.4139,0,0,0.0637,0.3096,0.0597,0.3417,0.37,-0.9246,-0.526,-1.1170789762154134,-0.00488350369837506,0.1374821395028045,None-gene-575532-0,None-gene-575532-0,,,,,,,,,,,,0,Unassigned,,575532,576631,None-gene-1319137,None-gene-1607431,mRNA
None-gene-587804,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,960,-0.3246,-0.3343,0.4015,0,0,0.2319,0.0002,0.1524,0.0161,0.3948,-0.1747,0.1952,-0.2501668747665191,-0.3455057276695218,0.07858277859293473,None-gene-587804-0,None-gene-587804-0,Bradysia odoriphaga,1564500,50.5,1.73e-81,258,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,587804,588763,None-gene-347687,None-gene-916139,mRNA
None-gene-591887,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,3145,0.2975,0.2458,0.3973,0,0,0.1296,0.0382,0.1295,0.0383,0.3777,-0.6904,-0.3007,-0.14007821388640362,-0.4051034518567303,-0.010961827678696866,None-gene-591887-0,None-gene-591887-0,Bradysia odoriphaga,1564500,98.7,6.31e-42,163,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,591887,595031,None-gene-1893706,None-gene-412504,mRNA
None-gene-597785,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,6441,1.236,1.1209,0.3913,0,0,0.2178,0.0004,0.2581,0.0,0.4419,1.2488,1.5644,1.423095401957234,-1.0522231650637515,-0.22721141775509981,None-gene-597785-0,None-gene-597785-0,Bradysia odoriphaga,1564500,79.4,1.44e-49,203,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,597785,604225,None-gene-1874005,None-gene-880590,mRNA
None-gene-604505,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,572,-0.4351,-0.4373,0.3844,0,0,0.204,0.001,0.1972,0.0015,0.4685,2.0557,2.3404,-0.30546306010837126,-0.33240938680605864,0.09749156492230177,None-gene-604505-0,None-gene-604505-0,Bradysia odoriphaga,1564500,41.6,3.94e-10,70.5,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,604505,605076,None-gene-316204,None-gene-1464676,mRNA
None-gene-611928,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,4328,0.6344,0.5599,0.3769,0,0,0.1597,0.0105,0.1641,0.0085,0.4321,0.9528,1.2797,0.3774459721341968,-0.6168034889114574,-0.10283956037604966,None-gene-611928-0,None-gene-611928-0,Bradysia odoriphaga,1564500,40.6,4.19e-87,304,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,611928,616255,None-gene-1781923,None-gene-1893913,mRNA
None-gene-622472,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,249,-0.527,-0.5231,0.3661,0,0,-0.0302,0.6409,-0.0112,0.8626,0.4257,0.7602,1.0945,-1.9001232551948346,0.3152058982244034,0.1782093714083531,None-gene-622472-0,None-gene-622472-0,Euphydryas editha,104508,38.1,4.59e-10,65.9,cellular organisms,131567,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,622472,622720,None-gene-1911413,None-gene-198309,mRNA
None-gene-635392,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,239,-0.5299,-0.5257,0.353,0,0,0.1753,0.0109,0.1961,0.0043,0.4351,1.0459,1.3692,-0.4983660611656567,-0.25533409890403297,0.10131165142028695,None-gene-635392-0,None-gene-635392-0,,,,,,,,,,,,0,Unassigned,,635392,635630,None-gene-1251316,None-gene-562101,mRNA
None-gene-641360,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,21236,5.4485,5.0492,0.3469,0,0,0.4959,0.0,0.5127,0.0,0.3741,-0.7997,-0.4059,6.977138959244567,-3.328139095148593,-1.1777116332948356,None-gene-641360-0,None-gene-641360-0,Bradysia odoriphaga,1564500,82.0,5.88e-46,194,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,641360,662595,None-gene-318158,None-gene-1321203,mRNA
None-gene-675125,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,72,-0.5774,-0.5701,0.3125,0,0,-0.0696,0.4938,0.0238,0.8148,0.3889,-0.3533,0.0235,-1.9775577043074317,0.3394422462276253,0.16047082466366583,None-gene-675125-0,None-gene-675125-0,Drosophila busckii,30019,100,2.43e-08,57.8,Endopterygota,33392,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,675125,675196,None-gene-1715125,None-gene-885988,mRNA
None-gene-680105,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,252,-0.5262,-0.5223,0.3075,0,0,0.0207,0.765,-0.084,0.2245,0.3413,-1.7936,-1.3618,-1.953696112538577,0.36023942787613455,0.11208778715540714,None-gene-680105-0,None-gene-680105-0,Paramacrobiotus metropolitanus,2943436,49.4,7.21e-16,82.4,Panarthropoda,88770,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,680105,680356,None-gene-803082,None-gene-1417086,mRNA
None-gene-683562,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,255,-0.5253,-0.5215,0.3039,0,0,-0.0627,0.341,-0.042,0.5233,0.4118,0.3386,0.689,-2.117514429711914,0.40794768000636017,0.13913663689356373,None-gene-683562-0,None-gene-683562-0,Bradysia odoriphaga,1564500,83.5,1.26e-35,136,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,683562,683816,None-gene-747060,None-gene-1460464,mRNA
None-gene-692463,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,585,-0.4314,-0.4339,0.2949,0,0,0.0963,0.1245,0.0519,0.4083,0.4462,1.3788,1.6894,-1.1616499257115396,0.02867763104717264,0.06029131202674857,None-gene-692463-0,None-gene-692463-0,Pseudolycoriella hygida,35572,64.6,2.90e-90,274,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,692463,693047,None-gene-1749009,None-gene-1355778,mRNA
None-gene-704056,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,621,-0.4211,-0.4243,0.2831,0,0,0.2085,0.0008,0.1548,0.0131,0.4461,1.3758,1.6866,-0.4194170533201974,-0.2715342829302643,0.012171227525864149,None-gene-704056-0,None-gene-704056-0,Pseudolycoriella hygida,35572,65.2,4.67e-92,278,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,704056,704676,,None-gene-802414,mRNA
None-gene-706257,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,264,-0.5228,-0.5191,0.2808,0,0,0.1909,0.0043,0.1504,0.0251,0.3636,-1.1171,-0.7111,-0.5865871996496294,-0.2048506926493084,0.03608543586886709,None-gene-706257-0,None-gene-706257-0,Bradysia odoriphaga,1564500,77.4,7.90e-20,89.4,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,706257,706520,None-gene-1332785,None-gene-924458,mRNA
None-gene-706815,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,789,-0.3733,-0.3797,0.2803,0,0,0.1305,0.0369,0.1728,0.0056,0.417,0.4965,0.8408,-0.5993691403470047,-0.21299722383080022,0.028253724080893435,None-gene-706815-0,None-gene-706815-0,,,,,,,,,,,,0,Unassigned,,706815,707603,None-gene-193997,None-gene-467933,mRNA
None-gene-707809,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,390,-0.4869,-0.4856,0.2793,0,0,0.0089,0.8869,0.0043,0.9448,0.4256,0.7584,1.0927,-1.6793282877766278,0.2349156446836715,0.08842214611352132,None-gene-707809-0,None-gene-707809-0,Pseudolycoriella hygida,35572,50.0,6.57e-09,63.2,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,707809,708198,None-gene-1720505,None-gene-725645,mRNA
None-gene-721589,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1452,-0.1845,-0.2037,0.2652,0,0,0.0716,0.254,0.0971,0.1211,0.4332,0.9869,1.3125,-0.8877899688547937,-0.09266948018363262,-0.0017625893169873068,None-gene-721589-0,None-gene-721589-0,Melitaea cinxia,113334,29.8,4.29e-46,184,cellular organisms,131567,Nematocera,7148,Nematocera,7148,1,Eumetazoa,6072,721589,723040,None-gene-486915,None-gene-1227241,mRNA
None-gene-723080,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,135,-0.5595,-0.5534,0.2637,0,0,-0.0858,0.2573,-0.1071,0.1571,0.4444,1.3271,1.6397,-2.4422356071755895,0.5497514676278425,0.1204882293515466,None-gene-723080-0,None-gene-723080-0,Condylostylus longicornis,2530218,62.2,9.98e-09,60.1,cellular organisms,131567,Nematocera,7148,Nematocera,7148,1,Eumetazoa,6072,723080,723214,None-gene-33347,None-gene-876916,mRNA
None-gene-723947,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1350,-0.2136,-0.2308,0.2628,0,0,0.0552,0.3793,0.0432,0.4917,0.4259,0.767,1.101,-1.1459140598637154,0.01858531413966746,0.00648968212929444,None-gene-723947-0,None-gene-723947-0,Bradysia odoriphaga,1564500,58.5,6.63e-85,270,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,723947,725296,None-gene-1191397,None-gene-1265494,mRNA
None-gene-725645,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,621,-0.4211,-0.4243,0.2611,0,0,0.1344,0.0316,0.1476,0.0181,0.4106,0.3043,0.6559,-0.7102677523439259,-0.16170917581539573,0.02058441107421689,None-gene-725645-0,None-gene-725645-0,Contarinia nasturtii,265458,37.4,9.79e-37,144,Sciaroidea,41830,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,725645,726265,None-gene-707809,None-gene-33347,mRNA
None-gene-730004,contig_150,267,1964095,0.0057,2100.0562,3512.1426,0.9295,0.0,0.3761,1.7018,1034,-0.3035,-0.3147,0.2567,0,0,0.1469,0.0187,0.1386,0.0266,0.3878,-0.3858,-0.0077,-0.5901660121894501,-0.20757299740846274,-0.0104872440516283,None-gene-730004-0,None-gene-730004-0,Pseudolycoriella hygida,35572,54.1,9.53e-04,54.3,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,730004,731037,None-gene-483545,None-gene-832716,mRNA
