c_name,num_of_genes,lca,lcaID,percentage_target,most_abundant_taxon,target_bitscore_mean,target_bitscore_sd,target_evalue_mean,target_evalue_sd,other_bitscore_mean,other_bitscore_sd,other_evalue_mean,other_evalue_sd
contig_986,1,Ditrysia,37567,0,Ditrysia,,,,,52.4,,7.76e-06,
contig_957,23,Endopterygota,33392,0.6956521739130435,Bradysia,394.68,444.14,7.500000000076249e-14,2.999999999997966e-13,167.73,94.89,7.833333333333332e-09,1.3567731325956206e-08
contig_991,4,Opisthokonta,33154,0.75,Bradysia,238.77,149.21,2.8266666666666667e-15,4.895930282728027e-15,52.0,,2.88e-06,
contig_990,4,Opisthokonta,33154,0.75,Bradysia,230.67,116.5,1.64e-23,2.840563324412958e-23,52.0,,2.88e-06,
contig_963,30,Endopterygota,33392,0.5666666666666667,Bradysia,162.49,157.68,3.312133852365419e-08,1.3247788216516113e-07,168.31,147.56,9.558015732714287e-05,0.0002528543842150525
contig_981,13,Endopterygota,33392,0.6923076923076923,Bradysia,147.04,95.82,1.451278944444445e-06,4.182666121608623e-06,64.8,9.81,1.1300000254266665e-05,1.9572173905326925e-05
contig_943,56,cellular organisms,131567,0.6964285714285714,Bradysia,342.04,281.25,1.9948718635938e-05,0.00012457970354741872,110.8,68.05,8.755359633333664e-07,2.9072961117753393e-06
contig_959,50,cellular organisms,131567,0.72,Bradysia,240.85,201.18,3.0925343846413893e-07,1.093237120871005e-06,157.98,187.69,2.12000001850279e-07,6.704028633055747e-07
contig_1701,1,Bradysia,35571,1.0,Bradysia,558.0,,7.64e-183,,,,,
contig_1702,1,Bradysia,35571,1.0,Bradysia,716.0,,8.64e-246,,,,,
contig_1703,1,Bradysia,35571,1.0,Bradysia,170.0,,3.19e-45,,,,,
contig_998,4,Hexapoda,6960,0.5,Bradysia,273.0,206.48,1.835e-32,2.5950818869546294e-32,134.0,,8.97e-35,
contig_1704,1,Pterygota,7496,1.0,Pterygota,86.3,,3.1e-17,,,,,
contig_995,6,Nematocera,7148,0.6666666666666666,Bradysia,296.58,203.75,1.55e-14,3.1e-14,,,,
contig_97,34,Endopterygota,33392,0.7647058823529411,Bradysia,241.52,167.93,4.3857676423171175e-07,2.235700515801806e-06,131.9,76.26,2.3142883200112287e-11,6.123023313733325e-11
contig_994,11,Opisthokonta,33154,0.8181818181818182,Bradysia,288.06,279.02,4.8222222237074454e-11,1.4466666666109707e-10,153.0,,2.8e-37,
contig_1708,6,Endopterygota,33392,0.6666666666666666,Bradysia,162.5,43.38,1.210032e-29,2.419978667418923e-29,147.0,,4.43e-38,
contig_962,21,Endopterygota,33392,0.8571428571428571,Bradysia,308.42,299.78,9.500004327777941e-08,4.0305085447566387e-07,664.57,859.8,7.566666666666667e-15,1.3105851110604504e-14
contig_985,23,Neoptera,33340,0.5217391304347826,Pseudolycoriella hygida,250.77,192.05,1.4084500000010915e-08,4.87857305078184e-08,215.03,154.04,2.2200019300000003e-18,7.020255727443546e-18
contig_1718,3,Sciaridae,7184,0.6666666666666666,Bradysia,159.0,18.38,1.065000665e-36,1.5061365034753275e-36,73.6,,1.37e-14,
contig_1707,6,Endopterygota,33392,0.8333333333333334,Bradysia,204.54,206.75,1.5020000000000002e-09,3.358574102204685e-09,147.0,,2.29e-38,
contig_1713,4,Endopterygota,33392,1.0,Bradysia,149.78,72.67,1.50695e-21,2.9887531196135955e-21,,,,
contig_1719,5,Sciaridae,7184,0.8,Bradysia,361.25,144.97,4.475e-45,8.95e-45,73.9,,8.89e-15,
contig_1723,2,Hexapoda,6960,0.5,Nematocera,205.0,,6.24e-57,,477.0,,3.65e-154,
contig_982,27,cellular organisms,131567,0.6296296296296297,Bradysia,284.34,330.99,3.576472760235294e-07,1.4746165442500131e-06,103.86,49.81,1.6328229571428573e-09,4.263094842972283e-09
contig_1727,2,Endopterygota,33392,1.0,Endopterygota,121.0,15.56,4.2403285e-24,5.995800935306683e-24,,,,
contig_1740,1,Endopterygota,33392,1.0,Endopterygota,442.0,,4.35e-135,,,,,
contig_1722,2,Bradysia,35571,1.0,Bradysia,487.0,56.57,1.435e-140,2.0293964620053914e-140,,,,
contig_1742,2,Sciaridae,7184,0.5,Bradysia,616.0,,1.13e-218,,148.0,,1.23e-35,
contig_996,9,Sciaridae,7184,0.7777777777777778,Bradysia,222.4,144.94,4.014288549857144e-18,1.0620800441192346e-17,83.2,,2.58e-11,
contig_1743,2,Sciaridae,7184,0.5,Bradysia,487.0,,2.16e-170,,100.0,,5.13e-19,
contig_1714,10,Endopterygota,33392,1.0,Bradysia,127.05,64.17,2.1504595512502673e-09,6.798735646605145e-09,,,,
contig_1752,1,Diabrotica,50385,0,Diabrotica,,,,,174.0,,1.89e-50,
contig_1754,1,Bradysia,35571,1.0,Bradysia,186.0,,2.52e-49,,,,,
contig_1747,3,Nematocera,7148,0.6666666666666666,Nematocera,239.5,139.3,4.215e-34,5.960910165402596e-34,105.0,,2.46e-23,
contig_1734,10,Pancrustacea,197562,0.9,Bradysia,200.11,225.49,6.996666666673334e-08,1.5801976933279423e-07,202.0,,2.23e-60,
contig_1735,10,Endopterygota,33392,0.6,Bradysia,223.95,181.88,6.983333333338445e-10,1.7105603370433355e-09,172.0,0.0,1.3875e-43,1.0924799769332158e-43
contig_1759,2,Bradysia,35571,0.5,Bradysia,114.0,,1.32e-23,,,,,
contig_1767,4,cellular organisms,131567,0.5,Pseudolycoriella hygida,140.7,103.66,1.645e-11,2.326381310103741e-11,164.45,163.41,6.85e-05,9.6873629022557e-05
contig_1746,4,Bacteroidota,976,0,Bacteroidota,,,,,182.25,47.3,1.285e-27,2.5699999999999998e-27
contig_1772,1,Bradysia,35571,1.0,Bradysia,77.4,,4.96e-14,,,,,
contig_1725,10,Hexapoda,6960,0.7,Bradysia,133.71,56.7,1.0100000008544371e-06,2.6722088237984653e-06,104.7,14.57,3.1350000000307e-17,4.4335595179962365e-17
contig_988,37,Protostomia,33317,0.8648648648648649,Bradysia,230.68,170.69,7.063004491562519e-08,3.9045869085412174e-07,158.48,139.29,6.425000000000002e-06,1.285e-05
contig_1775,3,Endopterygota,33392,1.0,Bradysia,209.67,109.7,8.766666666666666e-31,1.5184312079687159e-30,,,,
contig_1762,5,Nematocera,7148,1.0,Bradysia,312.68,355.86,6.98e-09,1.5607754482948535e-08,,,,
contig_1769,4,Endopterygota,33392,0.5,Culicomorpha,141.0,111.72,2.915e-09,4.122432534317572e-09,83.8,24.32,1.260000000003485e-10,1.7819090885851712e-10
contig_1763,5,Nematocera,7148,1.0,Bradysia,166.0,71.66,1.22200000022462e-21,2.7324750683791767e-21,,,,
contig_989,30,Arthropoda,6656,0.8,Bradysia,313.96,282.53,1.3012781671891166e-09,5.917303673623885e-09,135.22,120.7,5.14522000092e-06,1.1490476893069583e-05
contig_1779,2,Bradysia,35571,1.0,Bradysia,100.45,20.58,7.700000000000073e-14,1.0889444430272729e-13,,,,
contig_1790,2,Protostomia,33317,0.5,Bradysia,412.0,,5.5e-133,,64.3,,2.32e-11,
contig_1788,3,Bradysia,35571,0.3333333333333333,Bradysia,825.0,,8.24e-262,,,,,
contig_1776,4,Endopterygota,33392,0.5,Cucujiformia,142.3,85.84,3.695e-18,5.225519112968586e-18,273.0,,3.72e-89,
contig_1795,1,Bradysia,35571,1.0,Bradysia,183.0,,3.92e-47,,,,,
contig_1787,10,Sciaridae,7184,0.8,Bradysia,219.62,153.1,1.9500000050125e-06,5.515432891229715e-06,85.5,,1.71e-13,
contig_1744,18,Nematocera,7148,0.7777777777777778,Bradysia,157.69,117.79,1.997857392061481e-05,6.256189684401825e-05,118.5,41.14,4.8724e-16,8.424353107509205e-16
contig_1793,3,Endopterygota,33392,0.3333333333333333,Pseudolycoriella hygida,402.0,,3.4e-132,,68.95,11.95,9.800001480000001e-09,1.385929081822026e-08
contig_1798,2,Bradysia,35571,1.0,Bradysia,338.0,84.85,2.83e-77,4.002224381515859e-77,,,,
contig_1792,8,Endopterygota,33392,1.0,Bradysia,464.44,425.18,6.5375e-09,1.8490842328028215e-08,,,,
contig_1801,3,Neoptera,33340,0.6666666666666666,Bradysia,88.9,36.91,2.955e-10,4.179001076812496e-10,59.3,,1.17e-09,
contig_1791,9,cellular organisms,131567,0.7777777777777778,Endopterygota,90.54,32.95,2.7286114285719705e-08,7.219103796328773e-08,214.0,117.38,7e-28,9.899494936611665e-28
contig_1797,4,Protostomia,33317,0.75,Sciaridae,230.07,269.33,2.3899999999999998e-05,4.139601430089616e-05,56.2,,0.000606,
contig_1794,8,Endopterygota,33392,0.875,Bradysia,333.43,298.39,1.4857142857142857e-27,3.930830519295964e-27,179.0,,6.51e-49,
contig_1764,16,Eukaryota,2759,0.5625,Bradysia,249.18,268.99,8.222222222225502e-10,2.0018852225949014e-09,267.18,284.54,1.320225e-07,2.5933987100264137e-07
contig_1808,1,Bradysia,35571,1.0,Bradysia,229.0,,2.05e-67,,,,,
contig_1802,1,Bradysia,35571,1.0,Bradysia,647.0,,6.24e-226,,,,,
contig_1805,4,Pancrustacea,197562,0.25,Bradysia,259.0,,4.99e-64,,77.05,15.77,1.19554e-12,1.6892215317121672e-12
contig_1811,1,Bradysia,35571,1.0,Bradysia,84.3,,7.48e-12,,,,,
contig_1799,5,Pancrustacea,197562,0.6,Bradysia,649.0,388.73,5.999999999999999e-106,1.0392304845413262e-105,89.3,17.96,1.870000000052e-14,2.6445793615641484e-14
contig_182,1,Endopterygota,33392,1.0,Endopterygota,63.2,,1.16e-06,,,,,
contig_1822,1,Bradysia,35571,1.0,Bradysia,427.0,,2.44e-122,,,,,
contig_1821,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,69.7,,2.54e-14,
contig_1814,3,Endopterygota,33392,0.6666666666666666,Bradysia,292.1,274.22,2.54e-23,3.592102448427661e-23,105.0,,6.83e-23,
contig_993,41,Opisthokonta,33154,0.6585365853658537,Bradysia,150.78,116.05,3.11484111115e-07,1.3241820330699837e-06,202.27,99.15,1.15563e-05,3.6346841941525295e-05
contig_1825,1,Endopterygota,33392,1.0,Endopterygota,220.0,,3.9e-54,,,,,
contig_1785,16,Eukaryota,2759,0.5625,Bradysia,173.78,118.69,2.1644444459230648e-09,3.267025064271301e-09,290.97,260.16,2.942857143391428e-06,7.786068143754484e-06
contig_1829,2,Sciaridae,7184,0.5,Sciaridae,104.0,,2.88e-19,,423.0,,2.74e-148,
contig_1806,7,Endopterygota,33392,0.7142857142857143,Bradysia,221.2,101.83,1.388114e-25,3.103598634646561e-25,,,,
contig_1820,4,Bradysia,35571,1.0,Bradysia,202.05,156.64,9.95e-10,1.99e-09,,,,
contig_1830,2,Endopterygota,33392,1.0,Sciaridae,167.0,117.38,1.33e-16,1.8809040379562164e-16,,,,
contig_1831,2,Bradysia,35571,1.0,Bradysia,77.2,25.31,7.3000000000346e-09,1.0323759005274662e-08,,,,
contig_1803,9,Nematocera,7148,0.6666666666666666,Bradysia,138.5,37.37,8.390349999999999e-26,1.9800928146301628e-25,,,,
contig_1839,2,Bradysia,35571,1.0,Bradysia,915.5,262.34,4.055e-254,0.0,,,,
contig_1796,14,Protostomia,33317,0.6428571428571429,Bradysia,465.21,380.01,1.188888888888889e-14,3.566666666666667e-14,139.23,140.09,3.0133333333333333e-09,2.9567267938268042e-09
contig_1840,3,Bradysia,35571,1.0,Bradysia,197.5,210.05,1.8204333333333334e-13,3.100147184140349e-13,,,,
contig_1810,12,Nematocera,7148,0.5,Bradysia,238.38,150.33,1.6033334931666667e-18,3.9273484759603584e-18,202.65,123.06,7.75e-06,1.55e-05
contig_1838,5,Endopterygota,33392,0.8,Endopterygota,241.7,254.6,9.425e-15,1.0886803938714061e-14,,,,
contig_1835,7,Arthropoda,6656,0.7142857142857143,Bradysia,204.18,274.16,6.62001938e-05,9.877837782778067e-05,262.0,,2.93e-70,
contig_1848,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,61.2,,1.84e-06,
contig_1832,10,Endopterygota,33392,1.0,Bradysia,362.1,287.01,3.81005700000289e-34,1.2048257858813677e-33,,,,
contig_1849,2,Bradysia,35571,0.5,Bradysia,916.0,,1.27e-302,,,,,
contig_1833,10,Endopterygota,33392,0.9,Bradysia,356.67,243.68,2.0004311111111112e-10,5.999838470551614e-10,345.0,,3.25e-102,
contig_992,59,Eukaryota,2759,0.5932203389830508,Bradysia,190.33,189.58,1.2936775783449632e-07,5.753593296057558e-07,165.76,150.34,1.1417064716110001e-05,3.0446138776912924e-05
contig_1841,6,Bradysia,35571,0.6666666666666666,Bradysia,202.75,68.1,2.107500000000475e-30,4.2149999999996834e-30,,,,
contig_1786,28,Neoptera,33340,0.7142857142857143,Bradysia,374.42,452.45,4.47033355e-07,1.9547510327496853e-06,202.5,158.69,1.3228770119714286e-10,3.4999422589928496e-10
contig_1850,1,Cucujiformia,41088,0,Cucujiformia,,,,,184.0,,2.08e-55,
contig_1852,1,Sciaridae,7184,1.0,Sciaridae,105.0,,1.54e-17,,,,,
contig_1859,1,Bradysia,35571,1.0,Bradysia,75.5,,1.48e-15,,,,,
contig_1844,7,Nematocera,7148,0.8571428571428571,Bradysia,149.42,66.37,2.5363500000000008e-18,6.203900380808834e-18,,,,
contig_1856,2,Sciaridae,7184,0.5,Pseudolycoriella hygida,143.0,,3.22e-32,,111.0,,2.82e-30,
contig_1857,3,Bradysia,35571,0.6666666666666666,Bradysia,594.5,140.71,9.05e-139,1.279863273947651e-138,,,,
contig_1854,4,Bradysia,35571,1.0,Bradysia,324.25,330.13,5.550011324999999e-23,1.1099992450020542e-22,,,,
contig_1860,4,Bradysia,35571,0.5,Bradysia,387.0,144.25,1.525e-91,2.1566756826189698e-91,,,,
contig_1866,4,Sciaridae,7184,0.25,Pseudolycoriella hygida,119.0,,4.5e-25,,964.45,1249.53,2.395e-17,3.387041481883563e-17
contig_1869,2,Endopterygota,33392,1.0,Endopterygota,94.8,15.84,8.7659e-18,1.235188267512285e-17,,,,
contig_1853,10,Nematocera,7148,0.8,Bradysia,359.75,211.47,8.2125e-24,2.3228457761978086e-23,89.7,,3.97e-21,
contig_1868,4,Sciaridae,7184,0.5,Bradysia,279.0,240.42,2.515e-24,3.556747109368334e-24,61.2,,3.32e-06,
contig_1837,18,Protostomia,33317,1.0,Bradysia,217.32,151.65,2.0944444778300778e-07,8.885975208578991e-07,,,,
contig_189,1,Bradysia,35571,1.0,Bradysia,256.0,,1.55e-76,,,,,
contig_1870,2,Diptera,7147,0.5,Diptera,58.9,,1.91e-05,,,,,
contig_965,93,cellular organisms,131567,0.6774193548387096,Bradysia,226.81,149.16,1.6985636080955816e-06,1.310138349378428e-05,117.08,68.49,3.2598664150026894e-05,0.00014000120162101744
contig_190,1,Bradysia,35571,1.0,Bradysia,85.9,,9.76e-15,,,,,
contig_1874,2,Nematocera,7148,1.0,Nematocera,134.75,62.58,6.9e-19,9.758073580374355e-19,,,,
contig_1865,7,Sciaridae,7184,0.5714285714285714,Bradysia,125.58,33.85,7.15e-12,1.43e-11,255.0,,6.6e-81,
contig_1873,3,Endopterygota,33392,0.3333333333333333,Bradysia,125.0,,1.28e-25,,83.95,49.57,0.000158,0.000223445742854949
contig_227,1,Neoptera,33340,1.0,Neoptera,57.4,,4.16e-09,,,,,
contig_208,1,Bradysia,35571,1.0,Bradysia,92.8,,6.11e-20,,,,,
contig_1867,10,Diptera,7147,0.6,Bradysia,378.62,236.64,5.616666666666667e-07,1.375796738863218e-06,179.0,89.1,9.35e-30,1.3222896808188437e-29
contig_200,1,Endopterygota,33392,1.0,Endopterygota,149.0,,1.78e-34,,,,,
contig_1872,8,Protostomia,33317,0.875,Bradysia,172.46,114.54,2.1224285714285714e-10,5.069830498716331e-10,48.5,,0.000239,
contig_239,1,Unassigned,,0,,,,,,,,,
contig_242,1,Unassigned,,0,,,,,,,,,
contig_247,1,Bradysia,35571,1.0,Bradysia,100.0,,1.55e-20,,,,,
contig_241,3,Endopterygota,33392,0.6666666666666666,Endopterygota,144.75,121.98,1.015e-08,1.4354267658086916e-08,,,,
contig_237,2,Sciaroidea,41830,0,Sitodiplosis mosellana,,,,,99.6,61.38,0.000103,0.00014566399692442878
contig_245,2,Bradysia,35571,0.5,Bradysia,100.0,,1.05e-21,,,,,
contig_1819,29,Opisthokonta,33154,0.6551724137931034,Bradysia,247.36,163.33,8.110526316194148e-12,2.5232230154894405e-11,114.72,78.72,3.158648333355833e-10,4.903879024838001e-10
contig_1836,30,Neoptera,33340,0.5333333333333333,Bradysia,309.52,240.14,8.62006251025005e-12,2.8726669139912602e-11,367.37,267.73,3.5003544099999996e-06,1.106784733950631e-05
contig_1861,25,Ecdysozoa,1206794,0.6,Bradysia,297.99,253.12,6.113333344266667e-08,2.0450248568744588e-07,107.7,80.55,1.093000001832e-10,1.772898754862798e-10
contig_240,15,Hexapoda,6960,0.6666666666666666,Bradysia,176.85,93.24,6.290000014079499e-18,1.4482207467666428e-17,95.78,92.4,8.040597400000001e-05,0.00012188970171807331
contig_1433,4,Endopterygota,33392,1.0,Bradysia,223.08,173.41,4.725e-06,9.45e-06,,,,
contig_1435,2,Endopterygota,33392,1.0,Nematocera,194.65,205.56,9.45e-06,1.3364318164425747e-05,,,,
contig_232,31,cellular organisms,131567,0.7741935483870968,Bradysia,194.54,115.86,2.463026489458745e-07,1.2063625088984287e-06,105.78,61.98,0.00010420636000000024,0.00023299472831428598
contig_281,391,Eukaryota,2759,0.7135549872122762,Bradysia,225.5,186.8,4.987643535646824e-07,6.52849242310142e-06,161.31,116.21,1.0923421247975162e-05,5.005716614993315e-05
contig_144,2,Arthropoda,6656,0,Cyclorrhapha,,,,,236.2,262.76,0.00011,0.00015556349186104045
contig_1438,6,Ecdysozoa,1206794,0.6666666666666666,Bradysia,324.15,420.33,4.075000000000018e-10,8.149999999999988e-10,124.0,,1.75e-32,
contig_1432,18,Protostomia,33317,0.7777777777777778,Bradysia,325.57,299.59,5.285714338914286e-15,1.9777331886207395e-14,74.35,23.41,7.000000068999999e-10,9.89949483903093e-10
contig_1439,9,Bilateria,33213,0.5555555555555556,Lasius niger,314.8,219.18,5.3600000000306e-28,1.1985324359381768e-27,223.75,257.02,2.76225e-05,4.974625639181304e-05
contig_1436,15,Neoptera,33340,0.7333333333333333,Bradysia,136.82,103.79,2.8004536392727473e-06,9.286399040991208e-06,116.18,69.41,9.850000001209999e-12,1.1479111462487735e-11
contig_1440,5,Pancrustacea,197562,0.6,Bradysia,146.77,72.97,5.1666666666666665e-15,8.9489291724392e-15,53.5,,1.63e-07,
contig_1441,7,Endopterygota,33392,0.8571428571428571,Bradysia,233.65,147.33,1.8500000621666667e-10,4.5315559936935596e-10,,,,
contig_233,40,cellular organisms,131567,0.725,Bradysia,246.39,236.38,1.2710752281600435e-07,4.539879900050551e-07,122.64,80.46,1.9335462444444873e-07,5.7999201851609e-07
contig_1455,1,Unassigned,,0,,,,,,,,,
contig_1457,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,95.9,,1.53e-21,
contig_1458,1,Nematocera,7148,1.0,Nematocera,71.6,,1.6e-09,,,,,
contig_1450,2,Endopterygota,33392,1.0,Endopterygota,123.75,85.21,1.365e-09,1.9304015126392746e-09,,,,
contig_1437,20,Panarthropoda,88770,0.8,Bradysia,154.77,112.03,1.637799467279375e-09,6.496666196116039e-09,119.93,81.96,5.97597455e-13,1.194935043718651e-12
contig_1431,30,Neoptera,33340,0.9,Bradysia,241.74,305.91,4.715407443994075e-07,2.443889793341941e-06,100.0,,1.83e-18,
contig_12,258,Eukaryota,2759,0.7170542635658915,Endopterygota,194.53,144.76,5.395020725446623e-07,7.167832743680959e-06,152.6,77.62,1.2591048600445815e-05,5.6429853573184734e-05
contig_244,56,Eukaryota,2759,0.75,Bradysia,211.55,126.72,6.952595713344924e-06,4.2883604883669224e-05,193.0,77.61,5.900000000001757e-15,1.560993273528031e-14
contig_1430,28,Ecdysozoa,1206794,0.6071428571428571,Bradysia,399.27,415.41,1.8705882353515293e-05,7.712632876140595e-05,81.92,25.82,8.600014471750249e-07,2.106560469828165e-06
contig_1463,3,Nematocera,7148,0.6666666666666666,Pseudolycoriella hygida,134.5,6.36,5.400000000625e-31,7.63675323593083e-31,180.0,,2.51e-44,
contig_1459,13,Arthropoda,6656,0.8461538461538461,Bradysia,123.03,66.24,4.827345545617742e-09,1.6010228247769772e-08,77.7,42.85,0.000118,0.0001668772003600252
contig_370,382,cellular organisms,131567,0.6989528795811518,Bradysia,228.84,190.19,5.537995027576569e-06,4.503016476088426e-05,228.5,340.78,1.6311028070352602e-05,7.291577481545763e-05
contig_8,1,Sciaridae,7184,1.0,Sciaridae,120.0,,1.18e-27,,,,,
contig_78,5,Bradysia,35571,1.0,Bradysia,162.48,102.28,1.6606000000000052e-17,3.595327078305947e-17,,,,
contig_123,323,cellular organisms,131567,0.7275541795665634,Bradysia,210.84,208.74,2.417178351774255e-06,2.5110409997392304e-05,140.39,92.76,3.3660122678032533e-07,1.619873863585882e-06
contig_76,250,cellular organisms,131567,0.656,Bradysia,236.94,266.29,2.3997186399130973e-06,2.990542106310665e-05,141.33,85.91,7.250037246300299e-06,4.0279392344517076e-05
contig_801,3,Endopterygota,33392,0.3333333333333333,Diptera,251.0,,1.05e-73,,77.9,38.33,4.39e-06,6.208397538817887e-06
contig_803,5,Diptera,7147,0.6,Nematocera,97.07,34.48,4.1333333333333333e-07,7.15914333795136e-07,147.0,,1.1e-35,
contig_804,8,Nematocera,7148,0.375,Bradysia,163.47,96.48,3.9e-09,6.7549981495186224e-09,75.1,25.6,9.50000000000053e-05,0.00013435028842543654
contig_776,29,Hexapoda,6960,0.6896551724137931,Bradysia,270.12,162.07,3.855e-08,1.3469711636814921e-07,109.84,40.39,2.8428750115250474e-06,8.023504242899391e-06
contig_810,2,Bradysia,35571,1.0,Bradysia,205.5,28.99,2.2550000000000084e-51,3.189051583151318e-51,,,,
contig_807,10,Endopterygota,33392,0.8,Bradysia,150.88,151.96,1.2876975000001537e-06,3.641520153145364e-06,107.0,,3.81e-25,
contig_1472,1,Nematocera,7148,1.0,Nematocera,508.0,,7.48e-159,,,,,
contig_806,11,Endopterygota,33392,0.7272727272727273,Bradysia,166.04,79.08,9.186250014625001e-21,1.8869251576309532e-20,85.5,,1.56e-14,
contig_777,33,Hexapoda,6960,0.696969696969697,Bradysia,261.73,148.1,2.9173913052839644e-17,1.3991317183025639e-16,140.27,107.91,0.00015802112500000283,0.0003238788620524805
contig_1474,3,Bradysia,35571,0.6666666666666666,Bradysia,217.5,96.87,1.935e-33,2.7365032431919388e-33,,,,
contig_1475,3,Sciaroidea,41830,0.6666666666666666,Pseudolycoriella hygida,120.4,53.17,3.33e-15,4.7093311627024065e-15,87.4,,7.69e-16,
contig_1476,2,Endopterygota,33392,1.0,Endopterygota,353.5,314.66,1.21e-32,1.7111984104714452e-32,,,,
contig_802,26,Endopterygota,33392,0.5769230769230769,Endopterygota,103.19,38.98,2.8160004963801055e-06,8.69630922561758e-06,163.11,90.23,6.1285724314286e-10,1.6214675449877611e-09
contig_811,14,Endopterygota,33392,0.5,Pseudolycoriella hygida,118.96,66.46,1.1999342857142874e-09,3.1705217624120743e-09,170.84,100.57,6.320025800000188e-17,1.4131935195270506e-16
contig_812,20,Arthropoda,6656,0.85,Bradysia,209.05,182.84,7.235341754411768e-08,2.983186960407711e-07,101.35,20.72,1.375000004365e-19,1.9445436420899633e-19
contig_1484,5,Endopterygota,33392,0.8,Bradysia,175.35,139.64,2.7250000294999996e-07,5.449999980333334e-07,,,,
contig_1481,8,Endopterygota,33392,0.75,Bradysia,437.6,527.78,8.60000000033e-20,2.1065611787773668e-19,,,,
contig_1480,8,Bradysia,35571,0.625,Bradysia,265.8,119.72,1.040000000000572e-39,2.3255106965994617e-39,,,,
contig_1482,7,Opisthokonta,33154,0.42857142857142855,Bradysia,790.0,1146.43,1.7233333333333333e-15,2.9849008917103655e-15,217.1,190.96,1.6833333333333333e-12,2.9156188594076097e-12
contig_805,39,cellular organisms,131567,0.7435897435897436,Bradysia,206.12,163.54,9.970371340813963e-08,5.233550377977961e-07,125.24,55.46,1.6100000000000314e-10,3.6000694437746436e-10
contig_1489,4,Opisthokonta,33154,0.5,Bradysia,355.5,144.96,1.44e-69,2.036467529817257e-69,65.1,,7.68e-12,
contig_1487,2,Panarthropoda,88770,0.5,Paramacrobiotus metropolitanus,129.0,,9.93e-28,,63.5,,5.53e-08,
contig_814,30,Arthropoda,6656,0.6333333333333333,Bradysia,293.88,198.92,6.161578956955263e-09,2.636069132712034e-08,107.02,51.09,2.284322411111111e-05,6.83090665490672e-05
contig_1485,8,Endopterygota,33392,0.875,Nematocera,125.19,34.67,6.671428571439487e-11,1.76509408895261e-10,54.3,,1.46e-06,
contig_1491,2,Sciaridae,7184,0.5,Bradysia,216.0,,3.74e-61,,96.3,,1.77e-16,
contig_1497,1,Endopterygota,33392,1.0,Endopterygota,78.6,,7.86e-14,,,,,
contig_1499,1,Endopterygota,33392,1.0,Endopterygota,97.8,,3.84e-21,,,,,
contig_1490,5,Opisthokonta,33154,0.6,Bradysia,294.0,297.0,5.300000041666667e-25,9.17986924403066e-25,103.0,,5.21e-26,
contig_1498,9,Endopterygota,33392,0.6666666666666666,Bradysia,358.42,330.82,2.45e-07,6.001249869818787e-07,126.5,62.93,3.945e-14,5.57907250356186e-14
contig_1501,2,Endopterygota,33392,1.0,Bradysia,139.5,7.78,2.01500000351e-30,2.849640323217897e-30,,,,
contig_1494,13,cellular organisms,131567,0.6153846153846154,Bradysia,128.86,105.59,6.524375845233375e-09,1.8013182219225404e-08,141.33,54.31,3.046667136666667e-21,5.276981053361287e-21
contig_1502,2,Bradysia,35571,0.5,Bradysia,118.0,,7.88e-24,,,,,
contig_1503,1,Bradysia,35571,1.0,Bradysia,141.0,,2.12e-30,,,,,
contig_1507,1,Nematocera,7148,1.0,Nematocera,98.2,,1.16e-21,,,,,
contig_1500,4,Sciaridae,7184,0.5,Sciaridae,123.75,85.21,2.895e-10,4.09414826307011e-10,,,,
contig_1509,2,Protostomia,33317,1.0,Sciaroidea,68.95,1.06,2.7700000000000002e-11,1.8667619023324856e-11,,,,
contig_809,54,Eukaryota,2759,0.7592592592592593,Bradysia,164.27,109.86,2.796607682976016e-07,1.7801524777076276e-06,81.88,43.43,0.00010180863224436762,0.0003053217753330124
contig_1483,38,Protostomia,33317,0.7894736842105263,Bradysia,322.56,368.61,8.20000007837347e-06,4.4913249700621245e-05,110.57,78.8,3.5933378e-08,6.188604701081903e-08
contig_1510,2,Nematocera,7148,0.5,Culicomorpha,66.6,,1.78e-10,,64.7,,2.62e-10,
contig_1508,9,Endopterygota,33392,0.8888888888888888,Endopterygota,107.1,81.1,1.0919285130521249e-08,3.0862471937658667e-08,204.0,,1.83e-65,
contig_1514,2,Bradysia,35571,1.0,Bradysia,193.8,158.67,2.375e-11,3.358757210636101e-11,,,,
contig_1515,3,Bradysia,35571,1.0,Bradysia,462.87,438.83,5.866666666666666e-19,1.0161364737737413e-18,,,,
contig_1511,4,Bradysia,35571,1.0,Bradysia,106.25,26.47,1.99350000002525e-15,3.924583502300905e-15,,,,
contig_1517,4,Nematocera,7148,0.75,Bradysia,176.03,84.99,9.766666666666667e-18,1.6916362887256038e-17,,,,
contig_1516,4,Endopterygota,33392,0.75,Bradysia,122.0,10.82,5.05389e-27,5.37383431046213e-27,,,,
contig_1518,8,Endopterygota,33392,0.875,Bradysia,161.33,121.29,8.909871599828571e-11,2.354284778629516e-10,105.0,,3.58e-21,
contig_1513,25,Diptera,7147,0.68,Bradysia,221.02,116.24,3.411764707562153e-09,1.1622278301993888e-08,151.36,86.28,1.6714305002028584e-09,4.422183483701305e-09
