g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
GBPCPCFC_00533,gnl|Prokka|GBPCPCFC_6,381,414170,0.1821,915.5354,761.5115,0.8674,0.0,0.3369,-0.3876,612,-0.3986,-0.3768,0.9746,0,0,-0.0468,0.4636,-0.0424,0.5063,0.3301,-0.3673,-0.4853,0.3603920608538424,-2.1651753791388675,0.9555538636805986,GBPCPCFC_00533-0,GBPCPCFC_00533-0,Rickettsia endosymbiont of Omalisus fontisbellaquei,2866307,49.6,5.10e-25,114,Rickettsia endosymbiont of Omalisus fontisbellaquei,2866307,,,Rickettsia endosymbiont of Omalisus fontisbellaquei,2866307,0,Alphaproteobacteria,28211,408293,408904,GBPCPCFC_00532,GBPCPCFC_00534,mRNA
GBPCPCFC_00534,gnl|Prokka|GBPCPCFC_6,381,414170,0.1821,915.5354,761.5115,0.8674,0.0,0.3369,-0.3876,801,-0.1504,-0.1188,0.9801,0,0,0.1108,0.0817,0.0497,0.4361,0.3134,-0.825,-0.6344,0.25353554159283975,-0.9414568888431756,0.9500520659444844,GBPCPCFC_00534-0,GBPCPCFC_00534-0,Rickettsia endosymbiont of Culicoides newsteadi,1961830,54.9,5.09e-86,268,unclassified Rickettsia,114295,,,Rickettsia,780,0,Alphaproteobacteria,28211,409255,410055,GBPCPCFC_00533,GBPCPCFC_00535,mRNA
GBPCPCFC_00535,gnl|Prokka|GBPCPCFC_6,381,414170,0.1821,915.5354,761.5115,0.8674,0.0,0.3369,-0.3876,1827,1.1969,1.2816,0.9891,0,0,0.1677,0.0089,0.1138,0.0774,0.3071,-0.9975,-0.6906,0.04385773200312811,0.8992086143042146,0.8571020090391416,GBPCPCFC_00535-0,GBPCPCFC_00535-0,Rickettsia endosymbiont of Culicoides newsteadi,1961830,56.5,1.72e-209,612,Rickettsia endosymbiont of Culicoides newsteadi,1961830,,,Rickettsia endosymbiont of Culicoides newsteadi,1961830,0,Alphaproteobacteria,28211,410079,411905,GBPCPCFC_00534,GBPCPCFC_00536,mRNA
GBPCPCFC_00536,gnl|Prokka|GBPCPCFC_6,381,414170,0.1821,915.5354,761.5115,0.8674,0.0,0.3369,-0.3876,510,-0.5325,-0.516,0.9921,0,0,0.0151,0.8105,0.1051,0.0934,0.351,0.2057,-0.2986,0.4134078127180996,-1.5416501072715656,1.0503039782433787,GBPCPCFC_00536-0,GBPCPCFC_00536-0,Rickettsia massiliae,35791,92.8,9.08e-110,327,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,412024,412533,GBPCPCFC_00535,GBPCPCFC_00537,mRNA
GBPCPCFC_00537,gnl|Prokka|GBPCPCFC_6,381,414170,0.1821,915.5354,761.5115,0.8674,0.0,0.3369,-0.3876,162,-0.9895,-0.991,0.9928,0,0,0.0485,0.4898,0.0375,0.5932,0.3765,0.9061,-0.0704,0.42230254300739667,-2.105148310976385,1.0648276528469416,GBPCPCFC_00537-0,GBPCPCFC_00537-0,Rickettsia bellii,33990,77.6,6.18e-15,77.8,cellular organisms,131567,Neoptera,33340,Neoptera,33340,1,Eumetazoa,6072,412514,412675,GBPCPCFC_00536,GBPCPCFC_00538,mRNA
GBPCPCFC_00538,gnl|Prokka|GBPCPCFC_6,381,414170,0.1821,915.5354,761.5115,0.8674,0.0,0.3369,-0.3876,156,-0.9974,-0.9991,0.9935,1,0,0.1706,0.016,0.2142,0.0024,0.3718,0.776,-0.1128,1.4200760259201062,-0.7019630520470895,5.55279549224975,GBPCPCFC_00538-0,GBPCPCFC_00538-0,Rickettsia peacockii,47589,95.7,1.70e-19,90.1,cellular organisms,131567,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,412675,412830,GBPCPCFC_00537,,mRNA
GBPCPCFC_00914,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,885,-0.0835,-0.0041,1.0,1,0,0.0975,0.1198,0.1017,0.1044,0.3729,0.7721,-0.1031,-0.3208137549927203,-0.5274839239719636,5.6435248154880995,GBPCPCFC_00914-0,GBPCPCFC_00914-0,Rickettsia bellii,33990,91.5,3.37e-195,549,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,28,912,,GBPCPCFC_00915,mRNA
GBPCPCFC_00915,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,123,-1.0806,-1.0442,0.9985,0,0,-0.2043,0.0162,-0.2829,0.0008,0.3171,-0.8222,-0.6012,-1.1398317063870005,-4.423730649127708,1.2056498330275953,GBPCPCFC_00915-0,GBPCPCFC_00915-0,,,,,,,,,,,,0,Unassigned,,1036,1158,GBPCPCFC_00914,GBPCPCFC_00916,mRNA
GBPCPCFC_00916,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,441,-0.6645,-0.6101,0.9976,0,0,0.1147,0.0754,0.1928,0.0027,0.3175,-0.8111,-0.5978,-1.1975744625290292,-1.04066728077974,1.2779610713347818,GBPCPCFC_00916-0,GBPCPCFC_00916-0,Parachlamydia sp. AcF125,2795736,65.4,1.90e-54,178,Bacteria,2,,,Bacteria,2,0,Bacteria,2,1609,2049,GBPCPCFC_00915,GBPCPCFC_00917,mRNA
GBPCPCFC_00917,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,3012,2.6998,2.899,0.9967,0,0,0.316,0.0,0.3848,0.0,0.3775,0.9037,-0.062,-1.7553490162700534,3.918272170290928,0.9925989336688141,GBPCPCFC_00917-0,GBPCPCFC_00917-0,Rickettsia tamurae,334545,78.5,0.0,1495,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,2211,5222,GBPCPCFC_00916,GBPCPCFC_00918,mRNA
GBPCPCFC_00918,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,240,-0.9275,-0.8845,0.9922,0,0,0.0123,0.849,0.0732,0.2577,0.3583,0.3565,-0.233,-1.143840956367931,-2.1457238389723745,1.265553314167888,GBPCPCFC_00918-0,GBPCPCFC_00918-0,Rickettsia endosymbiont of Pseudomimeciton antennatum,2878923,60.3,1.06e-23,104,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,5284,5523,GBPCPCFC_00917,GBPCPCFC_00919,mRNA
GBPCPCFC_00919,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.9916,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301,-1.3758889108663928,-0.4486758173536426,1.1511813597032579,GBPCPCFC_00919-0,GBPCPCFC_00919-0,Rickettsia bellii,33990,92.9,1.18e-250,692,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,5673,6767,GBPCPCFC_00918,GBPCPCFC_00920,mRNA
GBPCPCFC_00920,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,894,-0.0717,0.0082,0.9898,0,0,0.1931,0.0022,0.2189,0.0005,0.2416,-2.9779,-1.2747,-1.3335727159541109,-0.01523236201583913,1.1997357668006685,GBPCPCFC_00920-0,GBPCPCFC_00920-0,Verrucomicrobiota bacterium,2026799,33.3,8.90e-32,130,Verrucomicrobiota bacterium,2026799,,,Verrucomicrobiota bacterium,2026799,0,Verrucomicrobiota bacterium,2026799,6882,7775,GBPCPCFC_00919,GBPCPCFC_00921,mRNA
GBPCPCFC_00921,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,657,-0.3819,-0.3153,0.9885,0,0,0.1426,0.0325,0.0712,0.2879,0.2922,-1.5317,-0.8229,-1.3252055646604894,-1.0504458975534767,1.1820421173721183,GBPCPCFC_00921-0,GBPCPCFC_00921-0,Alphaproteobacteria bacterium,1913988,42.3,9.40e-46,161,Alphaproteobacteria,28211,,,Alphaproteobacteria,28211,0,Alphaproteobacteria,28211,7781,8437,GBPCPCFC_00920,GBPCPCFC_00922,mRNA
GBPCPCFC_00922,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1140,0.2502,0.3439,0.9875,0,0,0.1319,0.0379,0.1339,0.035,0.2939,-1.4853,-0.8084,-1.3801284895105694,-0.22877984256033182,1.1446217832326164,GBPCPCFC_00922-0,GBPCPCFC_00922-0,Alphaproteobacteria bacterium,1913988,51.5,1.48e-120,365,Bacteria,2,,,Bacteria,2,0,Bacteria,2,8439,9578,GBPCPCFC_00921,GBPCPCFC_00923,mRNA
GBPCPCFC_00923,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.9858,0,0,0.0889,0.1561,0.0713,0.2554,0.3699,0.6858,-0.1301,-1.3715388467077805,-0.6821803166468385,1.1314526537282381,GBPCPCFC_00923-0,GBPCPCFC_00923-0,Rickettsia bellii,33990,92.9,1.18e-250,692,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,9573,10667,GBPCPCFC_00922,GBPCPCFC_00924,mRNA
GBPCPCFC_00924,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1293,0.4504,0.5527,0.9837,0,0,0.1883,0.0025,0.2072,0.0009,0.3527,0.1946,-0.2835,-1.415676134142324,0.4631857513019454,1.1332074145378008,GBPCPCFC_00924-0,GBPCPCFC_00924-0,Legionella,445,56.7,6.50e-173,501,cellular organisms,131567,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,11006,12298,GBPCPCFC_00923,GBPCPCFC_00925,mRNA
GBPCPCFC_00925,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1548,0.7841,0.9008,0.9817,0,0,0.2688,0.0,0.3253,0.0,0.374,0.8049,-0.0929,-1.4659454545689103,1.545793439384695,1.1251881152589904,GBPCPCFC_00925-0,GBPCPCFC_00925-0,spotted fever group,114277,88.6,0.0,880,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,12350,13897,GBPCPCFC_00924,GBPCPCFC_00926,mRNA
GBPCPCFC_00926,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,201,-0.9786,-0.9377,0.9794,0,0,0.0269,0.7082,0.1403,0.0498,0.2935,-1.4947,-0.8113,-1.1153773155254048,-1.9068422191369347,1.2621904226789782,GBPCPCFC_00926-0,GBPCPCFC_00926-0,spotted fever group,114277,81.8,1.29e-27,104,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,13910,14110,GBPCPCFC_00925,GBPCPCFC_00927,mRNA
GBPCPCFC_00927,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1083,0.1756,0.2661,0.9789,0,0,0.1006,0.1193,0.1184,0.0666,0.2844,-1.7557,-0.8929,-1.3552382111906502,-0.4878041752494395,1.1317451337291955,GBPCPCFC_00927-0,GBPCPCFC_00927-0,Rickettsia endosymbiont of Pseudomimeciton antennatum,2878923,64.4,6.36e-25,117,Rickettsia endosymbiont of Pseudomimeciton antennatum,2878923,,,Rickettsia endosymbiont of Pseudomimeciton antennatum,2878923,0,Alphaproteobacteria,28211,14210,15292,GBPCPCFC_00926,GBPCPCFC_00928,mRNA
GBPCPCFC_00928,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1311,0.4739,0.5773,0.9773,0,0,0.2507,0.0,0.2903,0.0,0.3394,-0.1834,-0.4016,-1.4247100834079856,1.0318226820114444,1.134838775336609,GBPCPCFC_00928-0,GBPCPCFC_00928-0,Rickettsia tamurae,334545,73.6,1.86e-184,541,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,15333,16643,GBPCPCFC_00927,GBPCPCFC_00929,mRNA
GBPCPCFC_00929,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,438,-0.6684,-0.6142,0.9753,0,0,0.0963,0.137,0.1597,0.0133,0.3196,-0.749,-0.5784,-1.2048257300167946,-1.2333838444758185,1.2183167344591062,GBPCPCFC_00929-0,GBPCPCFC_00929-0,Parachlamydia sp. AcF125,2795736,69.7,9.94e-66,207,Bacteria,2,,,Bacteria,2,0,Bacteria,2,16644,17081,GBPCPCFC_00928,GBPCPCFC_00930,mRNA
GBPCPCFC_00930,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1320,0.4857,0.5896,0.9741,0,0,0.3186,0.0,0.4136,0.0,0.4083,1.7848,0.2133,-1.4147826495109346,1.748523176472767,1.1583910331141365,GBPCPCFC_00930-0,GBPCPCFC_00930-0,Rickettsia endosymbiont of Platyusa sonomae,2878924,84.9,4.20e-256,732,Rickettsieae,33988,,,Rickettsieae,33988,0,Alphaproteobacteria,28211,17473,18792,GBPCPCFC_00929,GBPCPCFC_00931,mRNA
GBPCPCFC_00931,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.972,0,0,0.0889,0.1561,0.0713,0.2554,0.3699,0.6858,-0.1301,-1.3744246976059151,-0.6813763097560326,1.099604192290873,GBPCPCFC_00931-0,GBPCPCFC_00931-0,Rickettsia bellii,33990,92.9,1.18e-250,692,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,18900,19994,GBPCPCFC_00930,GBPCPCFC_00932,mRNA
GBPCPCFC_00932,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,216,-0.9589,-0.9173,0.9703,0,0,0.0508,0.4404,0.0886,0.1776,0.4167,2.0228,0.2877,-1.1646139805967457,-1.9649372766932574,1.2167454418240284,GBPCPCFC_00932-0,GBPCPCFC_00932-0,spotted fever group,114277,95.5,1.05e-37,136,Rickettsieae,33988,,,Rickettsieae,33988,0,Alphaproteobacteria,28211,20053,20268,GBPCPCFC_00931,GBPCPCFC_00933,mRNA
GBPCPCFC_00933,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1329,0.4975,0.6019,0.9699,0,0,0.0932,0.1371,0.1747,0.0051,0.3785,0.932,-0.0532,-1.3710464110503968,0.006927440915247483,1.1020996194452672,GBPCPCFC_00933-0,GBPCPCFC_00933-0,spotted fever group,114277,91.0,1.36e-272,754,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,20270,21598,GBPCPCFC_00932,GBPCPCFC_00934,mRNA
GBPCPCFC_00934,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,840,-0.1424,-0.0656,0.968,0,0,0.2304,0.0002,0.2837,0.0,0.3238,-0.6298,-0.5411,-1.3222628496970026,0.2905160181974527,1.1725675105349722,GBPCPCFC_00934-0,GBPCPCFC_00934-0,Rickettsia endosymbiont of Pseudomimeciton antennatum,2878923,69.1,1.55e-111,333,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,21604,22443,GBPCPCFC_00933,GBPCPCFC_00935,mRNA
GBPCPCFC_00935,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1374,0.5564,0.6633,0.9665,0,0,0.2137,0.0006,0.2773,0.0,0.3748,0.8274,-0.0858,-1.4182568277276044,0.919004535103266,1.1041119108842639,GBPCPCFC_00935-0,GBPCPCFC_00935-0,Rickettsia tamurae,334545,69.6,4.21e-226,644,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,22602,23975,GBPCPCFC_00934,GBPCPCFC_00936,mRNA
GBPCPCFC_00936,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,294,-0.8569,-0.8108,0.9645,0,0,0.0984,0.1735,0.1571,0.0291,0.3163,-0.8435,-0.6079,-1.181705914489037,-1.426945220209803,1.2097882560473685,GBPCPCFC_00936-0,GBPCPCFC_00936-0,Rickettsia rhipicephali,33992,70.8,4.00e-37,142,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,23947,24240,GBPCPCFC_00935,GBPCPCFC_00937,mRNA
GBPCPCFC_00937,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,510,-0.5742,-0.516,0.9639,0,0,0.185,0.003,0.1949,0.0017,0.3843,1.0986,-0.0011,-1.2698005322646615,-0.6469035851706182,1.180011333644427,GBPCPCFC_00937-0,GBPCPCFC_00937-0,Rickettsia endosymbiont of Pseudomimeciton antennatum,2878923,71.1,3.81e-47,160,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,24327,24836,GBPCPCFC_00936,GBPCPCFC_00938,mRNA
GBPCPCFC_00938,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,972,0.0303,0.1146,0.9628,0,0,0.1722,0.0058,0.221,0.0004,0.4218,2.1698,0.3336,-1.3378246191609866,0.012288049053332008,1.1322338066462878,GBPCPCFC_00938-0,GBPCPCFC_00938-0,Rickettsia endosymbiont of Ixodes scapularis,444612,88.8,3.32e-220,612,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,25057,26028,GBPCPCFC_00937,GBPCPCFC_00939,mRNA
GBPCPCFC_00939,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,480,-0.6135,-0.5569,0.9614,0,0,0.2482,0.0001,0.1901,0.0035,0.3854,1.1301,0.0088,-1.314223323823657,-0.44206698032389335,1.1651156336298611,GBPCPCFC_00939-0,GBPCPCFC_00939-0,spotted fever group,114277,69.8,9.22e-77,238,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,26025,26504,GBPCPCFC_00938,GBPCPCFC_00940,mRNA
GBPCPCFC_00940,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,465,-0.6331,-0.5774,0.9606,0,0,0.1197,0.0599,0.1808,0.0043,0.3161,-0.8492,-0.6096,-1.2199257664930974,-1.0266571025356908,1.1844588139961256,GBPCPCFC_00940-0,GBPCPCFC_00940-0,Parachlamydia sp. AcF125,2795736,70.4,1.22e-66,209,Bacteria,2,,,Bacteria,2,0,Bacteria,2,26558,27022,GBPCPCFC_00939,GBPCPCFC_00941,mRNA
GBPCPCFC_00941,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.9592,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301,-1.3826643868880997,-0.4467881490013151,1.0764067111111835,GBPCPCFC_00941-0,GBPCPCFC_00941-0,Rickettsia bellii,33990,92.9,1.18e-250,692,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,27496,28590,GBPCPCFC_00940,GBPCPCFC_00942,mRNA
GBPCPCFC_00942,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,858,-0.1188,-0.041,0.9575,0,0,0.1414,0.0237,0.1743,0.0052,0.3135,-0.9237,-0.6329,-1.3173909831368722,-0.4291204717210289,1.122814316395719,GBPCPCFC_00942-0,GBPCPCFC_00942-0,Rickettsia tamurae,334545,93.7,5.12e-185,538,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,28625,29482,GBPCPCFC_00941,GBPCPCFC_00943,mRNA
GBPCPCFC_00943,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,438,-0.6684,-0.6142,0.9557,0,0,0.1031,0.1053,0.174,0.006,0.3242,-0.6186,-0.5376,-1.2066863513846777,-1.154986443851475,1.176986207301122,GBPCPCFC_00943-0,GBPCPCFC_00943-0,Parachlamydia sp. AcF125,2795736,70.4,1.21e-66,209,Bacteria,2,,,Bacteria,2,0,Bacteria,2,29900,30337,GBPCPCFC_00942,GBPCPCFC_00944,mRNA
GBPCPCFC_00944,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1314,0.4779,0.5814,0.9549,0,0,0.1997,0.0016,0.2678,0.0,0.2626,-2.3795,-1.0878,-1.403279406055638,0.7482509589972952,1.083791127409784,GBPCPCFC_00944-0,GBPCPCFC_00944-0,Rickettsia tamurae,334545,93.4,2.57e-280,786,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,30396,31709,GBPCPCFC_00943,GBPCPCFC_00945,mRNA
GBPCPCFC_00945,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1290,0.4465,0.5487,0.953,0,0,0.1117,0.0744,0.1654,0.008,0.2496,-2.7493,-1.2033,-1.3855396144620045,-2.7288453969335045e-05,1.061329637991482,GBPCPCFC_00945-0,GBPCPCFC_00945-0,spotted fever group,114277,93.7,4.33e-279,770,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,31675,32964,GBPCPCFC_00944,GBPCPCFC_00946,mRNA
GBPCPCFC_00946,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1491,0.7095,0.823,0.9511,0,0,0.1649,0.0082,0.2206,0.0004,0.33,-0.4535,-0.486,-1.4370022539516194,0.6810996284626312,1.042508482929727,GBPCPCFC_00946-0,GBPCPCFC_00946-0,spotted fever group,114277,93.3,0.0,924,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,32986,34476,GBPCPCFC_00945,GBPCPCFC_00947,mRNA
GBPCPCFC_00947,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,294,-0.8569,-0.8108,0.9483,0,0,0.0282,0.6582,0.085,0.1821,0.4218,2.1686,0.3332,-1.1694695026647914,-1.9643158271610697,1.1590487535538507,GBPCPCFC_00947-0,GBPCPCFC_00947-0,Rickettsia endosymbiont of Ixodes scapularis,444612,40.2,8.16e-12,67.0,Rickettsia endosymbiont of Ixodes scapularis,444612,,,Rickettsia endosymbiont of Ixodes scapularis,444612,0,Alphaproteobacteria,28211,34873,35166,GBPCPCFC_00946,GBPCPCFC_00948,mRNA
GBPCPCFC_00948,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,462,-0.637,-0.5815,0.9479,0,0,0.2076,0.0012,0.2273,0.0004,0.3528,0.1988,-0.2822,-1.2640364090959826,-0.5057857864674594,1.156560336814455,GBPCPCFC_00948-0,GBPCPCFC_00948-0,spotted fever group,114277,75.5,8.21e-74,241,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,35154,35615,GBPCPCFC_00947,GBPCPCFC_00949,mRNA
GBPCPCFC_00949,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,291,-0.8608,-0.8149,0.9467,0,0,0.0244,0.7141,0.0743,0.2639,0.3746,0.8203,-0.088,-1.1718443054241583,-2.0208651082051343,1.1525959170014513,GBPCPCFC_00949-0,GBPCPCFC_00949-0,spotted fever group,114277,74.7,1.01e-31,127,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,35912,36202,GBPCPCFC_00948,GBPCPCFC_00950,mRNA
GBPCPCFC_00950,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,942,-0.0089,0.0737,0.9463,0,0,0.0521,0.4068,0.0359,0.5676,0.3662,0.5824,-0.1624,-1.340337494279334,-1.1598063815256316,1.0529286564350953,GBPCPCFC_00950-0,GBPCPCFC_00950-0,Rickettsia massiliae,35791,80.7,2.04e-98,305,cellular organisms,131567,Arthropoda,6656,Arthropoda,6656,1,Eumetazoa,6072,36214,37155,GBPCPCFC_00949,GBPCPCFC_00951,mRNA
GBPCPCFC_00951,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,966,0.0225,0.1064,0.9436,0,0,0.244,0.0001,0.2688,0.0,0.3406,-0.1507,-0.3914,-1.3699655921701097,0.46712474898169387,1.0930228902683403,GBPCPCFC_00951-0,GBPCPCFC_00951-0,spotted fever group,114277,65.8,1.35e-136,400,spotted fever group,114277,,,spotted fever group,114277,0,Alphaproteobacteria,28211,38000,38965,GBPCPCFC_00950,GBPCPCFC_00952,mRNA
GBPCPCFC_00952,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1830,1.1531,1.2857,0.942,0,0,0.1543,0.0135,0.2193,0.0004,0.335,-0.3109,-0.4415,-1.4982277830498274,1.0900134561625519,0.981237393173623,GBPCPCFC_00952-0,GBPCPCFC_00952-0,spotted fever group,114277,74.9,0.0,904,Rickettsia,780,,,Rickettsia,780,0,Alphaproteobacteria,28211,39108,40937,GBPCPCFC_00951,GBPCPCFC_00953,mRNA
GBPCPCFC_00953,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,357,-0.7744,-0.7248,0.9392,0,0,0.1198,0.0723,0.1669,0.012,0.3445,-0.0376,-0.3561,-1.2103899509746272,-1.2181810409588276,1.143364405526392,GBPCPCFC_00953-0,GBPCPCFC_00953-0,Sphingobacteriaceae bacterium,2021370,47.2,2.81e-14,73.9,Sphingobacteriaceae bacterium,2021370,,,Sphingobacteriaceae bacterium,2021370,0,Bacteroidota,976,40979,41335,GBPCPCFC_00952,GBPCPCFC_00954,mRNA
