g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
GBPCPCFC_00971,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,372,-0.7548,-0.7043,0.9175,0,0,0.0546,0.3985,0.0228,0.7246,0.3683,0.6406,-0.1442
GBPCPCFC_00972,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,438,-0.6684,-0.6142,0.9164,0,0,0.0953,0.1412,0.1632,0.0113,0.3174,-0.8142,-0.5987
GBPCPCFC_00973,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,801,-0.1934,-0.1188,0.9157,0,0,0.0802,0.201,0.1151,0.0661,0.3596,0.3912,-0.2221
GBPCPCFC_00974,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,315,-0.8294,-0.7821,0.9145,0,0,0.0297,0.6601,0.0927,0.1697,0.346,0.0051,-0.3428
GBPCPCFC_00975,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,294,-0.8569,-0.8108,0.9138,0,0,0.2729,0.0001,0.2981,0.0,0.3265,-0.552,-0.5168
GBPCPCFC_00976,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1926,1.2787,1.4167,0.9127,0,0,0.2726,0.0,0.3102,0.0,0.3131,-0.9361,-0.6368
GBPCPCFC_00977,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,822,-0.1659,-0.0901,0.9097,0,0,0.0309,0.6225,0.076,0.2258,0.3613,0.4416,-0.2064
GBPCPCFC_00978,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,462,-0.637,-0.5815,0.9086,0,0,0.1434,0.024,0.1861,0.0033,0.3268,-0.5432,-0.5141
GBPCPCFC_00979,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,420,-0.692,-0.6388,0.9076,0,0,0.1965,0.0019,0.2151,0.0006,0.3952,1.4107,0.0964
GBPCPCFC_00980,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1845,1.1727,1.3062,0.9068,0,0,0.133,0.0334,0.1643,0.0085,0.3415,-0.1254,-0.3835
GBPCPCFC_00981,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.9039,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301
GBPCPCFC_00982,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,330,-0.8098,-0.7617,0.9023,0,0,0.0462,0.4841,0.0608,0.3569,0.3576,0.3348,-0.2397
GBPCPCFC_00983,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,189,-0.9943,-0.9541,0.9012,0,0,0.1416,0.0358,0.1681,0.0125,0.3651,0.5492,-0.1728
GBPCPCFC_00984,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1293,0.4504,0.5527,0.9009,0,0,0.1946,0.0018,0.2111,0.0007,0.3542,0.2388,-0.2697
GBPCPCFC_00985,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,732,-0.2837,-0.213,0.8988,0,0,0.1831,0.0033,0.2164,0.0005,0.3566,0.3057,-0.2488
GBPCPCFC_00986,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1830,1.1531,1.2857,0.8975,0,0,0.1134,0.0701,0.1856,0.0029,0.323,-0.6543,-0.5488
GBPCPCFC_00987,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,282,-0.8726,-0.8272,0.8948,0,0,0.0068,0.9206,0.0314,0.6433,0.3652,0.554,-0.1712
GBPCPCFC_00988,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,957,0.0107,0.0941,0.8937,0,0,0.3292,0.0,0.3476,0.0,0.349,0.0901,-0.3162
GBPCPCFC_00989,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1842,1.1688,1.3021,0.8921,0,0,0.1485,0.0174,0.1775,0.0044,0.336,-0.2802,-0.4319
GBPCPCFC_00990,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,243,-0.9236,-0.8804,0.8892,0,0,-0.0343,0.6359,-0.1062,0.1415,0.3745,0.8179,-0.0888
GBPCPCFC_00991,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,870,-0.1031,-0.0246,0.8889,0,0,0.1203,0.0545,0.1237,0.0481,0.3713,0.7259,-0.1176
GBPCPCFC_00992,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,159,-1.0335,-0.9951,0.8876,0,0,0.0478,0.5509,0.0303,0.7058,0.3396,-0.178,-0.4
GBPCPCFC_00993,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,234,-0.9354,-0.8927,0.8867,0,0,0.1357,0.0641,0.1141,0.1201,0.3162,-0.846,-0.6087
GBPCPCFC_00994,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.8863,0,0,0.0889,0.1561,0.0713,0.2554,0.3699,0.6858,-0.1301
GBPCPCFC_00995,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,174,-1.0139,-0.9746,0.8846,0,0,0.1792,0.017,0.1518,0.0437,0.3276,-0.5219,-0.5074
GBPCPCFC_00996,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,4281,4.3603,4.6311,0.8838,0,0,0.3874,0.0,0.4879,0.0,0.3761,0.8634,-0.0746
GBPCPCFC_00997,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,3000,2.6841,2.8826,0.8772,0,0,0.1197,0.0558,0.2177,0.0005,0.368,0.6326,-0.1467
GBPCPCFC_00998,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,729,-0.2876,-0.2171,0.8723,0,0,0.12,0.0552,0.1216,0.052,0.3937,1.3665,0.0826
GBPCPCFC_00999,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,285,-0.8686,-0.8231,0.8711,0,0,0.0038,0.9564,-0.0195,0.7799,0.3018,-1.2598,-0.7379
GBPCPCFC_01000,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1074,0.1638,0.2538,0.8702,0,0,0.1916,0.0021,0.2293,0.0002,0.3641,0.52,-0.1819
GBPCPCFC_01001,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,3246,3.006,3.2184,0.8683,0,0,0.2921,0.0,0.2433,0.0001,0.3207,-0.7185,-0.5688
GBPCPCFC_01002,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.8632,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301
GBPCPCFC_01003,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,339,-0.798,-0.7494,0.8616,0,0,0.1857,0.005,0.1431,0.0311,0.354,0.2322,-0.2718
GBPCPCFC_01004,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,399,-0.7195,-0.6675,0.8603,0,0,0.2773,0.0,0.2787,0.0,0.3434,-0.0713,-0.3666
GBPCPCFC_01005,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,258,-0.904,-0.8599,0.8592,0,0,0.2252,0.0007,0.1858,0.0052,0.345,-0.0255,-0.3523
GBPCPCFC_01006,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,417,-0.6959,-0.6429,0.8583,0,0,0.0526,0.4484,0.0507,0.4651,0.3429,-0.0837,-0.3705
GBPCPCFC_01007,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,198,-0.9825,-0.9418,0.8576,0,0,0.1938,0.0079,0.1568,0.0321,0.3586,0.3637,-0.2307
GBPCPCFC_01008,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,840,-0.1424,-0.0656,0.8571,0,0,0.1393,0.0283,0.2305,0.0003,0.3726,0.7646,-0.1055
GBPCPCFC_01009,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,76,-1.1421,-1.1083,0.8557,0,0,-0.1264,0.1727,-0.0959,0.3015,0.5263,5.1551,1.2663
GBPCPCFC_01010,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,546,-0.5271,-0.4668,0.8555,0,0,0.2383,0.0002,0.2494,0.0001,0.2802,-1.875,-0.9301
GBPCPCFC_01011,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1290,0.4465,0.5487,0.8546,0,0,0.2616,0.0,0.4022,0.0,0.3271,-0.5348,-0.5114
GBPCPCFC_01012,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,654,-0.3858,-0.3194,0.8527,0,0,0.3115,0.0,0.3607,0.0,0.2875,-1.6681,-0.8655
GBPCPCFC_01013,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1206,0.3365,0.434,0.8517,0,0,0.286,0.0,0.3277,0.0,0.3499,0.116,-0.3081
GBPCPCFC_01014,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1032,0.1088,0.1965,0.8497,0,0,0.2666,0.0,0.2637,0.0,0.2742,-2.0462,-0.9837
GBPCPCFC_01015,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,753,-0.2562,-0.1843,0.8476,0,0,0.0116,0.8532,0.0815,0.1938,0.3347,-0.3198,-0.4442
GBPCPCFC_01016,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,609,-0.4447,-0.3808,0.8465,0,0,0.1933,0.0022,0.2269,0.0003,0.335,-0.3108,-0.4414
GBPCPCFC_01017,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1911,1.2591,1.3963,0.8451,0,0,0.1826,0.0034,0.2206,0.0004,0.3741,0.8083,-0.0918
GBPCPCFC_01018,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,450,-0.6527,-0.5979,0.8419,0,0,-0.0367,0.5653,0.0126,0.8441,0.3489,0.0867,-0.3173
GBPCPCFC_01019,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1236,0.3758,0.4749,0.8409,0,0,0.3436,0.0,0.4231,0.0,0.3722,0.7517,-0.1095
GBPCPCFC_01020,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1068,0.156,0.2456,0.839,0,0,0.1575,0.0116,0.2141,0.0006,0.3839,1.0867,-0.0048
GBPCPCFC_01021,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,930,-0.0246,0.0573,0.8373,0,0,0.0694,0.2688,0.0371,0.5548,0.3473,0.0416,-0.3313
GBPCPCFC_01022,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,249,-0.9157,-0.8722,0.8353,0,0,0.0932,0.1742,0.1104,0.1071,0.3373,-0.243,-0.4203
GBPCPCFC_01023,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,438,-0.6684,-0.6142,0.8349,0,0,0.11,0.0839,0.1692,0.0076,0.3242,-0.6186,-0.5376
GBPCPCFC_01024,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,762,-0.2445,-0.172,0.8337,0,0,0.1156,0.0647,0.1729,0.0055,0.3399,-0.1702,-0.3975
GBPCPCFC_01025,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,951,0.0029,0.086,0.832,0,0,0.2039,0.001,0.2516,0.0,0.3954,1.4146,0.0976
GBPCPCFC_01026,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,696,-0.3308,-0.2621,0.8302,0,0,0.1435,0.0238,0.213,0.0007,0.2931,-1.5069,-0.8152
GBPCPCFC_01027,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,750,-0.2602,-0.1884,0.8291,0,0,0.2107,0.0008,0.1978,0.0018,0.348,0.0613,-0.3252
GBPCPCFC_01028,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,501,-0.586,-0.5283,0.828,0,0,-0.0238,0.7093,0.0263,0.6798,0.3493,0.0985,-0.3136
GBPCPCFC_01029,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1554,0.7919,0.909,0.8273,0,0,0.1821,0.0034,0.2225,0.0003,0.316,-0.854,-0.6112
GBPCPCFC_01030,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1470,0.682,0.7943,0.8249,0,0,0.2693,0.0,0.3068,0.0,0.3109,-0.999,-0.6565
GBPCPCFC_01031,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1749,1.0471,1.1751,0.8227,0,0,0.4307,0.0,0.4618,0.0,0.2927,-1.5173,-0.8184
GBPCPCFC_01032,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,2250,1.7027,1.859,0.82,0,0,0.4667,0.0,0.4737,0.0,0.3338,-0.345,-0.4521
GBPCPCFC_01033,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,798,-0.1974,-0.1229,0.8165,0,0,0.199,0.0014,0.2876,0.0,0.3195,-0.7515,-0.5791
GBPCPCFC_01034,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1410,0.6035,0.7124,0.8152,0,0,0.3159,0.0,0.3656,0.0,0.3645,0.5337,-0.1776
GBPCPCFC_01035,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1023,0.0971,0.1842,0.8128,0,0,0.042,0.5031,0.0715,0.2542,0.3236,-0.6369,-0.5433
GBPCPCFC_01036,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,774,-0.2288,-0.1556,0.8112,0,0,0.0881,0.1601,0.0726,0.247,0.3695,0.6757,-0.1332
GBPCPCFC_01037,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,765,-0.2405,-0.1679,0.81,0,0,0.1612,0.0098,0.2232,0.0003,0.3477,0.0531,-0.3278
GBPCPCFC_01038,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,750,-0.2602,-0.1884,0.8088,0,0,0.1221,0.0511,0.1132,0.0706,0.372,0.7469,-0.111
GBPCPCFC_01039,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,693,-0.3347,-0.2662,0.8073,0,0,0.1336,0.0326,0.0875,0.1626,0.3218,-0.6875,-0.5591
GBPCPCFC_01040,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,573,-0.4918,-0.43,0.8063,0,0,0.1603,0.0102,0.2659,0.0,0.3351,-0.3078,-0.4405
GBPCPCFC_01041,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1098,0.1952,0.2866,0.8054,0,0,0.124,0.0476,0.1046,0.0949,0.3488,0.0846,-0.3179
GBPCPCFC_01042,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1341,0.5132,0.6183,0.8037,0,0,0.4015,0.0,0.3961,0.0,0.3721,0.75,-0.11
GBPCPCFC_01043,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,348,-0.7862,-0.7371,0.8016,0,0,0.2433,0.0001,0.223,0.0003,0.3678,0.6274,-0.1483
GBPCPCFC_01044,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,669,-0.3662,-0.299,0.8012,0,0,0.207,0.001,0.2475,0.0001,0.3333,-0.3577,-0.4561
GBPCPCFC_01045,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1182,0.3051,0.4012,0.7998,0,0,0.2141,0.0006,0.2761,0.0,0.3832,1.0682,-0.0106
GBPCPCFC_01046,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,267,-0.8922,-0.8476,0.7981,0,0,0.1147,0.1376,0.1705,0.0266,0.2397,-3.0325,-1.2918
GBPCPCFC_01047,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1359,0.5367,0.6428,0.7977,0,0,0.1204,0.0543,0.1567,0.0121,0.3385,-0.2106,-0.4101
GBPCPCFC_01048,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,102,-1.1081,-1.0729,0.7956,0,0,0.0083,0.9207,0.0645,0.4363,0.3235,-0.6378,-0.5436
GBPCPCFC_01049,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,438,-0.6684,-0.6142,0.7949,0,0,0.1031,0.1053,0.174,0.006,0.3242,-0.6186,-0.5376
GBPCPCFC_01050,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1224,0.3601,0.4586,0.7941,0,0,0.1907,0.0022,0.199,0.0014,0.3554,0.2725,-0.2592
GBPCPCFC_01051,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,282,-0.8726,-0.8272,0.792,0,0,-0.0815,0.2634,-0.0554,0.4478,0.3191,-0.7629,-0.5827
GBPCPCFC_01052,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,2070,1.4671,1.6133,0.7914,0,0,0.2375,0.0001,0.2624,0.0,0.3271,-0.5371,-0.5121
GBPCPCFC_01053,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.7883,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301
GBPCPCFC_01054,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,216,-0.9589,-0.9173,0.7867,0,0,0.0359,0.6081,0.0519,0.4589,0.2824,-1.8125,-0.9106
GBPCPCFC_01055,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1905,1.2512,1.3881,0.7863,0,0,0.3598,0.0,0.3728,0.0,0.3454,-0.0128,-0.3483
GBPCPCFC_01056,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1524,0.7527,0.868,0.7829,0,0,0.1245,0.0466,0.1719,0.0058,0.3268,-0.5451,-0.5147
GBPCPCFC_01057,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,213,-0.9629,-0.9213,0.7801,0,0,-0.0137,0.8632,-0.0289,0.7158,0.2958,-1.4306,-0.7913
GBPCPCFC_01058,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.7793,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301
GBPCPCFC_01059,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,873,-0.0992,-0.0205,0.7773,0,0,0.2838,0.0,0.2512,0.0001,0.3173,-0.8158,-0.5992
GBPCPCFC_01060,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1851,1.1806,1.3144,0.7752,0,0,0.1441,0.0211,0.1777,0.0043,0.3371,-0.2497,-0.4223
GBPCPCFC_01061,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,606,-0.4486,-0.3849,0.7723,0,0,0.031,0.6268,0.0695,0.2753,0.3317,-0.4048,-0.4708
GBPCPCFC_01062,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,108,-1.1003,-1.0647,0.7713,0,0,-0.0456,0.5952,0.0197,0.8186,0.287,-1.6802,-0.8693
GBPCPCFC_01063,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,291,-0.8608,-0.8149,0.7711,0,0,-0.1326,0.037,-0.1149,0.0709,0.3471,0.035,-0.3334
GBPCPCFC_01064,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1845,1.1727,1.3062,0.7703,0,0,0.2045,0.001,0.2335,0.0002,0.3366,-0.2648,-0.4271
GBPCPCFC_01065,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1095,0.1913,0.2825,0.7675,0,0,0.1185,0.0583,0.1037,0.0978,0.3699,0.6858,-0.1301
GBPCPCFC_01066,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,219,-0.955,-0.9132,0.7658,0,0,0.0005,0.9946,0.0288,0.6935,0.2831,-1.7925,-0.9044
GBPCPCFC_01067,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1023,0.0971,0.1842,0.765,0,0,0.0448,0.4754,0.072,0.2509,0.3245,-0.609,-0.5346
GBPCPCFC_01068,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,444,-0.6606,-0.6061,0.7634,0,0,-0.0628,0.3316,-0.0411,0.525,0.2973,-1.3871,-0.7777
GBPCPCFC_01069,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,438,-0.6684,-0.6142,0.7628,0,0,0.11,0.0839,0.1692,0.0076,0.3242,-0.6186,-0.5376
GBPCPCFC_01070,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,330,-0.8098,-0.7617,0.7612,0,0,0.1004,0.1208,0.1421,0.0278,0.3545,0.2483,-0.2668
GBPCPCFC_01071,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,237,-0.9314,-0.8886,0.7605,0,0,0.1657,0.0266,0.1768,0.0179,0.2996,-1.322,-0.7574
GBPCPCFC_01072,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,1845,1.1727,1.3062,0.7598,0,0,0.2132,0.0006,0.2554,0.0,0.3409,-0.1409,-0.3884
GBPCPCFC_01073,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,77,-1.1408,-1.107,0.7565,0,0,-0.1691,0.0787,-0.1369,0.1559,0.6104,7.5568,2.0167
GBPCPCFC_01074,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,660,-0.3779,-0.3112,0.7556,0,0,0.1685,0.0078,0.174,0.006,0.3515,0.1617,-0.2938
GBPCPCFC_01075,gnl|Prokka|GBPCPCFC_22,1222,1348403,0.593,948.8175,764.2049,0.8661,0.0,0.3406,-0.3531,429,-0.6802,-0.6265,0.7546,0,0,0.1433,0.0218,0.1905,0.0022,0.3427,-0.0913,-0.3729
