locus_tag	ftype	length_bp	gene	EC_number	COG	product
LONINKCB_04226	CDS	228				hypothetical protein
LONINKCB_04227	CDS	159				hypothetical protein
LONINKCB_04228	CDS	162				hypothetical protein
LONINKCB_04229	CDS	282				hypothetical protein
LONINKCB_04230	CDS	210				hypothetical protein
LONINKCB_04231	CDS	255				hypothetical protein
LONINKCB_04232	CDS	189				hypothetical protein
LONINKCB_04233	CDS	228				hypothetical protein
LONINKCB_04234	CDS	387				hypothetical protein
LONINKCB_04235	CDS	159				hypothetical protein
LONINKCB_04236	CDS	288				hypothetical protein
LONINKCB_04237	CDS	222				hypothetical protein
LONINKCB_04238	CDS	207				hypothetical protein
LONINKCB_04239	CDS	225				hypothetical protein
LONINKCB_04240	CDS	165				hypothetical protein
LONINKCB_04241	CDS	213				hypothetical protein
LONINKCB_04242	CDS	171				hypothetical protein
LONINKCB_04243	CDS	225				hypothetical protein
LONINKCB_04244	CDS	162				hypothetical protein
LONINKCB_04245	CDS	213				hypothetical protein
LONINKCB_04246	CDS	183				hypothetical protein
LONINKCB_04247	CDS	240				hypothetical protein
LONINKCB_04248	CDS	237				hypothetical protein
LONINKCB_04249	CDS	408				hypothetical protein
LONINKCB_04250	CDS	264				hypothetical protein
LONINKCB_04251	CDS	183				hypothetical protein
LONINKCB_04252	CDS	390				hypothetical protein
LONINKCB_04253	CDS	351				hypothetical protein
LONINKCB_04254	CDS	210				hypothetical protein
LONINKCB_04255	CDS	231				hypothetical protein
LONINKCB_04256	CDS	402				hypothetical protein
LONINKCB_04257	CDS	267				hypothetical protein
LONINKCB_04258	CDS	249				hypothetical protein
LONINKCB_04259	CDS	858				hypothetical protein
LONINKCB_04260	CDS	261				hypothetical protein
LONINKCB_04261	CDS	153				hypothetical protein
LONINKCB_04262	CDS	216				hypothetical protein
LONINKCB_04263	CDS	255				hypothetical protein
LONINKCB_04264	CDS	303				hypothetical protein
LONINKCB_04265	CDS	219				hypothetical protein
LONINKCB_04266	CDS	213				hypothetical protein
LONINKCB_04267	CDS	183				hypothetical protein
LONINKCB_04268	CDS	255				hypothetical protein
LONINKCB_04269	CDS	234				hypothetical protein
LONINKCB_04270	CDS	195				hypothetical protein
LONINKCB_04271	CDS	309				hypothetical protein
LONINKCB_04272	CDS	261				hypothetical protein
LONINKCB_04273	CDS	216				hypothetical protein
LONINKCB_04274	CDS	225				hypothetical protein
LONINKCB_04275	CDS	285				hypothetical protein
LONINKCB_04276	CDS	201				hypothetical protein
LONINKCB_04277	CDS	165				hypothetical protein
LONINKCB_04278	CDS	357				hypothetical protein
LONINKCB_04279	CDS	183				hypothetical protein
LONINKCB_04280	CDS	384				hypothetical protein
LONINKCB_04281	CDS	306				hypothetical protein
LONINKCB_04282	CDS	198				hypothetical protein
LONINKCB_04283	CDS	222				hypothetical protein
LONINKCB_04284	CDS	360				hypothetical protein
LONINKCB_04285	CDS	513				hypothetical protein
LONINKCB_04286	CDS	252				hypothetical protein
LONINKCB_04287	CDS	177				hypothetical protein
LONINKCB_04288	CDS	189				hypothetical protein
LONINKCB_04289	CDS	189				hypothetical protein
LONINKCB_04290	CDS	231				hypothetical protein
LONINKCB_04291	CDS	234				hypothetical protein
LONINKCB_04292	CDS	153				hypothetical protein
LONINKCB_04293	CDS	159				hypothetical protein
LONINKCB_04294	CDS	210				hypothetical protein
LONINKCB_04295	CDS	138				hypothetical protein
LONINKCB_04296	CDS	207				hypothetical protein
LONINKCB_04297	CDS	222				hypothetical protein
LONINKCB_04298	CDS	228				hypothetical protein
LONINKCB_04299	CDS	234				hypothetical protein
LONINKCB_04300	CDS	261				hypothetical protein
LONINKCB_04301	CDS	561				hypothetical protein
LONINKCB_04302	CDS	168				hypothetical protein
LONINKCB_04303	CDS	417				hypothetical protein
LONINKCB_04304	CDS	213				hypothetical protein
LONINKCB_04305	CDS	291				hypothetical protein
LONINKCB_04306	CDS	216				hypothetical protein
LONINKCB_04307	CDS	303				hypothetical protein
LONINKCB_04308	CDS	354				hypothetical protein
LONINKCB_04309	CDS	165				hypothetical protein
LONINKCB_04310	CDS	297				hypothetical protein
LONINKCB_04311	CDS	225				hypothetical protein
LONINKCB_04312	CDS	243				hypothetical protein
LONINKCB_04313	CDS	201				hypothetical protein
LONINKCB_04314	CDS	357				hypothetical protein
LONINKCB_04315	CDS	354				hypothetical protein
LONINKCB_04316	CDS	192				hypothetical protein
LONINKCB_04317	CDS	201				hypothetical protein
LONINKCB_04318	CDS	276				hypothetical protein
LONINKCB_04319	CDS	180				hypothetical protein
LONINKCB_04320	CDS	225				hypothetical protein
LONINKCB_04321	CDS	207				hypothetical protein
LONINKCB_04322	CDS	261				hypothetical protein
LONINKCB_04323	CDS	225				hypothetical protein
LONINKCB_04324	CDS	264				hypothetical protein
LONINKCB_04325	CDS	237				hypothetical protein
LONINKCB_04326	CDS	330				hypothetical protein
LONINKCB_04327	CDS	234				hypothetical protein
LONINKCB_04328	CDS	192				hypothetical protein
LONINKCB_04329	CDS	207				hypothetical protein
LONINKCB_04330	CDS	261				hypothetical protein
LONINKCB_04331	CDS	243				hypothetical protein
LONINKCB_04332	CDS	861				hypothetical protein
LONINKCB_04333	CDS	168				hypothetical protein
LONINKCB_04334	CDS	744				hypothetical protein
LONINKCB_04335	CDS	441				hypothetical protein
LONINKCB_04336	CDS	435				hypothetical protein
LONINKCB_04337	CDS	210				hypothetical protein
LONINKCB_04338	CDS	387				hypothetical protein
LONINKCB_04339	CDS	219				hypothetical protein
LONINKCB_04340	CDS	312				hypothetical protein
LONINKCB_04341	CDS	222				hypothetical protein
LONINKCB_04342	CDS	411				hypothetical protein
LONINKCB_04343	CDS	237				hypothetical protein
LONINKCB_04344	CDS	462				hypothetical protein
LONINKCB_04345	CDS	324				hypothetical protein
LONINKCB_04346	CDS	147				hypothetical protein
LONINKCB_04347	CDS	207				hypothetical protein
LONINKCB_04348	CDS	294				hypothetical protein
LONINKCB_04349	CDS	255				hypothetical protein
LONINKCB_04350	CDS	198				hypothetical protein
LONINKCB_04351	CDS	255				hypothetical protein
LONINKCB_04352	CDS	816				hypothetical protein
LONINKCB_04353	CDS	162				hypothetical protein
LONINKCB_04354	CDS	300				hypothetical protein
LONINKCB_04355	CDS	327				hypothetical protein
LONINKCB_04356	CDS	198				hypothetical protein
LONINKCB_04357	CDS	228				hypothetical protein
LONINKCB_04358	CDS	486				hypothetical protein
LONINKCB_04359	CDS	291				hypothetical protein
LONINKCB_04360	CDS	207				hypothetical protein
LONINKCB_04361	CDS	165				hypothetical protein
LONINKCB_04362	CDS	189				hypothetical protein
LONINKCB_04363	CDS	177				hypothetical protein
LONINKCB_04364	CDS	303				hypothetical protein
LONINKCB_04365	CDS	153				hypothetical protein
LONINKCB_04366	CDS	333				hypothetical protein
LONINKCB_04367	CDS	165				hypothetical protein
LONINKCB_04368	CDS	381				hypothetical protein
LONINKCB_04369	CDS	204				hypothetical protein
LONINKCB_04370	CDS	510				hypothetical protein
LONINKCB_04371	CDS	165				hypothetical protein
LONINKCB_04372	CDS	207				hypothetical protein
LONINKCB_04373	CDS	219				hypothetical protein
LONINKCB_04374	CDS	204				hypothetical protein
LONINKCB_04375	CDS	294				hypothetical protein
LONINKCB_04376	CDS	195				hypothetical protein
LONINKCB_04377	CDS	282				hypothetical protein
LONINKCB_04378	CDS	249				hypothetical protein
LONINKCB_04379	CDS	285				hypothetical protein
LONINKCB_04380	CDS	201				hypothetical protein
LONINKCB_04381	CDS	204				hypothetical protein
LONINKCB_04382	CDS	357				hypothetical protein
LONINKCB_04383	CDS	216				hypothetical protein
LONINKCB_04384	CDS	249				hypothetical protein
LONINKCB_04385	CDS	282				hypothetical protein
LONINKCB_04386	CDS	234				hypothetical protein
LONINKCB_04387	CDS	234				hypothetical protein
LONINKCB_04388	CDS	162				hypothetical protein
LONINKCB_04389	CDS	204				hypothetical protein
LONINKCB_04390	CDS	243				hypothetical protein
LONINKCB_04391	CDS	210				hypothetical protein
LONINKCB_04392	CDS	207				hypothetical protein
LONINKCB_04393	CDS	342				hypothetical protein
LONINKCB_04394	CDS	180				hypothetical protein
LONINKCB_04395	CDS	228				hypothetical protein
LONINKCB_04396	CDS	291				hypothetical protein
LONINKCB_04397	CDS	174				hypothetical protein
LONINKCB_04398	CDS	246				hypothetical protein
LONINKCB_04399	CDS	225				hypothetical protein
LONINKCB_04400	CDS	162				hypothetical protein
LONINKCB_04401	CDS	228				hypothetical protein
LONINKCB_04402	CDS	234				hypothetical protein
LONINKCB_04403	CDS	717				hypothetical protein
LONINKCB_04404	CDS	324				hypothetical protein
LONINKCB_04405	CDS	837				hypothetical protein
LONINKCB_04406	CDS	210				hypothetical protein
LONINKCB_04407	CDS	237				hypothetical protein
LONINKCB_04408	CDS	324				hypothetical protein
LONINKCB_04409	CDS	354				hypothetical protein
LONINKCB_04410	CDS	186				hypothetical protein
LONINKCB_04411	CDS	204				hypothetical protein
LONINKCB_04412	CDS	165				hypothetical protein
LONINKCB_04413	CDS	198				hypothetical protein
LONINKCB_04414	CDS	201				hypothetical protein
LONINKCB_04415	CDS	243				hypothetical protein
LONINKCB_04416	CDS	186				hypothetical protein
LONINKCB_04417	CDS	231				hypothetical protein
LONINKCB_04418	CDS	219				hypothetical protein
LONINKCB_04419	CDS	213				hypothetical protein
LONINKCB_04420	CDS	258				hypothetical protein
LONINKCB_04421	CDS	168				hypothetical protein
LONINKCB_04422	CDS	249				hypothetical protein
LONINKCB_04423	CDS	252				hypothetical protein
LONINKCB_04424	CDS	228				hypothetical protein
LONINKCB_04425	CDS	198				hypothetical protein
LONINKCB_04426	CDS	330				hypothetical protein
LONINKCB_04427	CDS	216				hypothetical protein
LONINKCB_04428	CDS	180				hypothetical protein
LONINKCB_04429	CDS	216				hypothetical protein
LONINKCB_04430	CDS	231				hypothetical protein
LONINKCB_04431	CDS	195				hypothetical protein
LONINKCB_04432	CDS	525				hypothetical protein
LONINKCB_04433	CDS	198				hypothetical protein
LONINKCB_04434	CDS	387				hypothetical protein
LONINKCB_04435	CDS	201				hypothetical protein
LONINKCB_04436	CDS	219				hypothetical protein
LONINKCB_04437	CDS	231				hypothetical protein
LONINKCB_04438	CDS	165				hypothetical protein
LONINKCB_04439	CDS	213				hypothetical protein
LONINKCB_04440	CDS	300				hypothetical protein
LONINKCB_04441	CDS	291				hypothetical protein
LONINKCB_04442	CDS	183				hypothetical protein
LONINKCB_04443	CDS	384				hypothetical protein
LONINKCB_04444	CDS	414				hypothetical protein
LONINKCB_04445	CDS	324				hypothetical protein
LONINKCB_04446	CDS	222				hypothetical protein
LONINKCB_04447	CDS	390				hypothetical protein
LONINKCB_04448	CDS	513				hypothetical protein
LONINKCB_04449	CDS	252				hypothetical protein
LONINKCB_04450	CDS	177				hypothetical protein
LONINKCB_04451	CDS	225				hypothetical protein
LONINKCB_04452	CDS	273				hypothetical protein
LONINKCB_04453	CDS	243				hypothetical protein
LONINKCB_04454	CDS	183				hypothetical protein
LONINKCB_04455	CDS	243				hypothetical protein
LONINKCB_04456	CDS	225				hypothetical protein
LONINKCB_04457	CDS	405				hypothetical protein
LONINKCB_04458	CDS	297				hypothetical protein
LONINKCB_04459	CDS	339				hypothetical protein
LONINKCB_04460	CDS	252				hypothetical protein
LONINKCB_04461	CDS	168				hypothetical protein
LONINKCB_04462	CDS	330				hypothetical protein
LONINKCB_04463	CDS	252				hypothetical protein
LONINKCB_04464	CDS	255				hypothetical protein
LONINKCB_04465	CDS	228				hypothetical protein
LONINKCB_04466	CDS	204				hypothetical protein
LONINKCB_04467	CDS	306				hypothetical protein
LONINKCB_04468	CDS	171				hypothetical protein
LONINKCB_04469	CDS	231				hypothetical protein
LONINKCB_04470	CDS	309				hypothetical protein
LONINKCB_04471	CDS	240				hypothetical protein
LONINKCB_04472	CDS	261				hypothetical protein
LONINKCB_04473	CDS	330				hypothetical protein
LONINKCB_04474	CDS	207				hypothetical protein
LONINKCB_04475	CDS	354				hypothetical protein
LONINKCB_04476	CDS	303				hypothetical protein
LONINKCB_04477	CDS	915				hypothetical protein
LONINKCB_04478	CDS	237				hypothetical protein
LONINKCB_04479	CDS	177				hypothetical protein
LONINKCB_04480	CDS	351				hypothetical protein
LONINKCB_04481	CDS	189				hypothetical protein
LONINKCB_04482	CDS	189				hypothetical protein
LONINKCB_04483	CDS	687				hypothetical protein
LONINKCB_04484	CDS	435				hypothetical protein
LONINKCB_04485	CDS	231				hypothetical protein
LONINKCB_04486	CDS	198				hypothetical protein
LONINKCB_04487	CDS	291				hypothetical protein
LONINKCB_04488	CDS	240				hypothetical protein
LONINKCB_04489	CDS	312				hypothetical protein
LONINKCB_04490	CDS	222				hypothetical protein
LONINKCB_04491	CDS	384				hypothetical protein
LONINKCB_04492	CDS	243				hypothetical protein
LONINKCB_04493	CDS	573				hypothetical protein
LONINKCB_04494	CDS	249				hypothetical protein
LONINKCB_04495	CDS	357				hypothetical protein
LONINKCB_04496	CDS	222				hypothetical protein
LONINKCB_04497	CDS	180				hypothetical protein
LONINKCB_04498	CDS	198				hypothetical protein
LONINKCB_04499	CDS	753				hypothetical protein
LONINKCB_04500	CDS	300				hypothetical protein
LONINKCB_04501	CDS	207				hypothetical protein
LONINKCB_04502	CDS	240				hypothetical protein
LONINKCB_04503	CDS	198				hypothetical protein
LONINKCB_04504	CDS	228				hypothetical protein
LONINKCB_04505	CDS	486				hypothetical protein
LONINKCB_04506	CDS	291				hypothetical protein
LONINKCB_04507	CDS	165				hypothetical protein
LONINKCB_04508	CDS	189				hypothetical protein
LONINKCB_04509	CDS	345				hypothetical protein
LONINKCB_04510	CDS	168				hypothetical protein
LONINKCB_04511	CDS	258				hypothetical protein
LONINKCB_04512	CDS	252				hypothetical protein
LONINKCB_04513	CDS	231				hypothetical protein
LONINKCB_04514	CDS	153				hypothetical protein
LONINKCB_04515	CDS	273				hypothetical protein
LONINKCB_04516	CDS	165				hypothetical protein
LONINKCB_04517	CDS	276				hypothetical protein
LONINKCB_04518	CDS	291				hypothetical protein
LONINKCB_04519	CDS	204				hypothetical protein
LONINKCB_04520	CDS	201				hypothetical protein
LONINKCB_04521	CDS	195				hypothetical protein
LONINKCB_04522	CDS	510				hypothetical protein
LONINKCB_04523	CDS	255				hypothetical protein
LONINKCB_04524	CDS	216				hypothetical protein
LONINKCB_04525	CDS	216				hypothetical protein
LONINKCB_04526	CDS	735				hypothetical protein
LONINKCB_04527	CDS	345				hypothetical protein
LONINKCB_04528	CDS	393				hypothetical protein
LONINKCB_04529	CDS	183				hypothetical protein
LONINKCB_04530	CDS	219				hypothetical protein
LONINKCB_04531	CDS	240				hypothetical protein
LONINKCB_04532	CDS	240				hypothetical protein
LONINKCB_04533	CDS	213				hypothetical protein
LONINKCB_04534	CDS	189				hypothetical protein
LONINKCB_04535	CDS	327				hypothetical protein
LONINKCB_04536	CDS	228				hypothetical protein
LONINKCB_04537	CDS	192				hypothetical protein
LONINKCB_04538	CDS	198				hypothetical protein
LONINKCB_04539	CDS	174				hypothetical protein
LONINKCB_04540	CDS	225				hypothetical protein
LONINKCB_04541	CDS	231				hypothetical protein
LONINKCB_04542	CDS	300				hypothetical protein
LONINKCB_04543	CDS	240				hypothetical protein
LONINKCB_04544	CDS	231				hypothetical protein
LONINKCB_04545	CDS	204				hypothetical protein
LONINKCB_04546	CDS	210				hypothetical protein
LONINKCB_04547	CDS	237				hypothetical protein
LONINKCB_04548	CDS	171				hypothetical protein
LONINKCB_04549	CDS	228				hypothetical protein
LONINKCB_04550	CDS	222				hypothetical protein
LONINKCB_04551	CDS	234				hypothetical protein
LONINKCB_04552	CDS	201				hypothetical protein
LONINKCB_04553	CDS	249				hypothetical protein
LONINKCB_04554	CDS	243				hypothetical protein
LONINKCB_04555	CDS	195				hypothetical protein
LONINKCB_04556	CDS	270				hypothetical protein
LONINKCB_04557	CDS	234				hypothetical protein
LONINKCB_04558	CDS	351				hypothetical protein
LONINKCB_04559	CDS	282				hypothetical protein
LONINKCB_04560	CDS	204				hypothetical protein
LONINKCB_04561	CDS	201				hypothetical protein
LONINKCB_04562	CDS	180				hypothetical protein
LONINKCB_04563	CDS	165				hypothetical protein
LONINKCB_04564	CDS	246				hypothetical protein
LONINKCB_04565	CDS	207				hypothetical protein
LONINKCB_04566	CDS	234				hypothetical protein
LONINKCB_04567	CDS	246				hypothetical protein
LONINKCB_04568	CDS	219				hypothetical protein
LONINKCB_04569	CDS	222				hypothetical protein
LONINKCB_04570	CDS	177				hypothetical protein
LONINKCB_04571	CDS	213				hypothetical protein
LONINKCB_04572	CDS	249				hypothetical protein
LONINKCB_04573	CDS	195				hypothetical protein
LONINKCB_04574	CDS	348				hypothetical protein
LONINKCB_04575	CDS	366				hypothetical protein
LONINKCB_04576	CDS	444				hypothetical protein
LONINKCB_04577	CDS	297				hypothetical protein
LONINKCB_04578	CDS	378				hypothetical protein
LONINKCB_04579	CDS	225				hypothetical protein
LONINKCB_04580	CDS	201				hypothetical protein
LONINKCB_04581	CDS	294				hypothetical protein
LONINKCB_04582	CDS	198				hypothetical protein
LONINKCB_04583	CDS	243				hypothetical protein
LONINKCB_04584	CDS	288				hypothetical protein
LONINKCB_04585	CDS	204				hypothetical protein
LONINKCB_04586	CDS	264				hypothetical protein
LONINKCB_04587	CDS	372				hypothetical protein
LONINKCB_04588	CDS	213				hypothetical protein
LONINKCB_04589	CDS	162				hypothetical protein
LONINKCB_04590	CDS	378				hypothetical protein
LONINKCB_04591	CDS	279				hypothetical protein
LONINKCB_04592	CDS	228				hypothetical protein
LONINKCB_04593	CDS	234				hypothetical protein
LONINKCB_04594	CDS	282				hypothetical protein
LONINKCB_04595	CDS	789				hypothetical protein
LONINKCB_04596	CDS	162				hypothetical protein
LONINKCB_04597	CDS	225				hypothetical protein
LONINKCB_04598	CDS	297				hypothetical protein
LONINKCB_04599	CDS	354				hypothetical protein
LONINKCB_04600	CDS	174				hypothetical protein
LONINKCB_04601	CDS	255				hypothetical protein
LONINKCB_04602	CDS	186				hypothetical protein
LONINKCB_04603	CDS	201				hypothetical protein
LONINKCB_04604	CDS	192				hypothetical protein
LONINKCB_04605	CDS	225				hypothetical protein
LONINKCB_04606	CDS	228				hypothetical protein
LONINKCB_04607	CDS	207				hypothetical protein
LONINKCB_04608	CDS	198				hypothetical protein
LONINKCB_04609	CDS	216				hypothetical protein
LONINKCB_04610	CDS	282				hypothetical protein
LONINKCB_04611	CDS	180				hypothetical protein
LONINKCB_04612	CDS	588				hypothetical protein
LONINKCB_04613	CDS	219				hypothetical protein
LONINKCB_04614	CDS	471				hypothetical protein
LONINKCB_04615	CDS	366				hypothetical protein
LONINKCB_04616	CDS	228				hypothetical protein
LONINKCB_04617	CDS	285				hypothetical protein
LONINKCB_04618	CDS	942				hypothetical protein
LONINKCB_04619	CDS	273				hypothetical protein
LONINKCB_04620	CDS	195				hypothetical protein
LONINKCB_04621	CDS	171				hypothetical protein
LONINKCB_04622	CDS	237				hypothetical protein
LONINKCB_04623	CDS	288				hypothetical protein
LONINKCB_04624	CDS	228				hypothetical protein
LONINKCB_04625	CDS	237				hypothetical protein
LONINKCB_04626	CDS	243				hypothetical protein
LONINKCB_04627	CDS	159				hypothetical protein
LONINKCB_04628	CDS	174				hypothetical protein
LONINKCB_04629	CDS	441				hypothetical protein
LONINKCB_04630	CDS	237				hypothetical protein
LONINKCB_04631	CDS	246				hypothetical protein
LONINKCB_04632	CDS	183				hypothetical protein
LONINKCB_04633	CDS	216				hypothetical protein
LONINKCB_04634	CDS	204				hypothetical protein
LONINKCB_04635	CDS	327				hypothetical protein
LONINKCB_04636	CDS	300				hypothetical protein
LONINKCB_04637	CDS	228				hypothetical protein
LONINKCB_04638	CDS	183				hypothetical protein
LONINKCB_04639	CDS	207				hypothetical protein
LONINKCB_04640	CDS	180				hypothetical protein
LONINKCB_04641	CDS	228				hypothetical protein
LONINKCB_04642	CDS	171				hypothetical protein
LONINKCB_04643	CDS	288				hypothetical protein
LONINKCB_04644	CDS	207				hypothetical protein
LONINKCB_04645	CDS	168				hypothetical protein
LONINKCB_04646	CDS	363				hypothetical protein
LONINKCB_04647	CDS	387				hypothetical protein
LONINKCB_04648	CDS	270				hypothetical protein
LONINKCB_04649	CDS	216				hypothetical protein
LONINKCB_04650	CDS	195				hypothetical protein
LONINKCB_04651	CDS	288				hypothetical protein
LONINKCB_04652	CDS	282				hypothetical protein
LONINKCB_04653	CDS	288				hypothetical protein
LONINKCB_04654	CDS	297				hypothetical protein
LONINKCB_04655	CDS	189				hypothetical protein
LONINKCB_04656	CDS	234				hypothetical protein
LONINKCB_04657	CDS	165				hypothetical protein
LONINKCB_04658	CDS	231				hypothetical protein
LONINKCB_04659	CDS	183				hypothetical protein
LONINKCB_04660	CDS	444				hypothetical protein
LONINKCB_04661	CDS	228				hypothetical protein
LONINKCB_04662	CDS	174				hypothetical protein
LONINKCB_04663	CDS	207				hypothetical protein
LONINKCB_04664	CDS	264				hypothetical protein
LONINKCB_04665	CDS	246				hypothetical protein
LONINKCB_04666	CDS	168				hypothetical protein
LONINKCB_04667	CDS	264				hypothetical protein
LONINKCB_04668	CDS	273				hypothetical protein
LONINKCB_04669	CDS	351				hypothetical protein
LONINKCB_04670	CDS	180				hypothetical protein
LONINKCB_04671	CDS	285				hypothetical protein
LONINKCB_04672	CDS	267				hypothetical protein
LONINKCB_04673	CDS	204				hypothetical protein
LONINKCB_04674	CDS	285				hypothetical protein
LONINKCB_04675	CDS	255				hypothetical protein
LONINKCB_04676	CDS	147				hypothetical protein
LONINKCB_04677	CDS	177				hypothetical protein
LONINKCB_04678	CDS	243				hypothetical protein
LONINKCB_04679	CDS	174				hypothetical protein
LONINKCB_04680	CDS	186				hypothetical protein
LONINKCB_04681	CDS	150				hypothetical protein
LONINKCB_04682	CDS	678				hypothetical protein
LONINKCB_04683	CDS	357				hypothetical protein
LONINKCB_04684	CDS	183				hypothetical protein
LONINKCB_04685	CDS	240				hypothetical protein
LONINKCB_04686	CDS	246				hypothetical protein
LONINKCB_04687	tRNA	76				tRNA-Ala(agc)
LONINKCB_04688	CDS	264				hypothetical protein
LONINKCB_04689	CDS	774				hypothetical protein
LONINKCB_04690	CDS	201				hypothetical protein
LONINKCB_04691	CDS	165				hypothetical protein
LONINKCB_04692	CDS	198				hypothetical protein
LONINKCB_04693	CDS	249				hypothetical protein
LONINKCB_04694	CDS	264				hypothetical protein
LONINKCB_04695	CDS	192				hypothetical protein
LONINKCB_04696	CDS	246				hypothetical protein
LONINKCB_04697	CDS	237				hypothetical protein
LONINKCB_04698	CDS	183				hypothetical protein
LONINKCB_04699	CDS	207				hypothetical protein
LONINKCB_04700	CDS	237				hypothetical protein
LONINKCB_04701	CDS	168				hypothetical protein
LONINKCB_04702	CDS	246				hypothetical protein
LONINKCB_04703	CDS	243				hypothetical protein
LONINKCB_04704	CDS	318				hypothetical protein
LONINKCB_04705	CDS	159				hypothetical protein
LONINKCB_04706	CDS	279				hypothetical protein
LONINKCB_04707	CDS	201				hypothetical protein
LONINKCB_04708	CDS	198				hypothetical protein
LONINKCB_04709	CDS	279				hypothetical protein
LONINKCB_04710	CDS	267				hypothetical protein
LONINKCB_04711	CDS	207				hypothetical protein
LONINKCB_04712	CDS	231				hypothetical protein
LONINKCB_04713	CDS	207				hypothetical protein
LONINKCB_04714	CDS	255				hypothetical protein
LONINKCB_04715	CDS	243				hypothetical protein
LONINKCB_04716	CDS	243				hypothetical protein
LONINKCB_04717	CDS	459				hypothetical protein
LONINKCB_04718	CDS	189				hypothetical protein
LONINKCB_04719	CDS	207				hypothetical protein
LONINKCB_04720	CDS	222				hypothetical protein
LONINKCB_04721	CDS	171				hypothetical protein
LONINKCB_04722	CDS	153				hypothetical protein
LONINKCB_04723	CDS	747				hypothetical protein
LONINKCB_04724	CDS	198				hypothetical protein
LONINKCB_04725	CDS	1044				hypothetical protein
LONINKCB_04726	CDS	1077				hypothetical protein
LONINKCB_04727	CDS	216				hypothetical protein
LONINKCB_04728	CDS	210				hypothetical protein
LONINKCB_04729	CDS	219				hypothetical protein
LONINKCB_04730	CDS	213				hypothetical protein
LONINKCB_04731	CDS	162				hypothetical protein
LONINKCB_04732	CDS	345				hypothetical protein
LONINKCB_04733	CDS	231				hypothetical protein
LONINKCB_04734	CDS	171				hypothetical protein
LONINKCB_04735	CDS	393				hypothetical protein
LONINKCB_04736	CDS	198				hypothetical protein
LONINKCB_04737	CDS	186				hypothetical protein
LONINKCB_04738	CDS	168				hypothetical protein
LONINKCB_04739	CDS	294				hypothetical protein
LONINKCB_04740	CDS	216				hypothetical protein
LONINKCB_04741	CDS	213				hypothetical protein
LONINKCB_04742	CDS	642				hypothetical protein
LONINKCB_04743	CDS	987				hypothetical protein
LONINKCB_04744	CDS	240				hypothetical protein
LONINKCB_04745	CDS	324				hypothetical protein
LONINKCB_04746	CDS	285				hypothetical protein
LONINKCB_04747	CDS	351				hypothetical protein
LONINKCB_04748	CDS	237				hypothetical protein
LONINKCB_04749	CDS	279				hypothetical protein
LONINKCB_04750	CDS	291				hypothetical protein
LONINKCB_04751	CDS	300				hypothetical protein
LONINKCB_04752	CDS	192				hypothetical protein
LONINKCB_04753	CDS	153				hypothetical protein
LONINKCB_04754	CDS	246				hypothetical protein
LONINKCB_04755	CDS	204				hypothetical protein
LONINKCB_04756	CDS	345				hypothetical protein
LONINKCB_04757	CDS	237				hypothetical protein
LONINKCB_04758	CDS	276				hypothetical protein
LONINKCB_04759	CDS	189				hypothetical protein
LONINKCB_04760	CDS	273				hypothetical protein
LONINKCB_04761	CDS	222				hypothetical protein
LONINKCB_04762	CDS	174				hypothetical protein
LONINKCB_04763	CDS	201				hypothetical protein
LONINKCB_04764	CDS	225				hypothetical protein
LONINKCB_04765	CDS	225				hypothetical protein
LONINKCB_04766	CDS	180				hypothetical protein
LONINKCB_04767	CDS	165				hypothetical protein
LONINKCB_04768	CDS	228				hypothetical protein
LONINKCB_04769	CDS	219				hypothetical protein
LONINKCB_04770	CDS	282				hypothetical protein
LONINKCB_04771	CDS	204				hypothetical protein
LONINKCB_04772	CDS	243				hypothetical protein
LONINKCB_04773	CDS	189				hypothetical protein
LONINKCB_04774	CDS	186				hypothetical protein
LONINKCB_04775	CDS	177				hypothetical protein
LONINKCB_04776	CDS	219				hypothetical protein
LONINKCB_04777	CDS	267				hypothetical protein
LONINKCB_04778	CDS	291				hypothetical protein
LONINKCB_04779	CDS	198				hypothetical protein
LONINKCB_04780	CDS	219				hypothetical protein
LONINKCB_04781	CDS	276				hypothetical protein
LONINKCB_04782	CDS	222				hypothetical protein
LONINKCB_04783	CDS	261				hypothetical protein
LONINKCB_04784	CDS	315				hypothetical protein
LONINKCB_04785	CDS	276				hypothetical protein
LONINKCB_04786	CDS	204				hypothetical protein
LONINKCB_04787	CDS	375				hypothetical protein
LONINKCB_04788	CDS	357				hypothetical protein
LONINKCB_04789	CDS	216				hypothetical protein
LONINKCB_04790	CDS	246				hypothetical protein
LONINKCB_04791	CDS	306				hypothetical protein
LONINKCB_04792	CDS	186				hypothetical protein
LONINKCB_04793	CDS	222				hypothetical protein
LONINKCB_04794	CDS	351				hypothetical protein
LONINKCB_04795	CDS	183				hypothetical protein
LONINKCB_04796	CDS	219				hypothetical protein
LONINKCB_04797	CDS	345				hypothetical protein
LONINKCB_04798	CDS	189				hypothetical protein
LONINKCB_04799	CDS	756				hypothetical protein
LONINKCB_04800	CDS	255				hypothetical protein
LONINKCB_04801	CDS	273				hypothetical protein
LONINKCB_04802	CDS	141				hypothetical protein
LONINKCB_04803	CDS	207				hypothetical protein
LONINKCB_04804	CDS	249				hypothetical protein
LONINKCB_04805	CDS	225				hypothetical protein
LONINKCB_04806	CDS	237				hypothetical protein
