#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_945	20525	3	N	Y	1	1018	*,945,*
contig_1775	20512	32	Y	N	1	*	1775
contig_516	20492	23	N	Y	1	946	*,516,*
contig_990	20481	4	N	Y	1	1212	*,990,*
contig_1719	20463	13	N	Y	1	1192	*,1719,*
contig_1858	20438	30	N	Y	1	*	1858
contig_1418	20424	5	N	Y	1	1138	*,1418,*
contig_1171	19905	19	N	Y	1	1056	*,1171,*
contig_663	19758	46	N	N	1	*	*,663,*
contig_744	19735	559	Y	N	10	*	744
contig_1598	19729	8	N	Y	1	1168	*,1598,*
contig_359	19663	13	N	N	1	*	*,359,*
contig_660	19456	20	N	N	1	*	*,660,*
contig_328	19427	90	N	Y	90	*	328,*
contig_991	19392	20	N	Y	1	1212	*,991,*
contig_1382	19007	29	N	Y	1	1120	*,1382,*
contig_1728	18941	37	N	N	2	*	*,1728,*
contig_1653	18905	26	N	Y	1	1178	*,1653,*
contig_1723	18785	23	N	Y	1	1374	*,1723,*
contig_1269	18677	13	N	N	1	*	*,1269,*
contig_309	18602	20	N	N	2	*	303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,309,-462
contig_1354	18561	3	N	Y	1	1364	*,1354,*
contig_1186	18488	30	N	Y	1	1060	*,1186,*
contig_1275	18390	7	N	N	1	*	*,1275,*
contig_1491	18307	13	N	N	1	*	*,1491,*
contig_1580	18289	33	N	N	2	*	-1564,-1563,-1562,-1562,-1569,-1563,-1567,-1567,-1562,-1569,-1563,-1570,-1567,-1571,1580,-1577
contig_466	18224	3	N	Y	1	1242	*,466,*
contig_1599	18131	6	N	Y	1	1168	*,1599,*
contig_615	17946	38	N	Y	1	1264	*,615,*
contig_1197	17896	25	N	Y	1	1072	*,1197,*
contig_600	17832	29	N	Y	1	958	*,600,*
contig_1425	17776	23	N	Y	1	1370	*,1425,*
contig_1221	17555	26	N	Y	1	1078	*,1221,*
contig_601	17552	3	N	Y	1	958	*,601,*
contig_953	17316	19	N	Y	1	1022	*,953,*
contig_1795	17315	23	N	Y	1	*	1795
contig_1595	17239	14	N	Y	1	934	*,1595,*
contig_1730	17218	21	N	Y	1	*	1730
contig_655	17183	23	N	Y	2	1272	*,655,*
contig_765	17049	44	N	Y	1	1296	*,765,*
contig_1860	17039	16	N	Y	1	1140	*,1860,*
contig_1759	17033	21	N	Y	1	1202	*,1759,*
contig_308	16949	34	N	N	8	*	303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,308
contig_476	16736	12	N	N	12	*	-470,476,-474,-469,477
contig_1157	16595	10	N	N	1	*	1845,1157
contig_1727	16531	35	N	Y	1	1194	*,1727,*
contig_363	16306	30	N	N	1	*	*,330,363,-462
contig_1784	16173	32	N	N	1	*	-257,-254,-253,-252,1784,1120
contig_855	16078	107	N	Y	2	*	855
contig_1752	16062	25	N	Y	1	*	1752
contig_483	16043	17	N	Y	1	942	*,483,*
contig_279	16031	5	N	Y	1	914	*,279,*
contig_1219	15990	22	N	Y	1	1076	*,1219,*
contig_1204	15969	7	N	N	1	*	*,1204,*
contig_275	15951	56	N	N	1	*	275,-260,254,257
contig_1596	15912	37	N	Y	1	1170	*,1596,*
contig_1318	15822	15	N	Y	1	1102	*,1318,*
contig_104	15785	36	N	N	2	*	-41,-33,104,-759,758
contig_519	15456	38	N	Y	1	1256	*,519,*
contig_1712	14981	16	N	Y	1	1006	*,1712,*
contig_1300	14851	14	N	Y	1	1096	*,1300,*
contig_159	14849	13	N	N	1	*	162,-168,170,163,162,161,-172,159,168,-162,-162,-162,-162,-162
contig_540	14738	3	N	Y	1	950	*,540,*
contig_1463	14580	7	N	Y	1	1372	*,1463,*
contig_859	14291	64	N	Y	1	920	*,859,*
contig_1704	14247	14	N	Y	1	1190	*,1704,*
contig_722	14070	7	N	Y	1	1286	*,722,*
contig_1378	13919	15	N	N	1	*	1378,-1248
contig_1360	13867	16	N	Y	1	1116	*,1360,*
contig_1146	13741	67	N	Y	1	*	1146
contig_1046	13692	15	N	Y	1	1038	*,1046,*
contig_585	13657	8	N	Y	1	1260	*,585,*
contig_1423	13578	11	N	Y	1	1368	*,1423,*
contig_1067	13568	43	N	N	1	*	*,1067,*
contig_1586	13394	12	N	Y	1	1164	*,1586,*
contig_494	13371	23	N	Y	1	944	*,494,*
contig_180	13360	42	N	N	2	*	160,180,172,-162
contig_1709	13332	24	N	Y	1	1316	*,1709,*
contig_1301	13236	3	N	Y	1	1096	*,1301,*
contig_1761	13153	12	N	Y	1	1204	*,1761,*
contig_1655	13081	22	N	Y	1	1240	*,1655,*
contig_1732	13058	35	N	Y	1	1196	*,1732,*
contig_103	13050	12	N	N	1	*	103,964,-759,758
contig_1811	13028	9	N	Y	1	1300	*,1811,*
contig_102	13011	18	N	N	1	*	102,964,-759,758
contig_1601	13007	14	Y	N	1	*	1601
contig_539	12771	5	N	Y	1	950	*,539,*
contig_1377	12700	16	N	N	1	*	-1248,-1379,1377,-1248
contig_1475	12691	47	Y	Y	1	602	1475
contig_567	12689	13	N	Y	1	646	*,567
contig_895	12675	14	N	Y	1	1014	*,895,*
contig_1350	12650	44	N	N	1	*	1350
contig_1502	12512	4	N	N	1	*	*,1502,*
contig_929	12373	3	N	N	1	*	929,779
contig_1722	12369	9	N	Y	1	1172	*,1722,*
contig_259	12225	16	N	N	1	*	259,1120
contig_1117	12197	16	N	Y	1	1048	*,1117,*
contig_1776	12136	35	N	Y	1	906	*,1776,*
contig_234	11700	823	N	Y	274	*	234
contig_503	11490	11	N	Y	1	1252	*,503,*
contig_866	11279	21	N	Y	1	1358	*,866,*
contig_850	10969	11	N	Y	1	1004	*,850,*
contig_280	10911	3	N	Y	1	914	*,280,*
contig_346	10830	7	N	N	7	*	346,-345,333,333,333,333,333,333,333,333,333,333,333,333,333
contig_980	10811	12	N	Y	1	1030	*,980,*
contig_825	10783	20	N	N	1	*	826,-820,-822,-822,-822,825
contig_1332	10715	22	N	Y	1	1360	1332
contig_66	10680	51	N	N	1	*	66
contig_1703	10669	3	N	Y	1	1190	*,1703,*
contig_1173	10509	8	N	Y	1	1058	*,1173,*
contig_565	10507	46	N	Y	1	644	565
contig_448	10385	21	N	Y	1	936	*,448,*
contig_1248	10365	35	N	Y	1	*	1248
contig_1075	10274	4	N	N	1	*	*,1075,*
contig_1501	10252	18	Y	Y	1	598	1501
contig_650	10195	19	N	Y	1	976	*,650,*
contig_857	10181	56	N	N	1	*	-375,376,857
contig_1156	10112	8	N	Y	1	1350	*,1156,*
contig_1576	10102	33	N	Y	1	*	1576
contig_1804	10060	29	N	Y	1	982	*,1804,*
contig_1497	10025	41	Y	Y	1	808	1497
contig_1532	10007	3	N	Y	1	1304	*,1532,*
contig_144	9948	105	N	N	11	*	*,144,*
contig_1457	9890	15	Y	N	1	*	1457
contig_587	9795	28	N	Y	1	1262	*,587,*
contig_1383	9772	3	N	Y	1	1120	*,1383,*
contig_424	9727	6	N	Y	1	1234	*,424,*
contig_758	9690	207	N	Y	5	*	758
contig_1505	9660	35	Y	Y	1	622	1505
contig_1139	9583	20	Y	Y	1	736	1139
contig_1531	9481	4	N	Y	1	1304	*,1531,*
contig_1772	9462	8	N	Y	1	1244	*,1772,*
contig_796	9443	33	N	N	1	*	*,796,*
contig_1295	9304	8	N	Y	1	1094	*,1295,*
contig_1816	9263	12	N	Y	1	1290	*,1816,*
contig_267	9243	9	N	N	1	*	-257,-254,-253,-252,267,1730
contig_156	9222	7	Y	Y	1	6	156
contig_1210	9209	4	N	N	1	*	*,1210,*
contig_676	9182	10	N	Y	1	1276	*,676,*
contig_1261	8967	3	N	N	1	*	*,1261,*
contig_1314	8961	16	N	Y	1	986	*,1314,*
contig_226	8897	495	N	Y	247	*	226
contig_1278	8882	3	N	N	1	*	*,1278,*
contig_575	8833	13	N	Y	1	956	*,575,*
contig_291	8792	9	N	N	1	*	*,291,*
contig_1753	8787	49	N	Y	1	1198	*,1753,*
contig_1076	8783	28	N	N	1	*	1076,1078
contig_1077	8781	28	N	N	1	*	1077,1078
contig_343	8754	53	N	N	1	*	*,330,343
contig_1342	8744	5	N	Y	1	1108	*,1342,*
contig_1103	8734	15	Y	N	1	*	1103
contig_564	8713	5	N	Y	1	646	*,564
contig_384	8447	3	N	Y	1	1220	*,384,*
contig_200	8327	43	N	N	1	*	200
contig_1458	8186	19	Y	Y	1	*	1458
contig_1754	8161	15	Y	N	1	*	1754
contig_549	8128	6	Y	Y	1	12	549
contig_1747	7939	16	Y	Y	1	590	1747
contig_1690	7918	41	N	Y	1	*	1690
contig_652	7809	7	N	Y	1	1270	*,652,*
contig_1455	7727	6	N	N	1	*	1455,-1453,-1454,1453
contig_1236	7594	9	N	N	1	*	1236,-1855
contig_455	7480	3	N	N	1	*	*,455,*
contig_385	7468	11	N	Y	1	1220	*,385,*
contig_893	7342	6	N	N	1	*	*,893,*
contig_490	7276	15	N	Y	1	1248	*,490,*
contig_239	7259	12	Y	Y	1	*	239
contig_245	7188	42	N	N	1	*	245,-246
contig_481	7186	4	N	Y	1	940	*,481,*
contig_288	7129	20	N	N	5	*	*,288,*
contig_46	7104	17	N	N	1	*	29,46,37,47
contig_856	6992	37	Y	Y	1	922	856
contig_463	6964	20	N	N	5	*	*,463,*
contig_1487	6838	3	N	Y	1	1148	*,1487,*
contig_1398	6674	11	Y	N	1	*	1398
contig_1842	6603	39	N	Y	13	*	1842,*
contig_1020	6576	3	N	Y	1	1332	*,1020,*
contig_158	6476	6	N	N	3	*	*,158,*
contig_1476	6319	4	N	N	4	*	*,1476,*
contig_1825	6295	19	N	N	1	*	1825,936
contig_1154	6258	3	N	Y	1	1052	*,1154,*
contig_1376	6190	28	N	Y	1	792	1376
contig_114	6188	42	N	Y	1	758	114
contig_235	6162	28	N	Y	9	*	235
contig_1119	6036	6	N	Y	1	1346	*,1119,*
contig_206	6019	15	N	Y	7	*	206
contig_1145	5943	5	Y	Y	1	738	1145
contig_95	5924	16	N	N	1	*	29,29,95,-112
contig_1530	5784	5	N	Y	1	1298	*,1530,*
contig_768	5675	79	Y	Y	2	840	768
contig_1603	5547	15	Y	Y	1	756	1603
contig_882	5525	9	Y	Y	1	712	882
contig_603	5498	8	N	Y	1	962	*,603,*
contig_101	5416	20	N	N	1	*	101
contig_154	5362	9	Y	Y	1	4	154
contig_1249	5351	5	Y	Y	1	*	1249
contig_835	5315	10	N	N	1	*	835
contig_10	5179	115	N	Y	2	*	10
contig_431	5107	26	N	Y	1	624	431
contig_1691	5100	11	Y	N	1	*	1691
contig_1729	5087	6	N	Y	6	*	*,1729,*
contig_730	5052	39	Y	Y	1	592	730
contig_317	4898	59	N	Y	2	*	317
contig_1504	4834	14	Y	Y	1	812	1504
contig_1472	4825	23	N	Y	1	*	1472
contig_1161	4767	3	N	Y	1	1054	*,1161,*
contig_183	4767	7	N	Y	2	*	183,*
contig_750	4662	27	N	N	1	*	*,750,*
contig_1055	4658	15	N	Y	1	918	*,1055,*
contig_1602	4627	3	Y	Y	1	*	1602
contig_1745	4611	5	Y	Y	1	*	1745
contig_873	4568	15	Y	Y	1	*	873
contig_1612	4526	3	Y	Y	1	*	1612
contig_871	4512	12	N	N	12	*	*,871,*
contig_1778	4480	20	N	Y	1	538	1778
contig_378	4342	13	N	Y	1	*	*,378,*
contig_242	4338	19	N	Y	19	586	*,242,*
contig_1746	4337	3	N	N	1	*	*,1746,*
contig_747	4319	12	N	N	4	*	747
contig_1824	4317	8	N	Y	1	*	1824
contig_1280	4315	7	N	Y	1	908	*,1280,*
contig_563	4294	8	N	Y	1	646	563
contig_841	4252	59	N	Y	1	704	841
contig_1259	4217	8	N	Y	1	1086	1259,*
contig_1257	4171	68	N	Y	1	1086	1257
contig_1687	4126	97	N	Y	2	*	1687
contig_1452	4087	4	Y	Y	1	*	1452
contig_87	4085	5	N	Y	1	548	87,*
contig_1808	4035	62	N	Y	1	*	1808
contig_889	4006	75	N	Y	1	*	889
contig_398	3998	7	N	Y	3	*	398
contig_1638	3979	4	N	Y	1	1228	*,1638,*
contig_1143	3917	25	N	Y	1	*	1143
contig_1373	3908	15	N	Y	1	1118	*,1373,*
contig_1613	3888	3	Y	Y	1	*	1613
contig_1636	3824	5	N	Y	1	1380	*,1636,*
contig_937	3805	29	N	Y	1	*	937
contig_1740	3639	16	N	Y	1	*	1740
contig_100	3589	14	N	Y	1	*	100
contig_225	3576	24	N	Y	1	*	225
contig_928	3522	15	N	Y	1	696	928
contig_411	3487	3	N	Y	1	930	*,411,*
contig_27	3421	134	N	Y	3	*	27
contig_1682	3356	3	Y	Y	1	*	1682
contig_1750	3171	5	Y	Y	1	*	1750
contig_377	3168	6	N	Y	1	922	*,377,*
contig_582	3160	8	N	Y	1	910	*,582,*
contig_1370	3154	6	N	Y	1	1366	*,1370,*
contig_799	3104	11	N	Y	1	*	799
contig_314	3073	44	N	Y	1	*	314
contig_1551	3070	20	N	Y	1	*	1551
contig_217	3018	48	N	Y	24	*	217
contig_40	2965	3	N	Y	1	*	40
contig_831	2835	4	N	Y	4	878	831
contig_231	2826	109	N	Y	36	*	231
contig_336	2818	19	N	Y	1	*	336
contig_1471	2797	43	N	Y	1	*	1471
contig_379	2742	5	N	Y	1	924	*,379,*
contig_1090	2717	8	N	Y	1	*	1090
contig_924	2717	28	N	Y	1	*	924
contig_593	2706	27	N	N	1	*	593
contig_203	2702	6	N	Y	1	*	203
contig_212	2660	74	N	Y	37	*	212
contig_247	2647	14	N	N	1	*	247
contig_1131	2639	6	N	N	1	*	*,1131,*
contig_227	2593	20	N	Y	1	*	227
contig_58	2584	6	N	Y	1	*	58
contig_1556	2511	9	N	Y	1	*	1556
contig_22	2505	9	N	Y	1	*	22
contig_1456	2471	3	N	N	1	*	*,1456,*
contig_380	2454	7	N	Y	1	924	*,380,*
contig_849	2452	30	N	N	1	*	*,849,*
contig_290	2443	376463	N	Y	9383	*	290
contig_1554	2353	8	N	Y	1	*	1554
contig_1414	2340	9	N	Y	1	1136	*,1414,*
contig_74	2335	4	N	Y	1	*	74
contig_1129	2316	3	N	Y	1	*	1129
contig_223	2314	19	N	Y	6	*	223
contig_1552	2296	67	N	Y	1	*	1552
contig_1696	2281	9	Y	Y	1	*	1696
contig_1553	2219	7	N	Y	1	*	1553
contig_793	2191	13	N	N	2	*	*,793,*
contig_65	2190	9	N	Y	1	*	65
contig_60	2171	12	N	Y	1	*	60
contig_986	2126	11	N	Y	1	1322	*,986,*
contig_919	2124	3	N	Y	1	1318	*,919,*
contig_99	2118	31	N	Y	1	*	99
contig_646	2115	9	N	Y	1	1268	*,646,*
contig_745	2114	21	N	Y	1	*	745
contig_124	2111	5	N	Y	1	758	124
contig_798	2111	5	N	Y	1	*	798
contig_1364	2100	11	N	Y	1	1218	*,1364,*
contig_1542	2038	8	N	Y	1	1160	*,1542,*
contig_1782	2023	61	N	Y	1	*	1782
contig_320	2023	39	N	N	1	*	320,-330,*
contig_561	2017	4	N	Y	1	*	561
contig_1470	1958	32	N	Y	1	*	1470
contig_218	1945	73	N	Y	36	*	218
contig_318	1910	7	N	Y	1	*	318
contig_1783	1872	304	N	Y	8	*	1783
contig_25	1849	3	N	Y	1	*	25
contig_28	1694	8	N	Y	1	*	28
contig_983	1656	3	N	Y	1	1032	*,983,*
contig_1244	1565	4	N	Y	1	1008	*,1244,*
contig_334	1559	10	N	Y	1	*	334
contig_828	1555	6	N	Y	1	878	828
contig_1384	1506	4	N	Y	1	1122	*,1384,*
contig_68	1495	5	N	Y	1	*	68
contig_67	1479	5	N	Y	1	*	67
contig_69	1479	4	N	Y	1	*	69
contig_44	1475	3	N	Y	1	*	44
contig_1460	1417	5	N	Y	1	1146	*,1460,*
contig_1547	1406	3	Y	Y	1	564	1547
contig_52	1366	4	N	Y	1	530	52
contig_666	1365	18	N	Y	9	*	666
contig_315	1340	6	N	Y	1	*	315
contig_199	1337	218	N	Y	5	*	199
contig_57	1318	6	N	Y	1	*	57
contig_429	1311	9	N	Y	1	624	429,*
contig_1094	1304	14	N	Y	1	*	1094
contig_42	1289	3	N	Y	1	*	42
contig_932	1282	8	N	Y	1	*	932
contig_39	1275	9	N	Y	1	*	39
contig_32	1208	5	N	Y	1	*	32
contig_209	1121	7	N	Y	1	*	209
contig_190	1118	20	N	Y	1	*	190
contig_189	1116	59	N	Y	1	*	189
contig_64	1107	5	N	Y	1	*	64
contig_43	1067	9	N	Y	1	*	43
contig_201	1055	112	N	Y	56	*	201
contig_1468	1022	17	N	Y	1	*	1468
contig_931	1000	9	N	Y	1	*	931
contig_1330	976	12	N	Y	1	1360	1330
contig_11	932	160	N	N	3	*	11,*
contig_215	912	17	N	Y	1	*	215
contig_197	877	10	N	Y	1	*	197
contig_1449	864	5	N	Y	1	*	1449
contig_1473	847	160	N	Y	3	*	1473
contig_1096	846	4	N	Y	1	*	1096
contig_1467	833	255	N	Y	6	*	1467
contig_8	829	65	N	Y	1	*	8
contig_939	824	7	N	Y	1	*	939
contig_383	787	9	Y	Y	1	616	383
contig_283	778	12	N	N	2	*	*,283,*
contig_7	774	5	N	Y	1	522	7
contig_1258	769	17	N	Y	1	1086	1258
contig_18	762	11	N	Y	1	528	18
contig_1592	761	29	N	Y	1	1166	*,1592,*
contig_59	750	3	N	Y	1	*	59
contig_229	730	47	N	Y	3	*	229
contig_210	727	7	N	Y	1	*	210
contig_220	701	14	N	Y	1	*	220
contig_71	700	3	N	Y	1	*	71
contig_1302	683	5	N	Y	1	1098	*,1302,*
contig_1751	675	6	N	Y	1	708	1751
contig_228	662	22	N	Y	7	*	228
contig_1469	653	248	N	Y	6	*	1469
contig_211	633	3	N	Y	1	*	211
contig_236	631	3	N	Y	1	526	*,236,*
contig_214	625	20	N	Y	1	*	214
contig_205	624	15	N	Y	1	*	205
contig_243	621	19	N	Y	1	540	243
contig_216	620	15	N	Y	1	*	216
contig_54	619	5	N	Y	1	*	54
contig_198	618	20	N	Y	1	*	198
contig_935	612	6	N	Y	1	574	935
contig_224	601	151	N	Y	4	*	224
contig_460	598	5	N	Y	1	938	*,460,*
contig_940	585	7	N	Y	1	*	940
contig_213	558	10	N	Y	1	*	213
contig_289	552	376060	N	Y	9427	*	289
contig_202	551	20	N	Y	1	*	202
contig_19	547	6	N	Y	1	538	19
contig_930	545	3	N	Y	1	*	930
contig_304	544	5	N	Y	1	*	304
contig_21	543	3	N	Y	1	538	21
contig_1298	529	4	N	N	1	*	*,1298,*
contig_938	521	6	N	Y	1	550	938
contig_208	515	3	N	Y	1	*	208
contig_222	513	10	N	Y	3	*	222
contig_1108	506	4	N	Y	1	*	*,1108,*
contig_196	505	62	N	Y	1	*	196
contig_34	503	4	N	Y	1	*	34
contig_746	500	13	N	Y	1	*	746
contig_1574	488	5	N	Y	1	*	1574
contig_23	477	6	N	Y	1	548	23
contig_428	434	10	N	Y	1	572	428
contig_48	372	3	N	Y	1	*	48
contig_680	317	3	N	Y	1	588	680
contig_221	84	4	N	Y	1	*	221
