locus_tag	ftype	length_bp	gene	EC_number	COG	product
GBPCPCFC_01124	gene	330				
GBPCPCFC_01125	CDS	285				hypothetical protein
GBPCPCFC_01125	gene	285				
GBPCPCFC_01126	CDS	1251				hypothetical protein
GBPCPCFC_01126	gene	1251				
GBPCPCFC_01127	CDS	1332	bepC			Outer membrane efflux protein BepC
GBPCPCFC_01127	gene	1332	bepC			
GBPCPCFC_01128	CDS	468				hypothetical protein
GBPCPCFC_01128	gene	468				
GBPCPCFC_01129	CDS	570	hpf			Ribosome hibernation promotion factor
GBPCPCFC_01129	gene	570	hpf			
GBPCPCFC_01130	CDS	402				hypothetical protein
GBPCPCFC_01130	gene	402				
GBPCPCFC_01131	CDS	987				hypothetical protein
GBPCPCFC_01131	gene	987				
GBPCPCFC_01132	CDS	1020	ltrA_3		COG3344	Group II intron-encoded protein LtrA
GBPCPCFC_01132	gene	1020	ltrA_3			
GBPCPCFC_01133	CDS	1449	tnpA_3	3.1.-.-		Transposase for transposon Tn5
GBPCPCFC_01133	gene	1449	tnpA_3			
GBPCPCFC_01134	CDS	618				hypothetical protein
GBPCPCFC_01134	gene	618				
GBPCPCFC_01135	CDS	465				hypothetical protein
GBPCPCFC_01135	gene	465				
GBPCPCFC_01136	CDS	777				hypothetical protein
GBPCPCFC_01136	gene	777				
GBPCPCFC_01137	CDS	903	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
GBPCPCFC_01137	gene	903	fmt			
GBPCPCFC_01138	CDS	1773				hypothetical protein
GBPCPCFC_01138	gene	1773				
GBPCPCFC_01139	CDS	1269	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GBPCPCFC_01139	gene	1269	murA			
GBPCPCFC_01140	CDS	1764	sdhA_2	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
GBPCPCFC_01140	gene	1764	sdhA_2			
GBPCPCFC_01141	CDS	639	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
GBPCPCFC_01141	gene	639	pcaH			
GBPCPCFC_01142	CDS	750	tlpA		COG0526	Thiol:disulfide interchange protein TlpA
GBPCPCFC_01142	gene	750	tlpA			
GBPCPCFC_01143	CDS	936	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
GBPCPCFC_01143	gene	936	sppA			
GBPCPCFC_01144	CDS	996	cgtA	3.6.5.-		GTPase Obg/CgtA
GBPCPCFC_01144	gene	996	cgtA			
GBPCPCFC_01145	CDS	1194				hypothetical protein
GBPCPCFC_01145	gene	1194				
GBPCPCFC_01146	CDS	1380				hypothetical protein
GBPCPCFC_01146	gene	1380				
GBPCPCFC_01147	CDS	699	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GBPCPCFC_01147	gene	699	queF			
GBPCPCFC_01148	CDS	1578	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
GBPCPCFC_01148	gene	1578	lysS			
GBPCPCFC_01149	CDS	468				hypothetical protein
GBPCPCFC_01149	gene	468				
GBPCPCFC_01150	CDS	129				hypothetical protein
GBPCPCFC_01150	gene	129				
GBPCPCFC_01151	CDS	741	ybhL		COG0670	Inner membrane protein YbhL
GBPCPCFC_01151	gene	741	ybhL			
GBPCPCFC_01152	tRNA	85				tRNA-Leu(caa)
GBPCPCFC_01152	gene	85				
GBPCPCFC_01153	CDS	759	bamD		COG4105	Outer membrane protein assembly factor BamD
GBPCPCFC_01153	gene	759	bamD			
GBPCPCFC_01154	CDS	1719	recN		COG0497	DNA repair protein RecN
GBPCPCFC_01154	gene	1719	recN			
GBPCPCFC_01155	CDS	729	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GBPCPCFC_01155	gene	729	rlmB			
GBPCPCFC_01156	tRNA	86				tRNA-Tyr(gta)
GBPCPCFC_01156	gene	86				
GBPCPCFC_01157	tRNA	74				tRNA-Gly(tcc)
GBPCPCFC_01157	gene	74				
GBPCPCFC_01158	CDS	1185	tufA		COG0050	Elongation factor Tu
GBPCPCFC_01158	gene	1185	tufA			
GBPCPCFC_01159	CDS	330	rpsJ		COG0051	30S ribosomal protein S10
GBPCPCFC_01159	gene	330	rpsJ			
GBPCPCFC_01160	CDS	648	rplC		COG0087	50S ribosomal protein L3
GBPCPCFC_01160	gene	648	rplC			
GBPCPCFC_01161	CDS	624	rplD		COG0088	50S ribosomal protein L4
GBPCPCFC_01161	gene	624	rplD			
GBPCPCFC_01162	CDS	297	rplW		COG0089	50S ribosomal protein L23
GBPCPCFC_01162	gene	297	rplW			
GBPCPCFC_01163	CDS	822	rplB		COG0090	50S ribosomal protein L2
GBPCPCFC_01163	gene	822	rplB			
GBPCPCFC_01164	CDS	279	rpsS		COG0185	30S ribosomal protein S19
GBPCPCFC_01164	gene	279	rpsS			
GBPCPCFC_01165	CDS	360	rplV		COG0091	50S ribosomal protein L22
GBPCPCFC_01165	gene	360	rplV			
GBPCPCFC_01166	CDS	657	rpsC		COG0092	30S ribosomal protein S3
GBPCPCFC_01166	gene	657	rpsC			
GBPCPCFC_01167	CDS	411	rplP		COG0197	50S ribosomal protein L16
GBPCPCFC_01167	gene	411	rplP			
GBPCPCFC_01168	CDS	213	rpmC		COG0255	50S ribosomal protein L29
GBPCPCFC_01168	gene	213	rpmC			
GBPCPCFC_01169	CDS	234	rpsQ		COG0186	30S ribosomal protein S17
GBPCPCFC_01169	gene	234	rpsQ			
GBPCPCFC_01170	CDS	369	rplN		COG0093	50S ribosomal protein L14
GBPCPCFC_01170	gene	369	rplN			
GBPCPCFC_01171	CDS	330	rplX		COG0198	50S ribosomal protein L24
GBPCPCFC_01171	gene	330	rplX			
GBPCPCFC_01172	CDS	543	rplE		COG0094	50S ribosomal protein L5
GBPCPCFC_01172	gene	543	rplE			
GBPCPCFC_01173	CDS	171	rpsN		COG0199	30S ribosomal protein S14
GBPCPCFC_01173	gene	171	rpsN			
GBPCPCFC_01174	CDS	399	rpsH		COG0096	30S ribosomal protein S8
GBPCPCFC_01174	gene	399	rpsH			
GBPCPCFC_01175	CDS	534	rplF		COG0097	50S ribosomal protein L6
GBPCPCFC_01175	gene	534	rplF			
GBPCPCFC_01176	CDS	357	rplR		COG0256	50S ribosomal protein L18
GBPCPCFC_01176	gene	357	rplR			
GBPCPCFC_01177	CDS	543	rpsE		COG0098	30S ribosomal protein S5
GBPCPCFC_01177	gene	543	rpsE			
GBPCPCFC_01178	CDS	345	rpmD		COG1841	50S ribosomal protein L30
GBPCPCFC_01178	gene	345	rpmD			
GBPCPCFC_01179	CDS	456	rplO		COG0200	50S ribosomal protein L15
GBPCPCFC_01179	gene	456	rplO			
GBPCPCFC_01180	CDS	1302	secY		COG0201	Protein translocase subunit SecY
GBPCPCFC_01180	gene	1302	secY			
GBPCPCFC_01181	CDS	624	adk	2.7.4.3	COG0563	Adenylate kinase
GBPCPCFC_01181	gene	624	adk			
GBPCPCFC_01182	CDS	378	rpsM			30S ribosomal protein S13
GBPCPCFC_01182	gene	378	rpsM			
GBPCPCFC_01183	CDS	387	rpsK		COG0100	30S ribosomal protein S11
GBPCPCFC_01183	gene	387	rpsK			
GBPCPCFC_01184	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GBPCPCFC_01184	gene	1020	rpoA			
GBPCPCFC_01185	CDS	402	rplQ		COG0203	50S ribosomal protein L17
GBPCPCFC_01185	gene	402	rplQ			
GBPCPCFC_01186	CDS	261	rpsT		COG0268	30S ribosomal protein S20
GBPCPCFC_01186	gene	261	rpsT			
GBPCPCFC_01187	CDS	669	ccmA	3.6.3.41	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
GBPCPCFC_01187	gene	669	ccmA			
GBPCPCFC_01188	CDS	1812				hypothetical protein
GBPCPCFC_01188	gene	1812				
GBPCPCFC_01189	CDS	264				hypothetical protein
GBPCPCFC_01189	gene	264				
GBPCPCFC_01190	CDS	768	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
GBPCPCFC_01190	gene	768	mkl			
GBPCPCFC_01191	CDS	774	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
GBPCPCFC_01191	gene	774	mlaE			
GBPCPCFC_01192	CDS	1134	alr1	5.1.1.1	COG0787	Alanine racemase 1
GBPCPCFC_01192	gene	1134	alr1			
GBPCPCFC_01193	CDS	1290	proP_4			Proline/betaine transporter
GBPCPCFC_01193	gene	1290	proP_4			
GBPCPCFC_01194	CDS	879	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GBPCPCFC_01194	gene	879	prs			
GBPCPCFC_01195	CDS	2040				hypothetical protein
GBPCPCFC_01195	gene	2040				
GBPCPCFC_01196	CDS	105				hypothetical protein
GBPCPCFC_01196	gene	105				
GBPCPCFC_01197	CDS	2526				hypothetical protein
GBPCPCFC_01197	gene	2526				
GBPCPCFC_01198	CDS	969	nadA	2.5.1.72	COG0379	Quinolinate synthase A
GBPCPCFC_01198	gene	969	nadA			
GBPCPCFC_01199	CDS	1329				hypothetical protein
GBPCPCFC_01199	gene	1329				
GBPCPCFC_01200	CDS	2655	polA	2.7.7.7		DNA polymerase I
GBPCPCFC_01200	gene	2655	polA			
GBPCPCFC_01201	CDS	474	pasT		COG2867	Persistence and stress-resistance toxin PasT
GBPCPCFC_01201	gene	474	pasT			
GBPCPCFC_01202	CDS	132				hypothetical protein
GBPCPCFC_01202	gene	132				
GBPCPCFC_01203	CDS	729	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GBPCPCFC_01203	gene	729	rsmE			
GBPCPCFC_01204	CDS	579	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GBPCPCFC_01204	gene	579	rnhB			
GBPCPCFC_01205	CDS	120				hypothetical protein
GBPCPCFC_01205	gene	120				
GBPCPCFC_01206	CDS	195				hypothetical protein
GBPCPCFC_01206	gene	195				
GBPCPCFC_01207	CDS	555				hypothetical protein
GBPCPCFC_01207	gene	555				
GBPCPCFC_01208	CDS	465				hypothetical protein
GBPCPCFC_01208	gene	465				
GBPCPCFC_01209	CDS	4710				hypothetical protein
GBPCPCFC_01209	gene	4710				
GBPCPCFC_01210	CDS	1572	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
GBPCPCFC_01210	gene	1572	eptA			
GBPCPCFC_01211	CDS	411				hypothetical protein
GBPCPCFC_01211	gene	411				
GBPCPCFC_01212	CDS	987				hypothetical protein
GBPCPCFC_01212	gene	987				
GBPCPCFC_01213	CDS	1329				hypothetical protein
GBPCPCFC_01213	gene	1329				
GBPCPCFC_01214	CDS	2028	estP	3.1.1.1	COG3240	Esterase EstP
GBPCPCFC_01214	gene	2028	estP			
GBPCPCFC_01215	CDS	2679	mutS		COG0249	DNA mismatch repair protein MutS
GBPCPCFC_01215	gene	2679	mutS			
GBPCPCFC_01216	CDS	1308	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
GBPCPCFC_01216	gene	1308	mtaB			
GBPCPCFC_01217	CDS	831	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GBPCPCFC_01217	gene	831	dapF			
GBPCPCFC_01218	CDS	588				hypothetical protein
GBPCPCFC_01218	gene	588				
GBPCPCFC_01219	CDS	1272		3.4.24.-	COG0612	putative zinc protease
GBPCPCFC_01219	gene	1272				
GBPCPCFC_01220	CDS	573	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GBPCPCFC_01220	gene	573	yecD			
GBPCPCFC_01221	CDS	468	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GBPCPCFC_01221	gene	468	yrrK			
GBPCPCFC_01222	CDS	1266	proP_5			Proline/betaine transporter
GBPCPCFC_01222	gene	1266	proP_5			
GBPCPCFC_01223	tRNA	77				tRNA-Met(cat)
GBPCPCFC_01223	gene	77				
GBPCPCFC_01224	CDS	1098	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
GBPCPCFC_01224	gene	1098	lptG			
GBPCPCFC_01225	CDS	1041	mreB		COG1077	Rod shape-determining protein MreB
GBPCPCFC_01225	gene	1041	mreB			
GBPCPCFC_01226	CDS	837	mreC			Cell shape-determining protein MreC
GBPCPCFC_01226	gene	837	mreC			
GBPCPCFC_01227	CDS	678	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
GBPCPCFC_01227	gene	678	queE			
GBPCPCFC_01228	CDS	1146	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
GBPCPCFC_01228	gene	1146	ftsW			
GBPCPCFC_01229	CDS	1071	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GBPCPCFC_01229	gene	1071	murG			
GBPCPCFC_01230	CDS	762				hypothetical protein
GBPCPCFC_01230	gene	762				
GBPCPCFC_01231	CDS	225				hypothetical protein
GBPCPCFC_01231	gene	225				
GBPCPCFC_01232	CDS	531				hypothetical protein
GBPCPCFC_01232	gene	531				
GBPCPCFC_01233	CDS	1740	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
GBPCPCFC_01233	gene	1740	kefC			
GBPCPCFC_01234	CDS	360	rsfS			Ribosomal silencing factor RsfS
GBPCPCFC_01234	gene	360	rsfS			
GBPCPCFC_01235	CDS	597	nadD	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
GBPCPCFC_01235	gene	597	nadD			
GBPCPCFC_01236	CDS	249			COG0271	putative protein RP812
GBPCPCFC_01236	gene	249				
GBPCPCFC_01237	CDS	552	rimM		COG0806	Ribosome maturation factor RimM
GBPCPCFC_01237	gene	552	rimM			
GBPCPCFC_01238	CDS	600				hypothetical protein
GBPCPCFC_01238	gene	600				
GBPCPCFC_01239	CDS	507	nqo2	1.6.5.11	COG1905	NADH-quinone oxidoreductase chain 2
GBPCPCFC_01239	gene	507	nqo2			
GBPCPCFC_01240	CDS	1263	nuoD	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit D
GBPCPCFC_01240	gene	1263	nuoD			
GBPCPCFC_01241	CDS	603	nqo5	1.6.5.11	COG0852	NADH-quinone oxidoreductase chain 5
GBPCPCFC_01241	gene	603	nqo5			
GBPCPCFC_01242	CDS	540	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
GBPCPCFC_01242	gene	540	nuoB			
GBPCPCFC_01243	CDS	375	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
GBPCPCFC_01243	gene	375	ndhC			
GBPCPCFC_01244	CDS	1284				hypothetical protein
GBPCPCFC_01244	gene	1284				
GBPCPCFC_01245	CDS	531				hypothetical protein
GBPCPCFC_01245	gene	531				
GBPCPCFC_01246	CDS	1380	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
GBPCPCFC_01246	gene	1380	mepM_2			
GBPCPCFC_01247	CDS	654				hypothetical protein
GBPCPCFC_01247	gene	654				
GBPCPCFC_01248	CDS	603	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GBPCPCFC_01248	gene	603	lspA			
GBPCPCFC_01249	CDS	252				hypothetical protein
GBPCPCFC_01249	gene	252				
GBPCPCFC_01250	CDS	1410	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
GBPCPCFC_01250	gene	1410	murD			
GBPCPCFC_01251	CDS	759	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GBPCPCFC_01251	gene	759	kdsB			
GBPCPCFC_01252	CDS	909				hypothetical protein
GBPCPCFC_01252	gene	909				
GBPCPCFC_01253	CDS	1095				hypothetical protein
GBPCPCFC_01253	gene	1095				
GBPCPCFC_01254	CDS	438				hypothetical protein
GBPCPCFC_01254	gene	438				
GBPCPCFC_01255	CDS	1668	ompB_3		COG4625	Outer membrane protein B
GBPCPCFC_01255	gene	1668	ompB_3			
GBPCPCFC_01256	CDS	342				hypothetical protein
GBPCPCFC_01256	gene	342				
GBPCPCFC_01257	CDS	351				hypothetical protein
GBPCPCFC_01257	gene	351				
GBPCPCFC_01258	CDS	1140				hypothetical protein
GBPCPCFC_01258	gene	1140				
GBPCPCFC_01259	CDS	1095				hypothetical protein
GBPCPCFC_01259	gene	1095				
GBPCPCFC_01260	CDS	420				hypothetical protein
GBPCPCFC_01260	gene	420				
GBPCPCFC_01261	CDS	567				hypothetical protein
GBPCPCFC_01261	gene	567				
GBPCPCFC_01262	CDS	1095				hypothetical protein
GBPCPCFC_01262	gene	1095				
GBPCPCFC_01263	CDS	1221				hypothetical protein
GBPCPCFC_01263	gene	1221				
GBPCPCFC_01264	CDS	438				hypothetical protein
GBPCPCFC_01264	gene	438				
GBPCPCFC_01265	CDS	828	ompB_4			Outer membrane protein B
GBPCPCFC_01265	gene	828	ompB_4			
GBPCPCFC_01266	CDS	1680	rnj	3.1.-.-	COG0595	Ribonuclease J
GBPCPCFC_01266	gene	1680	rnj			
GBPCPCFC_01267	CDS	672				hypothetical protein
GBPCPCFC_01267	gene	672				
GBPCPCFC_01268	CDS	783	NADK	2.7.1.23	COG0061	NAD kinase
GBPCPCFC_01268	gene	783	NADK			
GBPCPCFC_01269	CDS	1083				hypothetical protein
GBPCPCFC_01269	gene	1083				
GBPCPCFC_01270	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
GBPCPCFC_01270	gene	1479	ubiD			
GBPCPCFC_01271	CDS	1767	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
GBPCPCFC_01271	gene	1767	phaC_2			
GBPCPCFC_01272	CDS	1185				hypothetical protein
GBPCPCFC_01272	gene	1185				
GBPCPCFC_01273	CDS	1209	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
GBPCPCFC_01273	gene	1209	lpxB			
GBPCPCFC_01274	CDS	2901				hypothetical protein
GBPCPCFC_01274	gene	2901				
GBPCPCFC_01275	CDS	1872				hypothetical protein
GBPCPCFC_01275	gene	1872				
GBPCPCFC_01276	CDS	1668	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
GBPCPCFC_01276	gene	1668	nadE			
GBPCPCFC_01277	CDS	384				hypothetical protein
GBPCPCFC_01277	gene	384				
GBPCPCFC_01278	CDS	684	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GBPCPCFC_01278	gene	684	queC			
GBPCPCFC_01279	CDS	579	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GBPCPCFC_01279	gene	579	folE			
GBPCPCFC_01280	CDS	1314	proS	6.1.1.15	COG0442	Proline--tRNA ligase
GBPCPCFC_01280	gene	1314	proS			
GBPCPCFC_01281	CDS	1974				hypothetical protein
GBPCPCFC_01281	gene	1974				
GBPCPCFC_01282	CDS	1044	ctaA	1.3.-.-	COG1612	Heme A synthase
GBPCPCFC_01282	gene	1044	ctaA			
GBPCPCFC_01283	CDS	948	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
GBPCPCFC_01283	gene	948	rluC			
GBPCPCFC_01284	CDS	822				hypothetical protein
GBPCPCFC_01284	gene	822				
GBPCPCFC_01285	CDS	1275	glyA	2.1.2.1		Serine hydroxymethyltransferase
GBPCPCFC_01285	gene	1275	glyA			
GBPCPCFC_01286	CDS	723				hypothetical protein
GBPCPCFC_01286	gene	723				
GBPCPCFC_01287	CDS	186				hypothetical protein
GBPCPCFC_01287	gene	186				
GBPCPCFC_01288	CDS	138				hypothetical protein
GBPCPCFC_01288	gene	138				
GBPCPCFC_01289	CDS	153				hypothetical protein
GBPCPCFC_01289	gene	153				
GBPCPCFC_01290	CDS	603				hypothetical protein
GBPCPCFC_01290	gene	603				
GBPCPCFC_01291	CDS	1881				hypothetical protein
GBPCPCFC_01291	gene	1881				
GBPCPCFC_01292	CDS	234				hypothetical protein
GBPCPCFC_01292	gene	234				
GBPCPCFC_01293	CDS	1059				hypothetical protein
GBPCPCFC_01293	gene	1059				
GBPCPCFC_01294	CDS	657	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
GBPCPCFC_01294	gene	657	elbB			
GBPCPCFC_01295	CDS	135				hypothetical protein
GBPCPCFC_01295	gene	135				
GBPCPCFC_01296	CDS	501				hypothetical protein
GBPCPCFC_01296	gene	501				
GBPCPCFC_01297	CDS	144				hypothetical protein
GBPCPCFC_01297	gene	144				
GBPCPCFC_01298	CDS	144				hypothetical protein
GBPCPCFC_01298	gene	144				
GBPCPCFC_01299	CDS	660				hypothetical protein
GBPCPCFC_01299	gene	660				
GBPCPCFC_01300	CDS	1311				hypothetical protein
GBPCPCFC_01300	gene	1311				
GBPCPCFC_01301	CDS	360				hypothetical protein
GBPCPCFC_01301	gene	360				
GBPCPCFC_01302	CDS	336	sxy		COG3070	Protein Sxy
GBPCPCFC_01302	gene	336	sxy			
GBPCPCFC_01303	CDS	159				hypothetical protein
GBPCPCFC_01303	gene	159				
GBPCPCFC_01304	CDS	522				hypothetical protein
GBPCPCFC_01304	gene	522				
GBPCPCFC_01305	CDS	624	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GBPCPCFC_01305	gene	624	birA			
GBPCPCFC_01306	CDS	1440	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
GBPCPCFC_01306	gene	1440	nuoN			
GBPCPCFC_01307	CDS	1728	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
GBPCPCFC_01307	gene	1728	mrdA			
GBPCPCFC_01308	CDS	486				hypothetical protein
GBPCPCFC_01308	gene	486				
GBPCPCFC_01309	CDS	936				hypothetical protein
GBPCPCFC_01309	gene	936				
GBPCPCFC_01310	CDS	957	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GBPCPCFC_01310	gene	957	gpsA			
GBPCPCFC_01311	CDS	120				hypothetical protein
GBPCPCFC_01311	gene	120				
GBPCPCFC_01312	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
GBPCPCFC_01312	gene	618	gmk			
GBPCPCFC_01313	CDS	777				hypothetical protein
GBPCPCFC_01313	gene	777				
GBPCPCFC_01314	CDS	780	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
GBPCPCFC_01314	gene	780	acr1			
GBPCPCFC_01315	CDS	2649	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
GBPCPCFC_01315	gene	2649	leuS			
GBPCPCFC_01316	CDS	732				hypothetical protein
GBPCPCFC_01316	gene	732				
GBPCPCFC_01317	CDS	618	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
GBPCPCFC_01317	gene	618	scoB			
GBPCPCFC_01318	CDS	699	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
GBPCPCFC_01318	gene	699	scoA			
GBPCPCFC_01319	CDS	177				hypothetical protein
GBPCPCFC_01319	gene	177				
GBPCPCFC_01320	CDS	681	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
GBPCPCFC_01320	gene	681	bsdB			
GBPCPCFC_01321	CDS	738	icfA	4.2.1.1		Carbonic anhydrase
GBPCPCFC_01321	gene	738	icfA			
GBPCPCFC_01322	CDS	972				hypothetical protein
GBPCPCFC_01322	gene	972				
GBPCPCFC_01323	CDS	1869	htpG		COG0326	Chaperone protein HtpG
GBPCPCFC_01323	gene	1869	htpG			
GBPCPCFC_01324	CDS	1302				hypothetical protein
GBPCPCFC_01324	gene	1302				
GBPCPCFC_01325	CDS	1341				hypothetical protein
GBPCPCFC_01325	gene	1341				
GBPCPCFC_01326	CDS	810	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
GBPCPCFC_01326	gene	810	rebM			
GBPCPCFC_01327	CDS	279				hypothetical protein
GBPCPCFC_01327	gene	279				
GBPCPCFC_01328	CDS	1068				hypothetical protein
GBPCPCFC_01328	gene	1068				
GBPCPCFC_01329	CDS	447				hypothetical protein
GBPCPCFC_01329	gene	447				
GBPCPCFC_01330	CDS	273				hypothetical protein
GBPCPCFC_01330	gene	273				
GBPCPCFC_01331	CDS	885				hypothetical protein
GBPCPCFC_01331	gene	885				
GBPCPCFC_01332	CDS	1833				hypothetical protein
GBPCPCFC_01332	gene	1833				
GBPCPCFC_01333	CDS	273			COG4095	Sugar transporter SemiSWEET
GBPCPCFC_01333	gene	273				
GBPCPCFC_01334	CDS	810				hypothetical protein
GBPCPCFC_01334	gene	810				
GBPCPCFC_01335	CDS	1893	ltaS2		COG1368	Lipoteichoic acid synthase 2
GBPCPCFC_01335	gene	1893	ltaS2			
GBPCPCFC_01336	CDS	813	bla	3.5.2.6		Beta-lactamase OXA-18
GBPCPCFC_01336	gene	813	bla			
GBPCPCFC_01337	CDS	453				hypothetical protein
GBPCPCFC_01337	gene	453				
GBPCPCFC_01338	CDS	591				hypothetical protein
GBPCPCFC_01338	gene	591				
GBPCPCFC_01339	CDS	159				hypothetical protein
GBPCPCFC_01339	gene	159				
GBPCPCFC_01340	CDS	324	trxA			Thioredoxin 1
GBPCPCFC_01340	gene	324	trxA			
GBPCPCFC_01341	CDS	738	tagH_2	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
GBPCPCFC_01341	gene	738	tagH_2			
GBPCPCFC_01342	CDS	777				hypothetical protein
GBPCPCFC_01342	gene	777				
GBPCPCFC_01343	CDS	3189			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
GBPCPCFC_01343	gene	3189				
GBPCPCFC_01344	CDS	507	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
GBPCPCFC_01344	gene	507	tadA			
GBPCPCFC_01345	CDS	909	fieF		COG0053	Ferrous-iron efflux pump FieF
GBPCPCFC_01345	gene	909	fieF			
GBPCPCFC_01346	CDS	474				hypothetical protein
GBPCPCFC_01346	gene	474				
GBPCPCFC_01347	CDS	498	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
GBPCPCFC_01347	gene	498	ybeY			
GBPCPCFC_01348	CDS	915	tlyC		COG1253	Hemolysin C
GBPCPCFC_01348	gene	915	tlyC			
GBPCPCFC_01349	CDS	1158				hypothetical protein
GBPCPCFC_01349	gene	1158				
GBPCPCFC_01350	CDS	429				hypothetical protein
GBPCPCFC_01350	gene	429				
GBPCPCFC_01351	CDS	318	cutA		COG1324	Divalent-cation tolerance protein CutA
GBPCPCFC_01351	gene	318	cutA			
GBPCPCFC_01352	CDS	1203	gltP		COG1301	Proton/glutamate-aspartate symporter
GBPCPCFC_01352	gene	1203	gltP			
GBPCPCFC_01353	CDS	438	uspF		COG0589	Universal stress protein F
GBPCPCFC_01353	gene	438	uspF			
GBPCPCFC_01354	CDS	246	rpmA		COG0211	50S ribosomal protein L27
GBPCPCFC_01354	gene	246	rpmA			
GBPCPCFC_01355	CDS	318	rplU		COG0261	50S ribosomal protein L21
GBPCPCFC_01355	gene	318	rplU			
GBPCPCFC_01356	tRNA	75				tRNA-Cys(gca)
GBPCPCFC_01356	gene	75				
GBPCPCFC_01357	CDS	564				hypothetical protein
GBPCPCFC_01357	gene	564				
GBPCPCFC_01358	CDS	933	xerD			Tyrosine recombinase XerD
GBPCPCFC_01358	gene	933	xerD			
GBPCPCFC_01359	CDS	729	atpB		COG0356	ATP synthase subunit a
GBPCPCFC_01359	gene	729	atpB			
GBPCPCFC_01360	CDS	1008	bdbD_2		COG1651	Disulfide bond formation protein D
GBPCPCFC_01360	gene	1008	bdbD_2			
GBPCPCFC_01361	CDS	1437	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
